code,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
PAHC,Phibro Animal Health Corporation,34.934203000000004,11.029717,1.452731,0_0_0_0,19840000.0_-16.09%_209000000.0_10.03%,7032000.0_-47.59%_206000000.0_7.45%,15892000.0_30.51%_193000000.0_2.89%,0,0,0,0,19840000.0,-16.09%,209000000.0,10.03%,7032000.0,-47.59%,206000000.0,7.45%,15892000.0,30.51%,193000000.0,2.89%
ACLS,Axcelis科技设计公司,4.671889,1.657155,4.227412,14669000.0_5.29%_119000000.0_16.09%,13915000.0_46.38%_122000000.0_40.62%,"91680000.0_2,212.23%_115999999.99999999_67.82%",11841000.0_450.49%_104000000.0_59.15%,14669000.0,5.29%,119000000.0,16.09%,13915000.0,46.38%,122000000.0,40.62%,91680000.0,"2,212.23%",115999999.99999999,67.82%,11841000.0,450.49%,104000000.0,59.15%
SIEN,"Sientra, Inc.",0.0,5.925075,-3.3860550000000003,-18028000.0_11.59%_17554000.0_114.89%,-19423000.0_-70.05%_14676000.0_95.97%,-17836000.0_-120.96%_11065000.0_70.55%,-14381000.0_-44.34%_9819000.0_50.34%,-18028000.0,11.59%,17554000.0,114.89%,-19423000.0,-70.05%,14676000.0,95.97%,-17836000.0,-120.96%,11065000.0,70.55%,-14381000.0,-44.34%,9819000.0,50.34%
TRCH,Torchlight Energy Resources Inc,0.0,3.92635,-0.029567000000000003,"-1491800.0_-41.44%_283300.0_2,029.32%","-1774500.0_-68.00%_481200.0_3,615.55%","2206600.0_315.61%_526000.0_3,069.91%",-1015500.0_-15.99%_18300.0_-46.63%,-1491800.0,-41.44%,283300.0,"2,029.32%",-1774500.0,-68.00%,481200.0,"3,615.55%",2206600.0,315.61%,526000.0,"3,069.91%",-1015500.0,-15.99%,18300.0,-46.63%
PAVM,PAVmed Inc.,0.0,6.137867,-0.8464780000000001,-5146500.0_-420.01%_0_0,-2825400.0_33.83%_0_0,869800.0_150.85%_0_0,-5129299.999999999_-165.94%_0_0,-5146500.0,-420.01%,0,0,-2825400.0,33.83%,0,0,869800.0,150.85%,0,0,-5129299.999999999,-165.94%,0,0
PFIN,P & F Industries,0.0,0.677834,-0.129755,"305000.0_1,806.25%_16188000.0_5.40%",65000.0_208.33%_15742000.0_19.11%,"-846000.0_-1,486.89%_14617000.0_16.87%",5000.0_105.05%_15782000.0_7.85%,305000.0,"1,806.25%",16188000.0,5.40%,65000.0,208.33%,15742000.0,19.11%,-846000.0,"-1,486.89%",14617000.0,16.87%,5000.0,105.05%,15782000.0,7.85%
LRAD,LRAD Corporation,0.0,3.244383,-0.035192,-80200.0_84.81%_7514100.0_81.96%,460900.00000000006_54.49%_7868400.0_37.02%,-1683300.0000000002_-107.12%_7628600.0_159.36%,165700.0_132.26%_7500900.0_53.23%,-80200.0,84.81%,7514100.0,81.96%,460900.00000000006,54.49%,7868400.0,37.02%,-1683300.0000000002,-107.12%,7628600.0,159.36%,165700.0,132.26%,7500900.0,53.23%
NVEC,NVE Corporation,38.965315999999994,6.640936999999999,3.0072900000000002,3945000.0_19.63%_7107900.0_-6.57%,3882400.0_28.24%_7899200.0_15.26%,3571600.0000000005_2.52%_7360800.0_-1.37%,3161000.0_-4.36%_6996200.0_-4.19%,3945000.0,19.63%,7107900.0,-6.57%,3882400.0,28.24%,7899200.0,15.26%,3571600.0000000005,2.52%,7360800.0,-1.37%,3161000.0,-4.36%,6996200.0,-4.19%
ACIW,ACI环球,1616.402592,3.502156,0.017606999999999998,-14574000.0_51.11%_235000000.0_-2.33%,"-19428000.0_-1,108.21%_209000000.0_-9.57%",33164000.0_-50.27%_326000000.0_-4.77%,3388000.0_134.48%_225999999.99999997_4.04%,-14574000.0,51.11%,235000000.0,-2.33%,-19428000.0,"-1,108.21%",209000000.0,-9.57%,33164000.0,-50.27%,326000000.0,-4.77%,3388000.0,134.48%,225999999.99999997,4.04%
BCPC,拜切,34.87657,5.145814,3.037856,19679000.0_19.01%_164000000.0_11.29%,19346000.0_24.67%_161000000.0_17.19%,41975000.0_163.60%_159000000.0_13.15%,16043000.0_14.49%_151000000.0_8.81%,19679000.0,19.01%,164000000.0,11.29%,19346000.0,24.67%,161000000.0,17.19%,41975000.0,163.60%,159000000.0,13.15%,16043000.0,14.49%,151000000.0,8.81%
DTEA,DAVIDsTEA Inc.,0.0,0.9554459999999999,-0.9191020000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEDS,旭明光电,0.0,2.316616,-0.7091270000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNHC,Federated National Holding Compa,18.828483,1.55724,1.3968200000000002,8820000.0_140.52%_0_0,7245000.0_195.84%_0_0,4738000.0_143.48%_0_0,-7185000.0_-599.65%_0_0,8820000.0,140.52%,0,0,7245000.0,195.84%,0,0,4738000.0,143.48%,0,0,-7185000.0,-599.65%,0,0
WLDN,Willdan Group,23.833461,3.572424,1.344748,3315000.0_0.09%_59833000.0_-16.71%,2203000.0_-16.58%_54595000.0_-20.13%,3290000.0_109.69%_64161000.0_11.73%,2886000.0_17.22%_69007000.0_17.64%,3315000.0,0.09%,59833000.0,-16.71%,2203000.0,-16.58%,54595000.0,-20.13%,3290000.0,109.69%,64161000.0,11.73%,2886000.0,17.22%,69007000.0,17.64%
FSNN,"Fusion Connect, Inc.",0.0,-2.660514,-1.488218,-18522000.0_-543.71%_121000000.0_217.16%,-15750000.0_-352.33%_112000000.00000001_212.35%,-4039800.0_7.29%_40274500.0_36.00%,-3700500.0_-17.66%_36355200.0_20.54%,-18522000.0,-543.71%,121000000.0,217.16%,-15750000.0,-352.33%,112000000.00000001,212.35%,-4039800.0,7.29%,40274500.0,36.00%,-3700500.0,-17.66%,36355200.0,20.54%
GBLI,Global Indemnity plc,0.0,0.818442,-0.9270940000000001,7192000.0_-28.71%_0_0,5701000.0_-53.58%_0_0,-22998000.0_-159.93%_0_0,-8924000.0_-193.59%_0_0,7192000.0,-28.71%,0,0,5701000.0,-53.58%,0,0,-22998000.0,-159.93%,0,0,-8924000.0,-193.59%,0,0
SCHN,史尼泽钢铁,6.259401,1.10422,4.153752,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQDA,Liquidia Technologies Inc,60.451168,-0.025256,0.277414,-6268900.0_24.39%_1042900.0000000001_-47.38%,-27508200.0_-179.65%_926000.0_-43.51%,0_0_0_0,0_0_0_0,-6268900.0,24.39%,1042900.0000000001,-47.38%,-27508200.0,-179.65%,926000.0,-43.51%,0,0,0,0,0,0,0,0
ADBE,Adobe,59.409276,14.709145000000001,4.401838,663000000.0_77.13%_2195000000.0_23.88%,583000000.0_46.34%_2079000000.0_23.63%,501999999.99999994_25.51%_2007000000.0_24.76%,420000000.0_54.94%_1841000000.0_25.76%,663000000.0,77.13%,2195000000.0,23.88%,583000000.0,46.34%,2079000000.0,23.63%,501999999.99999994,25.51%,2007000000.0,24.76%,420000000.0,54.94%,1841000000.0,25.76%
FORK,富岭环球有限公司,7.279939,0.791144,0.398355,0_0_0_0,0_0_0_0,1363500.0_254.81%_35956800.0_13.04%,1983600.0000000002_-0.84%_34408400.0_23.33%,0,0,0,0,0,0,0,0,1363500.0,254.81%,35956800.0,13.04%,1983600.0000000002,-0.84%,34408400.0,23.33%
FFWM,First Foundation,23.736356,1.396276,0.686289,5146000.0_-46.49%_0_0,8976000.0_46.83%_0_0,2273000.0_-65.12%_0_0,9580000.0_5.76%_0_0,5146000.0,-46.49%,0,0,8976000.0,46.83%,0,0,2273000.0,-65.12%,0,0,9580000.0,5.76%,0,0
MDSO,Medidata,86.516665,8.675972,0.9439799999999999,16589000.0_119.98%_156000000.0_14.61%,10325000.0_3.46%_149000000.0_16.89%,13768000.0_27.01%_141000000.0_13.45%,12844000.0_74.56%_140000000.0_16.67%,16589000.0,119.98%,156000000.0,14.61%,10325000.0,3.46%,149000000.0,16.89%,13768000.0,27.01%,141000000.0,13.45%,12844000.0,74.56%,140000000.0,16.67%
WING,Wingstop Inc.,65.906926,-13.726420999999998,1.0009569999999999,6839000.0_39.37%_37037000.0_17.29%,6168000.0_-1.42%_37389000.0_11.91%,10497000.0_143.44%_28285000.0_14.27%,5012000.0_82.06%_26026000.0_19.33%,6839000.0,39.37%,37037000.0,17.29%,6168000.0,-1.42%,37389000.0,11.91%,10497000.0,143.44%,28285000.0,14.27%,5012000.0,82.06%,26026000.0,19.33%
SBLK,Star Bulk Carriers Corp,22.776572,1.065397,0.59008,10728000.0_204.37%_133000000.0_68.70%,9900000.0_162.07%_121000000.0_86.63%,23884000.0_172.10%_108000000.0_70.31%,-7426000.0_81.16%_80798000.0_34.86%,10728000.0,204.37%,133000000.0,68.70%,9900000.0,162.07%,121000000.0,86.63%,23884000.0,172.10%,108000000.0,70.31%,-7426000.0,81.16%,80798000.0,34.86%
PDLI,PDL BioPharma,0.0,0.47744,-0.473562,-112000000.00000001_-285.80%_32982000.0_-39.65%,1602000.0_-77.73%_26678000.0_-0.59%,22336000.0_317.28%_37157000.0_12.87%,20732000.0_49.11%_21345000.0_-26.29%,-112000000.00000001,-285.80%,32982000.0,-39.65%,1602000.0,-77.73%,26678000.0,-0.59%,22336000.0,317.28%,37157000.0,12.87%,20732000.0,49.11%,21345000.0,-26.29%
ADRO,"Aduro Biotech, Inc.",0.0,2.621375,-1.2530569999999999,-24397000.0_-25.76%_2639000.0_-55.40%,-21494000.0_1.46%_6627000.0_75.69%,-26132000.0_11.61%_3756000.0_-3.15%,-24520000.0_30.04%_3794000.0_0.00%,-24397000.0,-25.76%,2639000.0,-55.40%,-21494000.0,1.46%,6627000.0,75.69%,-26132000.0,11.61%,3756000.0,-3.15%,-24520000.0,30.04%,3794000.0,0.00%
RVNC,Revance Therapeutics Inc,0.0,4.638028,-4.078916,-34080000.0_-26.81%_686000.0_814.67%,-35037000.0_-29.02%_193000.0_157.33%,-35907000.0_-33.97%_37000.0_-50.67%,-30651000.0_-70.49%_75000.0_0.00%,-34080000.0,-26.81%,686000.0,814.67%,-35037000.0,-29.02%,193000.0,157.33%,-35907000.0,-33.97%,37000.0,-50.67%,-30651000.0,-70.49%,75000.0,0.00%
WIFI,Boingo Wireless,0.0,12.556285,-0.132224,2510000.0_131.95%_59601000.0_21.55%,-2773000.0_59.06%_58159000.0_31.19%,-906000.0_78.45%_57348000.0_27.51%,-3240000.0_42.13%_53655000.0_31.52%,2510000.0,131.95%,59601000.0,21.55%,-2773000.0,59.06%,58159000.0,31.19%,-906000.0,78.45%,57348000.0,27.51%,-3240000.0,42.13%,53655000.0,31.52%
SLVO,Credit Suisse AG - Credit Suisse,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QADA,QAD Inc,0.0,10.040473,-0.15290499999999999,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIPT,Precision Therapeutics Inc.,0.0,4.703989,-0.951442,-2373400.0_6.69%_358600.0_235.69%,-1760000.0_-31.16%_411599.99999999994_134.97%,-2869100.0000000005_-291.53%_220300.0_57.86%,-992099.9999999999_6.02%_152500.0_13.32%,-2373400.0,6.69%,358600.0,235.69%,-1760000.0,-31.16%,411599.99999999994,134.97%,-2869100.0000000005,-291.53%,220300.0,57.86%,-992099.9999999999,6.02%,152500.0,13.32%
ASML,阿斯麦,29.155687,6.123001,6.961935,0_0_0_0,0_0_0_0,714000000.0_34.65%_2560000000.0_34.24%,0_0_0_0,0,0,0,0,0,0,0,0,714000000.0,34.65%,2560000000.0,34.24%,0,0,0,0
MLHR,赫尔曼米勒,17.890404999999998,3.4376870000000004,2.146402,32200000.0_-3.88%_618000000.0_7.07%,30000000.0_33.33%_578000000.0_10.19%,33500000.0_6.01%_605000000.0_4.69%,33100000.0_-9.32%_580000000.0_-3.06%,32200000.0,-3.88%,618000000.0,7.07%,30000000.0,33.33%,578000000.0,10.19%,33500000.0,6.01%,605000000.0,4.69%,33100000.0,-9.32%,580000000.0,-3.06%
QTNT,Quotient,0.0,-11.529376,-2.015526,-25177000.0_-24.42%_7864000.0_26.31%,-20098000.0_1.03%_6124000.0_29.58%,-20311000.0_34.83%_5653000.0_16.77%,-21692000.0_-24.97%_5910000.0_22.01%,-25177000.0,-24.42%,7864000.0,26.31%,-20098000.0,1.03%,6124000.0,29.58%,-20311000.0,34.83%,5653000.0,16.77%,-21692000.0,-24.97%,5910000.0,22.01%
SRRA,Sierra Oncology Inc,0.0,1.096822,-0.7378859999999999,-11960000.0_-15.79%_0_0,-11525000.0_-3.90%_0_0,-10599000.0_-14.61%_0_0,-9995000.0_34.28%_0_0,-11960000.0,-15.79%,0,0,-11525000.0,-3.90%,0,0,-10599000.0,-14.61%,0,0,-9995000.0,34.28%,0,0
GEOS,Geospace Technologies Corporation,0.0,1.097012,-2.89768,-4796000.0_66.64%_21270000.0_49.84%,-4729000.0_58.89%_19247000.0_-6.38%,-9480000.0_19.01%_14644000.0_-4.19%,-19207000.0_-56.04%_23683000.0_45.17%,-4796000.0,66.64%,21270000.0,49.84%,-4729000.0,58.89%,19247000.0,-6.38%,-9480000.0,19.01%,14644000.0,-4.19%,-19207000.0,-56.04%,23683000.0,45.17%
AXTI,AXT Inc,20.108179,1.562893,0.370496,4551000.0_153.11%_27120000.0_15.13%,3190000.0_650.59%_24419000.0_18.45%,3273000.0_61.71%_26332000.0_29.91%,4565000.0_106.47%_28168000.0_28.79%,4551000.0,153.11%,27120000.0,15.13%,3190000.0,650.59%,24419000.0,18.45%,3273000.0,61.71%,26332000.0,29.91%,4565000.0,106.47%,28168000.0,28.79%
HDSN,哈德森科技,0.0,0.630208,-0.822327,-28587000.0_-435.33%_58083000.0_11.20%,-3056000.0_-153.30%_42428000.0_9.27%,-5205000.0_-170.39%_24614000.0_216.38%,2104000.0_-56.07%_24706000.0_-29.27%,-28587000.0,-435.33%,58083000.0,11.20%,-3056000.0,-153.30%,42428000.0,9.27%,-5205000.0,-170.39%,24614000.0,216.38%,2104000.0,-56.07%,24706000.0,-29.27%
ABUS,Arbutus Biopharma Corporation,0.0,4.256412,-1.231085,3091000.0_116.93%_1244000.0_19.73%,-17429000.0_6.43%_1436000.0_511.06%,"-35931000.0_83.57%_2534000.0_1,399.49%",-11600000.0_40.80%_6892000.0_790.44%,3091000.0,116.93%,1244000.0,19.73%,-17429000.0,6.43%,1436000.0,511.06%,-35931000.0,83.57%,2534000.0,"1,399.49%",-11600000.0,40.80%,6892000.0,790.44%
GLDI,Credit Suisse AG - Credit Suisse,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOGL,Golden Ocean Group,22.18159,0.9232600000000001,0.43369300000000005,8980000.0_175.07%_141000000.0_41.01%,16683000.0_193.32%_149000000.0_83.35%,27124000.0_318.77%_151000000.0_72.43%,368000.0_101.38%_127000000.0_80.24%,8980000.0,175.07%,141000000.0,41.01%,16683000.0,193.32%,149000000.0,83.35%,27124000.0,318.77%,151000000.0,72.43%,368000.0,101.38%,127000000.0,80.24%
DOMO,Domo Inc.,0.0,-0.6522,-107.299797,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFIC,法拉盛金融,18.639393,1.387009,1.4313770000000001,13923000.0_9.41%_0_0,11412000.0_-6.92%_0_0,5957000.0_-58.30%_0_0,10179000.0_-4.28%_0_0,13923000.0,9.41%,0,0,11412000.0,-6.92%,0,0,5957000.0,-58.30%,0,0,10179000.0,-4.28%,0,0
INFN,英飞朗,0.0,2.1865650000000003,-1.0663799999999999,-21938000.0_48.79%_208000000.0_17.76%,-26280000.0_35.03%_202999999.99999997_15.47%,-73985000.0_-104.08%_196000000.0_8.16%,-37231000.0_-229.57%_193000000.0_3.84%,-21938000.0,48.79%,208000000.0,17.76%,-26280000.0,35.03%,202999999.99999997,15.47%,-73985000.0,-104.08%,196000000.0,8.16%,-37231000.0,-229.57%,193000000.0,3.84%
ICUI,ICU医疗,73.895205,4.949711,4.1139339999999995,31054000.0_183.79%_360000000.0_8.83%,4875000.0_-91.27%_372000000.0_50.47%,49705000.0_422.55%_371000000.0_287.36%,136000.0_-99.28%_343000000.0_253.34%,31054000.0,183.79%,360000000.0,8.83%,4875000.0,-91.27%,372000000.0,50.47%,49705000.0,422.55%,371000000.0,287.36%,136000.0,-99.28%,343000000.0,253.34%
RCKT,"Rocket Pharmaceuticals, Inc.",0.0,5.532164,-219.426727,-15767000.0_-373.63%_0_0,-15343000.0_-472.93%_0_0,-6655000.0_-127.13%_0_0,-6724000.0_-262.28%_0_0,-15767000.0,-373.63%,0,0,-15343000.0,-472.93%,0,0,-6655000.0,-127.13%,0,0,-6724000.0,-262.28%,0,0
AVGO,安华高科技,7.8827940000000005,2.725462,26.513443,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIFS,圣盈信,11.721863,4.197965,1.151694,0_0_0_0,0_0_0_0,10794700.0_145.69%_12009000.0_147.81%,5014400.0_31.89%_5133900.0_26.19%,0,0,0,0,0,0,0,0,10794700.0,145.69%,12009000.0,147.81%,5014400.0,31.89%,5133900.0,26.19%
INPX,Inpixon,0.0053289999999999995,2.166101,24.186378,-5855000.0_8.96%_1828000.0_-87.89%,-6243000.0_-3.09%_2095000.0_-84.46%,-7901000.0_0_4632000.0_0,-14641000.0_-210.19%_11924000.0_6.09%,-5855000.0,8.96%,1828000.0,-87.89%,-6243000.0,-3.09%,2095000.0,-84.46%,-7901000.0,0,4632000.0,0,-14641000.0,-210.19%,11924000.0,6.09%
NVFY,Nova Lifestyle Inc,6.905715,0.704101,0.26716999999999996,1363300.0000000002_144.55%_24108600.0_23.42%,1655000.0_236.85%_22303500.0_23.52%,1459900.0_275.69%_35680700.0_79.31%,2956600.0000000005_881.17%_33222600.000000004_8.79%,1363300.0000000002,144.55%,24108600.0,23.42%,1655000.0,236.85%,22303500.0,23.52%,1459900.0,275.69%,35680700.0,79.31%,2956600.0000000005,881.17%,33222600.000000004,8.79%
CCRC,中国客户关系中心有限公司,20.599647,4.611511,0.478649,0_0_0_0,0_0_0_0,2443900.0_31.28%_27117300.0_41.78%,2443900.0_31.28%_27117300.0_41.78%,0,0,0,0,0,0,0,0,2443900.0,31.28%,27117300.0,41.78%,2443900.0,31.28%,27117300.0,41.78%
GLIBA,"GCI Liberty, Inc.",0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIM,Neuronetics Inc.,0.0,-2.859416,-97.495644,-7496000.0_-161.37%_13252000.0_28.56%,-5497000.0_-21.78%_10152000.0_34.89%,0_0_0_0,0_0_0_0,-7496000.0,-161.37%,13252000.0,28.56%,-5497000.0,-21.78%,10152000.0,34.89%,0,0,0,0,0,0,0,0
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMCT,CIM Commerical Trust Corporation,8.182825999999999,1.755368,1.894211,1949000.0_-97.87%_0_0,622000.0_-99.68%_0_0,"22060000.0_1,034.35%_0_0",72391000.0_696.82%_0_0,1949000.0,-97.87%,0,0,622000.0,-99.68%,0,0,22060000.0,"1,034.35%",0,0,72391000.0,696.82%,0,0
USAT,全美科技,0.0,8.273383,-0.227492,0_0_0_0,1160000.0_752.94%_35832000.0_35.42%,"-12516000.0_-5,471.67%_32506000.0_49.41%",-213000.0_91.36%_25617000.0_18.66%,0,0,0,0,1160000.0,752.94%,35832000.0,35.42%,-12516000.0,"-5,471.67%",32506000.0,49.41%,-213000.0,91.36%,25617000.0,18.66%
AVRO,Avrobio Inc.,0.0,6.287259,-13.741636999999999,-10507000.0_-314.64%_0_0,-8242000.0_-296.82%_0_0,0_0_0_0,0_0_0_0,-10507000.0,-314.64%,0,0,-8242000.0,-296.82%,0,0,0,0,0,0,0,0,0,0
SGMS,美彩科技,0.0,-1.257479,-3.4411959999999997,-5800000.0_85.17%_844999999.9999999_10.23%,-202000000.0_-100.20%_811999999.9999999_11.91%,-43100000.0_61.10%_823000000.0_9.41%,-59300000.0_40.04%_769000000.0_6.79%,-5800000.0,85.17%,844999999.9999999,10.23%,-202000000.0,-100.20%,811999999.9999999,11.91%,-43100000.0,61.10%,823000000.0,9.41%,-59300000.0,40.04%,769000000.0,6.79%
TGTX,TG Therapeutics Inc.,0.0,10.172293,-2.121542,-44142000.0_-55.69%_38000.0_0.00%,-41529000.0_-49.78%_38000.0_0.00%,-30859800.0_-30.35%_38100.0_0.00%,-31535700.0_-27.00%_38100.0_0.00%,-44142000.0,-55.69%,38000.0,0.00%,-41529000.0,-49.78%,38000.0,0.00%,-30859800.0,-30.35%,38100.0,0.00%,-31535700.0,-27.00%,38100.0,0.00%
RMGN,RMG Networks Holding Corporation,0.0,19.10318,-0.693331,-2143000.0_-80.69%_8595000.0_-5.41%,-2859000.0_-124.41%_7485000.0_-16.55%,-810000.0_16.24%_10205000.0_-4.58%,-1922000.0_-116.69%_8781000.0_-7.84%,-2143000.0,-80.69%,8595000.0,-5.41%,-2859000.0,-124.41%,7485000.0,-16.55%,-810000.0,16.24%,10205000.0,-4.58%,-1922000.0,-116.69%,8781000.0,-7.84%
LWAY,来福威食品,0.0,1.303493,-0.078187,170000.0_-83.59%_27096000.0_-14.61%,70000.0_-43.55%_28742000.0_-10.51%,-1749000.0_-463.62%_26257000.0_-13.02%,243000.0_479.69%_28786000.0_-4.01%,170000.0,-83.59%,27096000.0,-14.61%,70000.0,-43.55%,28742000.0,-10.51%,-1749000.0,-463.62%,26257000.0,-13.02%,243000.0,479.69%,28786000.0,-4.01%
NTRP,"Neurotrope, Inc.",0.0,6.244668,-1.349816,-2122500.0_27.95%_0_0,-1988700.0_35.06%_0_0,-4310600.0_13.98%_0_0,-2296300.0_36.07%_0_0,-2122500.0,27.95%,0,0,-1988700.0,35.06%,0,0,-4310600.0,13.98%,0,0,-2296300.0,36.07%,0,0
PTC,PTC Inc.,200.02963400000002,13.726335,0.48592799999999997,"16997000.0_1,887.28%_315000000.0_8.06%",7922000.0_817.57%_308000000.0_9.94%,13877000.0_251.81%_307000000.0_7.10%,17435000.0_161.23%_306000000.0_6.29%,16997000.0,"1,887.28%",315000000.0,8.06%,7922000.0,817.57%,308000000.0,9.94%,13877000.0,251.81%,307000000.0,7.10%,17435000.0,161.23%,306000000.0,6.29%
RMBS,Rambus,0.0,1.157458,-0.726989,-15357000.0_-689.52%_56458000.0_-40.39%,"-35689000.0_-1,287.26%_46426000.0_-52.31%",-36168000.0_-949.87%_102000000.0_4.44%,7695000.0_70.58%_99134000.0_10.33%,-15357000.0,-689.52%,56458000.0,-40.39%,-35689000.0,"-1,287.26%",46426000.0,-52.31%,-36168000.0,-949.87%,102000000.0,4.44%,7695000.0,70.58%,99134000.0,10.33%
AEHR,Aehr Test Systems,103.313437,2.8543830000000003,0.024294999999999997,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNA,Synaptics Incorporated,0.0,2.223352,-3.628654,-1500000.0_-108.43%_388000000.0_-8.91%,-13700000.0_-404.44%_394000000.0_-11.30%,-82400000.0_-461.40%_430000000.0_-6.70%,-26500000.0_-816.22%_417000000.0_8.08%,-1500000.0,-108.43%,388000000.0,-8.91%,-13700000.0,-404.44%,394000000.0,-11.30%,-82400000.0,-461.40%,430000000.0,-6.70%,-26500000.0,-816.22%,417000000.0,8.08%
WCFB,"WCF Bancorp, Inc.",246.78493199999997,0.782492,0.036469,26500.0_-7.27%_0_0,284500.0_265.36%_0_0,-273900.0_-154.63%_0_0,51400.0_-24.88%_0_0,26500.0,-7.27%,0,0,284500.0,265.36%,0,0,-273900.0,-154.63%,0,0,51400.0,-24.88%,0,0
EKSO,Ekso Bionics Holdings Inc,0.0,20.181725,-0.48585600000000007,-7978000.0_-44.87%_2967000.0_58.92%,-7901000.0_4.83%_2518000.0_75.35%,-8978000.0_-61.01%_2453000.0_-5.18%,-6335000.0_25.28%_1597000.0_0.06%,-7978000.0,-44.87%,2967000.0,58.92%,-7901000.0,4.83%,2518000.0,75.35%,-8978000.0,-61.01%,2453000.0,-5.18%,-6335000.0,25.28%,1597000.0,0.06%
PRGX,PRGX Global,294.628453,3.8649489999999997,0.032244,-2906000.0_-331.16%_42102000.0_9.33%,-2661000.0_-21.90%_36721000.0_9.39%,"5309000.0_2,378.54%_47074000.0_20.14%",733000.0_-67.89%_42467000.0_20.86%,-2906000.0,-331.16%,42102000.0,9.33%,-2661000.0,-21.90%,36721000.0,9.39%,5309000.0,"2,378.54%",47074000.0,20.14%,733000.0,-67.89%,42467000.0,20.86%
BOOM,Dynamic Materials Corporation,0.0,5.780619000000001,-0.42317200000000005,"6372000.0_3,271.43%_80915000.0_71.47%",3920000.0_229.80%_67313000.0_72.77%,-1961000.0_10.42%_54489000.0_35.64%,-14064000.0_-348.47%_52161000.0_42.70%,6372000.0,"3,271.43%",80915000.0,71.47%,3920000.0,229.80%,67313000.0,72.77%,-1961000.0,10.42%,54489000.0,35.64%,-14064000.0,-348.47%,52161000.0,42.70%
CMCO,哥伦布-麦金农,53.601092,2.385358,0.783193,7706000.0_-33.89%_225000000.0_10.44%,8466000.0_278.68%_214000000.0_16.58%,"-10565000.0_-2,192.08%_209000000.0_36.87%",12508000.0_83.51%_213000000.0_40.09%,7706000.0,-33.89%,225000000.0,10.44%,8466000.0,278.68%,214000000.0,16.58%,-10565000.0,"-2,192.08%",209000000.0,36.87%,12508000.0,83.51%,213000000.0,40.09%
OPGN,"OpGen, Inc.",0.0,1.854036,-2.620088,-3332200.0000000005_20.81%_788900.0_12.19%,-3048100.0_38.77%_846200.0_9.65%,-2964700.0000000005_37.72%_990900.0_-1.55%,-3268600.0_32.57%_745100.0_-1.92%,-3332200.0000000005,20.81%,788900.0,12.19%,-3048100.0,38.77%,846200.0,9.65%,-2964700.0000000005,37.72%,990900.0,-1.55%,-3268600.0,32.57%,745100.0,-1.92%
PNQI,PowerShares NASDAQ Internet Port,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGO,阿尔戈国际控股集团有限公司,61.659715000000006,1.209411,1.037144,41800000.0_-9.13%_0_0,24800000.0_-32.43%_0_0,28900000.0_-12.16%_0_0,-61300000.0_-211.05%_0_0,41800000.0,-9.13%,0,0,24800000.0,-32.43%,0,0,28900000.0,-12.16%,0,0,-61300000.0,-211.05%,0,0
NMRK,Newmark Group Inc.,14.891720999999999,6.908349,0.8595379999999999,4294000.0_-92.21%_425000000.0_28.12%,32487000.0_-12.21%_392000000.0_36.28%,-45538000.0_-186.93%_419000000.00000006_25.70%,98470000.0_56.75%_353000000.0_14.81%,4294000.0,-92.21%,425000000.0,28.12%,32487000.0,-12.21%,392000000.0,36.28%,-45538000.0,-186.93%,419000000.00000006,25.70%,98470000.0,56.75%,353000000.0,14.81%
