code,open,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
NATH,87.1,Nathan’s Famous,81.376503,-4.418993,1.075249,4795000.0_64.10%_30168000.0_-2.06%,367000.0_-49.66%_19594000.0_3.73%,-3779000.0_-640.63%_22083000.0_10.76%,3120000.0_24.45%_31606000.0_12.83%,4795000.0,64.10%,30168000.0,-2.06%,367000.0,-49.66%,19594000.0,3.73%,-3779000.0,-640.63%,22083000.0,10.76%,3120000.0,24.45%,31606000.0,12.83%
RNLC,23.2111,First Trust Large Cap US Equity Select ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAS,107.43,孩之宝,64.6236,7.723752,1.6634790000000002,0_0_0_0,0_0_0_0,-5298000.0_-102.93%_1596000000.0_-2.08%,0_0_0_0,0,0,0,0,0,0,0,0,-5298000.0,-102.93%,1596000000.0,-2.08%,0,0,0,0
CHRW,96.83,罗宾逊物流,23.621825,8.833796000000001,4.097905,159000000.0_43.30%_4276000000.0_15.26%,142000000.0_16.56%_3925000000.0_14.94%,153000000.0_24.74%_3960000000.0_15.95%,119000000.0_-7.63%_3784000000.0000005_12.77%,159000000.0,43.30%,4276000000.0,15.26%,142000000.0,16.56%,3925000000.0,14.94%,153000000.0,24.74%,3960000000.0,15.95%,119000000.0,-7.63%,3784000000.0000005,12.77%
CCNE,29.53,CNB金融,17.3468,1.8200509999999999,1.715302,8441000.0_26.31%_0_0,7097000.0_9.52%_0_0,3451000.0_-31.53%_0_0,7246000.0_12.94%_0_0,8441000.0,26.31%,0,0,7097000.0,9.52%,0,0,3451000.0,-31.53%,0,0,7246000.0,12.94%,0,0
FLOW,53.515,弗洛国际,27.412822,2.417454,1.9541950000000001,23400000.0_129.41%_530999999.99999994_6.67%,15300000.0_309.59%_490000000.00000006_13.18%,30900000.0_306.58%_529000000.0_6.82%,13000000.0_409.52%_491000000.0_5.21%,23400000.0,129.41%,530999999.99999994,6.67%,15300000.0,309.59%,490000000.00000006,13.18%,30900000.0,306.58%,529000000.0,6.82%,13000000.0,409.52%,491000000.0,5.21%
LDRI,24.61,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCS,3.11,通信系统,0.0,0.647562,-1.190677,-2641500.0_35.43%_15038200.0_-31.86%,-1859800.0_-22.72%_16773699.999999998_-19.36%,-1697400.0_7.68%_19041600.0_-16.33%,-4522000.0_-257.82%_20412400.0_-20.32%,-2641500.0,35.43%,15038200.0,-31.86%,-1859800.0,-22.72%,16773699.999999998,-19.36%,-1697400.0,7.68%,19041600.0,-16.33%,-4522000.0,-257.82%,20412400.0,-20.32%
CVCO,246.6,卡寇工业,32.22609,4.721929,7.686319,19691000.0_67.54%_233000000.0_20.68%,22140000.0_103.34%_194000000.0_27.33%,21427000.0_74.44%_206999999.99999997_9.88%,6182000.0_-33.82%_187000000.0_6.78%,19691000.0,67.54%,233000000.0,20.68%,22140000.0,103.34%,194000000.0,27.33%,21427000.0,74.44%,206999999.99999997,9.88%,6182000.0,-33.82%,187000000.0,6.78%
MRCCL,24.83,Monroe Capital Corporation 5.75% Notes due 2023,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORBK,61.29,奥宝科技,18.616416,3.033623,3.29333,35725000.0_45.26%_268000000.00000003_26.99%,29899000.0_102.29%_250999999.99999997_33.52%,55362000.0_117.27%_256999999.99999997_19.46%,36151000.0_46.87%_246000000.0_19.86%,35725000.0,45.26%,268000000.00000003,26.99%,29899000.0,102.29%,250999999.99999997,33.52%,55362000.0,117.27%,256999999.99999997,19.46%,36151000.0,46.87%,246000000.0,19.86%
PSCD,70.11,PowerShares Exchange-Traded Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANC,153.51,兰卡斯特食品,31.300494,6.500767,4.928037000000001,32387000.0_13.69%_308000000.0_6.31%,27621000.0_90.87%_296000000.0_0.80%,45920000.0_17.88%_320000000.0_-2.18%,29386000.0_-12.02%_299000000.0_2.59%,32387000.0,13.69%,308000000.0,6.31%,27621000.0,90.87%,296000000.0,0.80%,45920000.0,17.88%,320000000.0,-2.18%,29386000.0,-12.02%,299000000.0,2.59%
NWSA,12.65,新闻集团,0.0,0.795369,-2.702432,-355000000.0_16.27%_2483000000.0_28.39%,-1110000000.0_0_1935000000.0000002_4.59%,-66000000.0_69.86%_2014000000.0_1.82%,87000000.0_0_1910000000.0000002_3.97%,-355000000.0,16.27%,2483000000.0,28.39%,-1110000000.0,0,1935000000.0000002,4.59%,-66000000.0,69.86%,2014000000.0,1.82%,87000000.0,0,1910000000.0000002,3.97%
PKBK,23.0,帕克合众银行,13.069474000000001,1.686014,1.7713029999999998,6127000.0_66.40%_0_0,5760000.0_66.57%_0_0,539000.0_-83.95%_0_0,4158000.0_7.28%_0_0,6127000.0,66.40%,0,0,5760000.0,66.57%,0,0,539000.0,-83.95%,0,0,4158000.0,7.28%,0,0
TLF,7.45,Tandy Leather Factory,14.177382999999999,1.135082,0.532362,1440100.0_40.12%_19177800.0_-0.53%,1273600.0_3.44%_20288900.0_0.69%,1671300.0_-18.87%_24502300.0_1.67%,521400.0_-47.88%_18388400.0_-1.29%,1440100.0,40.12%,19177800.0,-0.53%,1273600.0,3.44%,20288900.0,0.69%,1671300.0,-18.87%,24502300.0,1.67%,521400.0,-47.88%,18388400.0,-1.29%
ATAX,5.8,America First Tax Exempt Investo,14.107460000000001,1.22386,0.41113,3338100.0_-18.77%_0_0,6004299.999999999_-18.43%_0_0,15647500.0_178.26%_0_0,3545500.0_-23.31%_0_0,3338100.0,-18.77%,0,0,6004299.999999999,-18.43%,0,0,15647500.0,178.26%,0,0,3545500.0,-23.31%,0,0
INFI,2.34,Infinity Pharmaceuticals,0.0,2.89519,-0.590142,-6963000.0_58.93%_0_0,-9451000.0_9.78%_0_0,-7296000.0_68.18%_0_0,-7104000.0_63.57%_6000000.0_0,-6963000.0,58.93%,0,0,-9451000.0,9.78%,0,0,-7296000.0,68.18%,0,0,-7104000.0,63.57%,6000000.0,0
SCKT,2.27,"Socket Mobile, Inc.",0.0,1.1094389999999998,-0.43161400000000005,-138200.0_-128.22%_4192300.0_-27.79%,-225000.0_-158.33%_3981100.0_-29.19%,-2720600.0_-126.13%_4382600.0_-19.29%,414099.99999999994_-38.11%_5475500.0_7.32%,-138200.0,-128.22%,4192300.0,-27.79%,-225000.0,-158.33%,3981100.0,-29.19%,-2720600.0,-126.13%,4382600.0,-19.29%,414099.99999999994,-38.11%,5475500.0,7.32%
CYBR,72.37,Cyber-Ark Software,129.28108,6.479749,0.561103,8377000.0_158.07%_77713000.0_35.20%,6421000.0_-14.80%_71783000.0_21.59%,3552000.0_-65.31%_80368000.0_24.88%,1681000.0_-76.36%_64818000.0_17.93%,8377000.0,158.07%,77713000.0,35.20%,6421000.0,-14.80%,71783000.0,21.59%,3552000.0,-65.31%,80368000.0,24.88%,1681000.0,-76.36%,64818000.0,17.93%
VETS,28.21,Pacer Military Times Best Employers ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTO,24.61,Criteo SA,15.2234,1.747846,1.62086,14707000.0_95.96%_537000000.0_-0.89%,21090000.0_45.27%_564000000.0_9.19%,52368000.0_28.54%_674000000.0_18.91%,22269000.0_51.24%_564000000.0_33.05%,14707000.0,95.96%,537000000.0,-0.89%,21090000.0,45.27%,564000000.0,9.19%,52368000.0,28.54%,674000000.0,18.91%,22269000.0,51.24%,564000000.0,33.05%
BSRR,30.44,塞拉银行,18.659372,1.7917720000000001,1.637247,7992000.0_53.63%_0_0,6710000.0_47.44%_0_0,4043000.0_-26.72%_0_0,5742000.0_46.14%_0_0,7992000.0,53.63%,0,0,6710000.0,47.44%,0,0,4043000.0,-26.72%,0,0,5742000.0,46.14%,0,0
FANG,127.85,Diamondback Energy,22.148186,2.228656,5.745843,301000000.0_83.49%_523000000.00000006_94.50%,178000000.0_26.28%_478000000.0_104.66%,130000000.0_355.72%_390000000.0_110.76%,"81948000.0_13,758.00%_301000000.0_111.73%",301000000.0,83.49%,523000000.00000006,94.50%,178000000.0,26.28%,478000000.0,104.66%,130000000.0,355.72%,390000000.0,110.76%,81948000.0,"13,758.00%",301000000.0,111.73%
PLXS,61.33,普雷克萨斯,0.0,2.239419,-0.89497,26501000.0_3.60%_726000000.0_17.38%,12290000.0_-58.05%_699000000.0_15.60%,-98493000.0_-449.53%_677000000.0_6.66%,29009000.0_51.94%_670000000.0_2.57%,26501000.0,3.60%,726000000.0,17.38%,12290000.0,-58.05%,699000000.0,15.60%,-98493000.0,-449.53%,677000000.0,6.66%,29009000.0,51.94%,670000000.0,2.57%
BURG,2.33,Chanticleer Holdings,0.0,0.917258,-2.184409,-805800.0_59.77%_10399900.0_-3.39%,-2681800.0_-53.43%_9995500.0_1.37%,-2263900.0_-23.91%_10082200.0_2.24%,-1726200.0_-83.00%_10725400.0_-2.29%,-805800.0,59.77%,10399900.0,-3.39%,-2681800.0,-53.43%,9995500.0,1.37%,-2263900.0,-23.91%,10082200.0,2.24%,-1726200.0,-83.00%,10725400.0,-2.29%
OTTR,47.25,奥特泰尔,23.194609,2.63663,2.047894,18696000.0_11.43%_0_0,26215000.0_33.85%_0_0,18342000.0_4.75%_0_0,17734000.0_21.33%_0_0,18696000.0,11.43%,0,0,26215000.0,33.85%,0,0,18342000.0,4.75%,0,0,17734000.0,21.33%,0,0
ENTG,29.6,英特格,33.814873999999996,3.9984550000000003,0.879051,54349000.0_35.90%_383000000.0_16.43%,57562000.0_77.04%_367000000.0_15.70%,-28341000.0_-208.59%_351000000.0_13.63%,40902000.0_86.37%_346000000.0_16.48%,54349000.0,35.90%,383000000.0,16.43%,57562000.0,77.04%,367000000.0,15.70%,-28341000.0,-208.59%,351000000.0,13.63%,40902000.0,86.37%,346000000.0,16.48%
CCB,16.79,Coastal Financial Corp,24.490060999999997,2.848957,0.680276,2201000.0_17.32%_0_0,1843000.0_40.37%_0_0,0_0_0_0,0_0_0_0,2201000.0,17.32%,0,0,1843000.0,40.37%,0,0,0,0,0,0,0,0,0,0
ARGO,61.1,阿尔戈国际控股集团有限公司,58.285063,1.1432200000000001,1.037144,41800000.0_-9.13%_0_0,24800000.0_-32.43%_0_0,28900000.0_-12.16%_0_0,-61300000.0_-211.05%_0_0,41800000.0,-9.13%,0,0,24800000.0,-32.43%,0,0,28900000.0,-12.16%,0,0,-61300000.0,-211.05%,0,0
NVEC,106.11,NVE Corporation,35.413945,6.03567,3.0072900000000002,3945000.0_19.63%_7107900.0_-6.57%,3882400.0_28.24%_7899200.0_15.26%,3571600.0000000005_2.52%_7360800.0_-1.37%,3161000.0_-4.36%_6996200.0_-4.19%,3945000.0,19.63%,7107900.0,-6.57%,3882400.0,28.24%,7899200.0,15.26%,3571600.0000000005,2.52%,7360800.0,-1.37%,3161000.0,-4.36%,6996200.0,-4.19%
CTSH,77.71,高知特,31.208467,4.222607,2.48298,455999999.99999994_-2.98%_4006000000.0_9.16%,520000000.0_-6.64%_3911999999.9999995_10.32%,-18000000.0_-104.33%_3828000000.0_10.57%,495000000.0_11.49%_3765999999.9999995_9.06%,455999999.99999994,-2.98%,4006000000.0,9.16%,520000000.0,-6.64%,3911999999.9999995,10.32%,-18000000.0,-104.33%,3828000000.0,10.57%,495000000.0,11.49%,3765999999.9999995,9.06%
EFSC,54.35,Enterprise Financial Services Co,18.867787,2.200813,2.892496,22251000.0_86.12%_0_0,20921000.0_68.84%_0_0,7529000.0_-44.75%_0_0,16315000.0_37.89%_0_0,22251000.0,86.12%,0,0,20921000.0,68.84%,0,0,7529000.0,-44.75%,0,0,16315000.0,37.89%,0,0
KVHI,12.05,KVH通信,0.0,2.103905,-0.559305,-1343000.0_33.71%_43392000.0_7.28%,-3893000.0_20.31%_40101000.0_-0.27%,-1685000.0_75.16%_38978000.0_-11.27%,-2438000.0_-185.16%_40450000.0_-11.77%,-1343000.0,33.71%,43392000.0,7.28%,-3893000.0,20.31%,40101000.0,-0.27%,-1685000.0,75.16%,38978000.0,-11.27%,-2438000.0,-185.16%,40450000.0,-11.77%
DORM,80.62,Dorman Products,23.572072,3.9556400000000003,3.423543,34339000.0_20.75%_238000000.0_3.88%,30647000.0_5.00%_227000000.0_2.54%,21967000.0_-23.46%_227999999.99999997_-0.60%,27008000.0_1.17%_225000000.0_5.56%,34339000.0,20.75%,238000000.0,3.88%,30647000.0,5.00%,227000000.0,2.54%,21967000.0,-23.46%,227999999.99999997,-0.60%,27008000.0,1.17%,225000000.0,5.56%
MLVF,24.3,Malvern Bancorp,23.853522,1.465106,1.027102,2243000.0_30.48%_0_0,2018000.0_72.48%_0_0,403000.0_-58.58%_0_0,1955000.0_-75.41%_0_0,2243000.0,30.48%,0,0,2018000.0,72.48%,0,0,403000.0,-58.58%,0,0,1955000.0,-75.41%,0,0
IDXX,243.5,IDEXX实验室,69.06645999999999,-511.64612400000004,3.5184949999999997,109000000.00000001_27.25%_581000000.0_14.11%,89476000.0_29.57%_538000000.0_16.37%,38290000.0_-26.89%_505999999.99999994_14.25%,70514000.0_24.91%_492000000.0_9.74%,109000000.00000001,27.25%,581000000.0,14.11%,89476000.0,29.57%,538000000.0,16.37%,38290000.0,-26.89%,505999999.99999994,14.25%,70514000.0,24.91%,492000000.0,9.74%
CHTR,331.38,Charter Communications,8.428422,2.0518,39.312092,339000000.0_73.85%_10854000000.0_4.80%,223000000.0_5.69%_10657000000.0_4.85%,"9617000000.0_1,590.16%_10602000000.0_3.18%",92000000.0_-63.20%_10458000000.0_4.19%,339000000.0,73.85%,10854000000.0,4.80%,223000000.0,5.69%,10657000000.0,4.85%,9617000000.0,"1,590.16%",10602000000.0,3.18%,92000000.0,-63.20%,10458000000.0,4.19%
MGLN,73.3,麦哲伦健康服务,15.572605,1.371135,4.735881,13551000.0_175.04%_1811000000.0_27.61%,11452000.0_-34.44%_1805000000.0_38.25%,54509000.0_52.36%_1694000000.0000002_34.12%,33236000.0_31.32%_1419000000.0_9.85%,13551000.0,175.04%,1811000000.0,27.61%,11452000.0,-34.44%,1805000000.0,38.25%,54509000.0,52.36%,1694000000.0000002,34.12%,33236000.0,31.32%,1419000000.0,9.85%
KELYA,24.66,凯利服务,7.888178999999999,0.0,3.13,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWLD,26.02,Davis Select Worldwide ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHSCN,27.21,CHS Inc,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNKN,74.32,唐恩都乐,18.026410000000002,-7.624683,4.1289419999999994,60498000.0_18.41%_338000000.0_4.96%,50152000.0_13.23%_290000000.0_1.73%,195000000.0_248.35%_216000000.0_6.00%,52246000.0_-0.88%_206999999.99999997_6.91%,60498000.0,18.41%,338000000.0,4.96%,50152000.0,13.23%,290000000.0,1.73%,195000000.0,248.35%,216000000.0,6.00%,52246000.0,-0.88%,206999999.99999997,6.91%
AVGO,246.33,安华高科技,9.275295,3.703731,26.513443,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTRI,37.2,NutriSystem Inc,20.313491,8.353626,1.841141,26136000.0_6.96%_191000000.0_-1.84%,2803000.0_-62.55%_211000000.0_-0.82%,10926000.0_23.46%_131000000.0_20.46%,15027000.0_89.04%_158000000.0_26.95%,26136000.0,6.96%,191000000.0,-1.84%,2803000.0,-62.55%,211000000.0,-0.82%,10926000.0,23.46%,131000000.0,20.46%,15027000.0,89.04%,158000000.0,26.95%
BHFAL,24.97, Brighthouse Financial Inc,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GILD,74.95,吉利德科学,44.178939,4.4940050000000005,1.700584,1819000000.0000002_-40.73%_5648000000.0_-20.91%,1539000000.0_-42.98%_5088000000.0_-21.78%,-3836000000.0_-223.78%_5949000000.0_-18.73%,2712000000.0_-18.44%_6512000000.0_-13.17%,1819000000.0000002,-40.73%,5648000000.0,-20.91%,1539000000.0,-42.98%,5088000000.0,-21.78%,-3836000000.0,-223.78%,5949000000.0,-18.73%,2712000000.0,-18.44%,6512000000.0,-13.17%
LBRDK,85.21,Liberty Broadband Corporation,13.456555999999999,0.0,6.33,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFM,27.8,Sprouts Farmers Market Inc,20.310622,5.840939,1.360372,0_0_0_0,0_0_0_0,39699000.0_133.45%_1144000000.0_16.05%,0_0_0_0,0,0,0,0,0,0,0,0,39699000.0,133.45%,1144000000.0,16.05%,0,0,0,0
AUBN,40.06,Auburn National Bancorporation,17.448155,1.7133759999999998,2.3108459999999997,2264000.0_13.48%_0_0,2195000.0_16.14%_0_0,1825000.0_-12.13%_0_0,2136000.0_9.48%_0_0,2264000.0,13.48%,0,0,2195000.0,16.14%,0,0,1825000.0,-12.13%,0,0,2136000.0,9.48%,0,0
EQBK,40.61,"Equity Bancshares, Inc.",23.068272,1.487363,1.7695299999999998,6867000.0_8.07%_0_0,8711000.0_79.09%_0_0,4274000.0_924.94%_0_0,5157000.0_93.07%_0_0,6867000.0,8.07%,0,0,8711000.0,79.09%,0,0,4274000.0,924.94%,0,0,5157000.0,93.07%,0,0
EXLS,66.3,伊克赛尔服务控股,46.24458,3.890656,1.434979,14462000.0_-29.03%_210000000.0_11.14%,23158000.0_37.94%_206999999.99999997_13.08%,-9355000.0_-160.40%_198000000.0_11.62%,21077000.0_31.32%_192000000.0_12.35%,14462000.0,-29.03%,210000000.0,11.14%,23158000.0,37.94%,206999999.99999997,13.08%,-9355000.0,-160.40%,198000000.0,11.62%,21077000.0,31.32%,192000000.0,12.35%
RADA,3.07,Rada Electronics Industries Limited,53.781265000000005,3.4251379999999996,0.057494,12000.0_-97.60%_6576000.0_23.68%,204000.0_-47.69%_6020000.0_28.77%,657000.0_235.19%_9119000.0_111.92%,794000.0_179.56%_7071000.0_101.34%,12000.0,-97.60%,6576000.0,23.68%,204000.0,-47.69%,6020000.0,28.77%,657000.0,235.19%,9119000.0,111.92%,794000.0,179.56%,7071000.0,101.34%
DWPP,30.84,First Trust Dorsey Wright People's Portfolio ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAMS,7.72,MAM Software Group Inc.,28.496759,7.1918679999999995,0.270908,958000.0_-60.69%_9530000.0_15.11%,1217000.0_79.50%_9109000.0_15.70%,-79000.0_-131.60%_8500000.0_15.14%,1114000.0_-8.16%_8638000.0_7.14%,958000.0,-60.69%,9530000.0,15.11%,1217000.0,79.50%,9109000.0,15.70%,-79000.0,-131.60%,8500000.0,15.14%,1114000.0,-8.16%,8638000.0,7.14%
CDK,63.0,"CDK Global, Inc.",22.500797,-22.387821,2.804123,102000000.0_66.83%_569000000.0_0.67%,97800000.0_24.11%_577000000.0_3.65%,106000000.0_27.03%_562000000.0_2.54%,83100000.0_4.92%_566000000.0_2.72%,102000000.0,66.83%,569000000.0,0.67%,97800000.0,24.11%,577000000.0,3.65%,106000000.0,27.03%,562000000.0,2.54%,83100000.0,4.92%,566000000.0,2.72%
HURC,45.0,赫克,15.300982999999999,1.408971,2.962228,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXAS,75.01,精密科学,0.0,12.414102999999999,-1.023723,-36387000.0_-18.18%_103000000.0_78.49%,-39424000.0_-12.81%_90296000.0_86.70%,-21764000.0_41.45%_87406000.0_148.02%,-26897000.0_28.85%_72574000.0_158.13%,-36387000.0,-18.18%,103000000.0,78.49%,-39424000.0,-12.81%,90296000.0,86.70%,-21764000.0,41.45%,87406000.0,148.02%,-26897000.0,28.85%,72574000.0,158.13%
APTO,2.6,Aptose Biosciences Inc,0.0,3.30325,-1.1,0_0_0_0,0_0_0_0,0_0_0_0,-3310000.0_17.60%_0_0,0,0,0,0,0,0,0,0,0,0,0,0,-3310000.0,17.60%,0,0
FDIV,49.54,First Trust Strategic Income ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEYS,34.39,Weyco Group,20.038707000000002,1.7681509999999998,1.7267830000000002,1523000.0_16.88%_60888000.0_5.98%,2816000.0_33.14%_69526000.0_0.59%,8361000.0_-2.58%_80270000.0_-2.23%,4920000.0_4.66%_76906000.0_-2.74%,1523000.0,16.88%,60888000.0,5.98%,2816000.0,33.14%,69526000.0,0.59%,8361000.0,-2.58%,80270000.0,-2.23%,4920000.0,4.66%,76906000.0,-2.74%
VVUS,5.21,VIVUS Inc,0.0,-2.0019139999999997,-0.370884,-12574000.0_6.07%_14960000.0_33.25%,-10653000.0_-908.81%_11900000.0_-55.95%,-10075000.0_-117.81%_11941000.0_-85.40%,-5994000.0_34.51%_15193000.0_13.78%,-12574000.0,6.07%,14960000.0,33.25%,-10653000.0,-908.81%,11900000.0,-55.95%,-10075000.0,-117.81%,11941000.0,-85.40%,-5994000.0,34.51%,15193000.0,13.78%
KHC,57.93,卡夫亨氏,6.582133,1.072832,8.779829,755000000.0_-34.91%_6686000000.0_0.74%,993000000.0_11.45%_6304000000.0_-0.32%,7995999999.999999_747.03%_6877000000.0_0.29%,943000000.0_11.86%_6314000000.0_0.75%,755000000.0,-34.91%,6686000000.0,0.74%,993000000.0,11.45%,6304000000.0,-0.32%,7995999999.999999,747.03%,6877000000.0,0.29%,943000000.0,11.86%,6314000000.0,0.75%
AOBC,15.85,American Outdoor Brands Corporation,28.509034000000003,2.010207,0.553158,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS,32.45,Pluralsight,0.0,18.079939000000003,-4.171479,-43796000.0_-96.59%_53572000.0_37.75%,-23158000.0_-136.19%_49644000.0_33.31%,-30918000.0_-286.96%_47408000.0_38.30%,"-33535000.0_-1,268.78%_43286000.0_30.21%",-43796000.0,-96.59%,53572000.0,37.75%,-23158000.0,-136.19%,49644000.0,33.31%,-30918000.0,-286.96%,47408000.0,38.30%,-33535000.0,"-1,268.78%",43286000.0,30.21%
CHSCM,26.25,CHS Inc,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOFG,34.65,MidWestOne Financial Group,20.69549,1.2288139999999999,1.682009,8156000.0_12.75%_0_0,7793000.0_16.09%_0_0,-1590000.0_-141.09%_0_0,6342000.0_1.93%_0_0,8156000.0,12.75%,0,0,7793000.0,16.09%,0,0,-1590000.0,-141.09%,0,0,6342000.0,1.93%,0,0
ESGE,33.55,iShares MSCI EM ESG Select ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOFIL,25.8561,"BofI Holding, Inc. 6.25% Subordinated Notes Due 2026",0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE,13.35,雷克兰医疗工业,0.0,1.2781790000000002,-0.07611,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBDC,18.78,Golub Capital BDC,12.693006,1.166303,1.4842819999999999,21720000.0_8.00%_459000.0_-53.64%,23032000.0_11.05%_662000.0_271.91%,21315000.0_12.28%_534000.0_110.24%,22453000.0_39.47%_335000.0_-45.44%,21720000.0,8.00%,459000.0,-53.64%,23032000.0,11.05%,662000.0,271.91%,21315000.0,12.28%,534000.0,110.24%,22453000.0,39.47%,335000.0,-45.44%
LNDC,13.4,Landec Corporation,14.971305,1.4832610000000002,0.901725,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GULF,18.95,WisdomTree Middle East Dividend,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AABA,69.11,Altaba,2.125473,0.663279,32.276112,967000000.0_0_0_0,967000000.0_867.58%_0_0,"10324000000.0_6,198.75%_0_0","10324000000.0_6,222.16%_0_0",967000000.0,0,0,0,967000000.0,867.58%,0,0,10324000000.0,"6,198.75%",0,0,10324000000.0,"6,222.16%",0,0
AIRG,13.5,Airgain Inc,0.0,2.9959740000000004,-0.368103,"-3190299.9999999995_-4,449.77%_14971700.0_15.05%",-1105800.0_-387.15%_13305100.0_18.24%,591900.0_-46.20%_12807200.0_1.44%,234400.0_-72.78%_12448400.0_0.07%,-3190299.9999999995,"-4,449.77%",14971700.0,15.05%,-1105800.0,-387.15%,13305100.0,18.24%,591900.0,-46.20%,12807200.0,1.44%,234400.0,-72.78%,12448400.0,0.07%
SINA,72.0,新浪,31.935229999999997,1.8492119999999999,2.218866,110000000.00000001_76.10%_537000000.0_49.71%,77091000.0_25.56%_441000000.0_58.51%,119000000.0_147.80%_504000000.0_60.72%,107000000.0_-33.39%_443000000.0_61.22%,110000000.00000001,76.10%,537000000.0,49.71%,77091000.0,25.56%,441000000.0,58.51%,119000000.0,147.80%,504000000.0,60.72%,107000000.0,-33.39%,443000000.0,61.22%
UTMD,95.15,犹他医疗产品,37.492472,4.276547,2.5471779999999997,4308000.0_11.32%_10965000.0_1.26%,4092000.0_15.72%_10887000.0_6.12%,-2522000.0_-192.82%_10201000.0_15.24%,3622000.0_23.41%_10125000.0_4.87%,4308000.0,11.32%,10965000.0,1.26%,4092000.0,15.72%,10887000.0,6.12%,-2522000.0,-192.82%,10201000.0,15.24%,3622000.0,23.41%,10125000.0,4.87%
ILMN,358.1,Illumina,80.93145200000001,16.141115,4.418925,0_0_0_0,0_0_0_0,57000000.0_-46.73%_777000000.0_25.53%,0_0_0_0,0,0,0,0,0,0,0,0,57000000.0,-46.73%,777000000.0,25.53%,0,0,0,0
VYMI,63.78,Follow Vanguard International High Dividend Yield ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
