code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_radio_3,grow_radio_6,grow_self_3,grow_self_6,max_price,max_price_radio,price,price_week_3,vol_radio,volume_3,volume_6,week_3_rs,week_6_rs,year
CALL,magicJack VocalTec Ltd,7.95,7.82,21.700281,3.466069,0.360364,0_0_0_0,0_0_0_0,-2752000.0_-94.49%_20758000.0_-12.88%,2451000.0_-23.93%_21657000.0_-11.86%,0.0,0,0.0,0,0.0,0,0.0,0,-2752000.0,-94.49%,20758000.0,-12.88%,2451000.0,-23.93%,21657000.0,-11.86%,252,-0.02344201250448698,-0.005000119309359108,-0.19333333333333336,-0.04300000000000045,22.84,0.6571803852889667,7.83,8.113333333333332,-0.14941107704987658,202276.0,237807.0,-0.023043373204654587,-0.013831871059924408,4
KWEB,KraneShares CSI China Internet ETF,44.12,43.9,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,240,-0.04037692095895691,0.002968006848187351,-1.923833333333332,0.08333333333333097,68.34,0.37915569212759737,42.4285,45.39950000000001,-0.21255628910619354,6001923.0,7622034.333333333,-0.047185896031066134,-0.015568040171725092,4
OCCI,"OFS Credit Company, Inc.",18.3,18.0,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,-0.04037692095895691,0.002968006848187351,-1.923833333333332,0.08333333333333097,18.75,0.03466666666666659,18.1,18.1,-0.21255628910619354,6001923.0,7622034.333333333,-0.047185896031066134,-0.015568040171725092,0
COHU,科休半导体,22.41,22.12,17.840552,2.955275,1.239872,11648000.0_11.68%_99817000.0_6.34%,8122000.0_20.09%_95150000.0_17.33%,6895000.0_230.06%_84090000.0_18.95%,"8755000.0_4,791.06%_93651000.0_35.22%",11648000.0,11.68%,99817000.0,6.34%,8122000.0,20.09%,95150000.0,17.33%,6895000.0,230.06%,84090000.0,18.95%,8755000.0,"4,791.06%",93651000.0,35.22%,252,-0.0025978501774340337,-0.05969515154046285,-0.17666666666666705,-1.4833333333333332,26.38,0.18195602729340413,21.58,23.116666666666664,1.8737186661605887,2952774.6666666665,1027510.0,0.006947227221751238,-0.07199754915986754,4
KURA,"Kura Oncology, Inc",15.75,15.49,0.0,4.654428,-1.648559,-14739000.0_-88.48%_0_0,-14604000.0_-93.87%_0_0,-10748000.0_-46.29%_0_0,-9333000.0_-34.75%_0_0,-14739000.0,-88.48%,0.0,0,-14604000.0,-93.87%,0.0,0,-10748000.0,-46.29%,0.0,0,-9333000.0,-34.75%,0.0,0,154,-0.035169699274677065,-0.05764849323670371,-0.61,-1.1333333333333329,23.4,0.3427350427350427,15.38,16.276666666666667,-0.457174256783024,642771.0,1184120.3333333333,-0.02973456204126701,-0.06754381264287866,2
SPKE,Spark Energy,8.45,8.34,23.352056,4.563986,0.357142,23927000.0_412.25%_231999999.99999997_53.37%,-41831000.0_-475.77%_287000000.0_46.04%,47536000.0_96.94%_235000000.0_39.19%,12942000.0_90.30%_216000000.0_36.33%,23927000.0,412.25%,232000000.0,53.37%,-41831000.0,-475.77%,287000000.0,46.04%,47536000.0,96.94%,235000000.0,39.19%,12942000.0,90.30%,216000000.0,36.33%,220,0.008008134864983155,-0.020506293671414152,0.06333333333333376,-0.18333333333333357,23.4,0.6418803418803418,8.38,8.396666666666668,0.12750434000355015,624586.6666666666,553955.0,0.015592948469738873,-0.036368719857986016,4
CENTA,Central Garden & Pet Company,32.5,32.02,26.245901,1.93248,1.22,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.036655847034008114,-0.0030138440114122374,-1.2800000000000011,-0.11666666666666714,41.73,0.2348430385813563,31.93,32.42666666666667,-0.40214351319333597,1088565.3333333333,1820780.3333333333,-0.03474392445004392,-0.01295611587508356,4
WWD,Woodward,78.3,77.45,28.297571,3.259188,2.736984,49117000.0_-8.41%_588000000.0_7.20%,38489000.0_1.01%_548000000.0_9.57%,18260000.0_-60.77%_470000000.0_6.15%,62228000.0_-1.46%_607000000.0_2.68%,49117000.0,-8.41%,588000000.0,7.20%,38489000.0,1.01%,548000000.0,9.57%,18260000.0,-60.77%,470000000.0,6.15%,62228000.0,-1.46%,607000000.0,2.68%,252,-0.021667799136959074,0.003337047782389279,-1.7366666666666692,0.21666666666666856,83.41,0.08452223953962351,76.36,78.61,-0.2250849711731646,725627.3333333334,936396.0,-0.01712316149865745,-0.005609388127982405,4
UNAM,Unico American Corporation,6.85,6.85,0.0,0.640405,-1.455767,168299.99999999997_118.89%_8643500.0_-6.47%,-2207300.0_-2.79%_8806900.0_-1.71%,-2776000.0_-564.85%_9296300.0_3.10%,-2927200.0000000005_-49.85%_9293400.0_3.28%,168299.99999999994,118.89%,8643500.0,-6.47%,-2207300.0,-2.79%,8806900.0,-1.71%,-2776000.0,-564.85%,9296300.0,3.10%,-2927200.0000000005,-49.85%,9293400.0,3.28%,252,-0.0042751575766139215,-0.036765697817022304,-0.030366666666666653,-0.2833333333333332,13.76,0.5021802325581396,6.85,6.955333333333333,-0.9726850058117009,1410.0,51620.0,-0.007965617221994908,-0.010602545218995833,4
WPP,WPP plc,70.68,71.83,6.911275999999999,1.475315,10.39316,353000000.0_11.33%_3746000000.0_-2.06%,353000000.0_11.33%_3746000000.0_-2.06%,639000000.0_4.84%_3931000000.0_0.12%,639000000.0_4.84%_3931000000.0_0.12%,353000000.0,11.33%,3746000000.0,-2.06%,353000000.0,11.33%,3746000000.0,-2.06%,639000000.0,4.84%,3931000000.0,0.12%,639000000.0,4.84%,3931000000.0,0.12%,252,-0.02298917857681941,-0.02502827570799926,-1.7100000000000033,-1.9166666666666667,122.64,0.42123287671232873,70.98,72.79,-0.33156644605153973,566584.3333333334,847630.0,-0.014515867840001402,-0.040615105397906665,4
MIDD,The Middleby Corporation,123.36,121.71,22.736321,4.517933,5.353109,83988000.0_8.28%_668000000.0_15.33%,65420000.0_-7.47%_585000000.0_10.28%,75186000.0_-7.10%_633000000.0_6.04%,74671000.0_-1.56%_593000000.0_3.28%,83988000.0,8.28%,668000000.0,15.33%,65420000.0,-7.47%,585000000.0,10.28%,75186000.0,-7.10%,633000000.0,6.04%,74671000.0,-1.56%,593000000.0,3.28%,252,-0.030812357475786072,0.01724727162806211,-3.953333333333338,2.126666666666665,142.2,0.15787623066104073,119.75,124.11333333333333,-0.26587299936684333,1353103.0,1843145.6666666667,-0.019883360263791585,0.009715413908041719,4
CORI,"Corium International, Inc.",8.93,8.8,0.0,12.815455,-1.546149,-12391000.0_7.42%_7670000.0_-5.41%,-18006000.0_-63.14%_10060000.0_36.96%,-13292000.0_-27.45%_9315000.0_33.68%,-12943000.0_-38.77%_9442000.0_19.25%,-12391000.0,7.42%,7670000.0,-5.41%,-18006000.0,-63.14%,10060000.0,36.96%,-13292000.0,-27.45%,9315000.0,33.68%,-12943000.0,-38.77%,9442000.0,19.25%,237,-0.028281311668977377,-0.014842222636785219,-0.2616666666666667,-0.14333333333333323,14.66,0.41575716234652116,8.565,9.028333333333334,-0.12167966016483539,748898.6666666666,852648.6666666666,-0.02618368944381889,-0.022373627890855296,4
SMTC,先科电子,51.62,50.76,67.791809,4.779596,0.748763,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.044740008686969625,-0.001981109743299333,-2.4533666666666676,-0.13333333333333286,59.75,0.1680351464435147,49.7099,52.51663333333334,-0.3152842768129262,1873395.0,2736018.6666666665,-0.04227323189337176,-0.022856041969202424,4
AXGN,AxoGen Inc.,34.8,34.32,0.0,8.738991,-0.503204,-7427400.0_-260.52%_20584500.0_35.71%,-5638600.0_-49.88%_17259900.0_41.00%,-2499200.0_55.59%_16971000.0_48.76%,-2124100.0_7.86%_16046300.000000002_43.20%,-7427400.0,-260.52%,20584500.0,35.71%,-5638600.0,-49.88%,17259900.0,41.00%,-2499200.0,55.59%,16971000.0,48.76%,-2124100.0,7.86%,16046300.000000002,43.20%,252,-0.02487093458535738,-0.06324642785799932,-0.9150000000000015,-2.683333333333335,55.0,0.40009090909090916,32.995,35.44833333333333,-0.12208690584362919,2446354.0,2786556.0,-0.02197291749820039,-0.07209766474967022,4
MKGI,"Monaker Group, Inc.",1.8,1.69,0.0,21.813852,-1.547962,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,34,-0.17035033197686178,0.03161227156716192,-0.4121333333333333,0.06383333333333348,4.94,0.6578947368421053,1.69,1.9000333333333337,-0.26627770186834626,66944.33333333333,91239.33333333333,-0.1498163524802493,0.10060917783719103,0
NBRV,Nabriva Therapeutics AG,2.95,2.9,0.0,2.582151,-0.219641,-17788000.0_-21.82%_847000.0_-19.41%,-13342000.0_12.36%_7551000.0_350.00%,-22262000.0_-46.59%_1122000.0_-51.37%,-22269000.0_-59.06%_1468000.0_51.18%,-17788000.0,-21.82%,847000.0,-19.41%,-13342000.0,12.36%,7551000.0,350.00%,-22262000.0,-46.59%,1122000.0,-51.37%,-22269000.0,-59.06%,1468000.0,51.18%,161,0.04072359430723595,-0.00033599586393826913,0.10333333333333335,-0.0033333333333334103,13.24,0.7862537764350453,2.83,2.8233333333333337,0.10525946396584766,2503913.0,2265452.6666666665,0.04346006849664682,-0.010347063300560696,3
XOMA,标记临床研究,16.63,16.24,6.74975,28.07245,2.406015,-1947000.0_-783.16%_2255000.0_-79.29%,-3806000.0_64.48%_463000.0_78.08%,-1319000.0_92.45%_5357000.0_922.33%,"26344000.0_310.33%_36183000.0_5,598.11%",-1947000.0,-783.16%,2255000.0,-79.29%,-3806000.0,64.48%,463000.0,78.08%,-1319000.0,92.45%,5357000.0,922.33%,26344000.0,310.33%,36183000.0,"5,598.11%",252,0.017650202821384964,-0.05660714077477954,0.24333333333333465,-1.006666666666667,169.6,0.9027122641509434,16.5,16.94333333333333,-0.02790780378297888,291569.3333333333,299940.0,0.01953850710489456,-0.064017627724014,4
ORG,The Organics ETF,29.77,29.461,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,123,-0.022295496832077124,-0.006079945753886548,-0.6940666666666667,-0.19743333333333268,35.49,0.17638771484925334,29.23,30.389266666666668,-0.2290060552355635,8700.666666666666,11285.0,-0.02428879557230851,-0.016219717160375277,2
EDGW,厄奇沃特科技,4.67,4.62,0.0,1.340218,-2.180525,-201000.0_76.63%_24861000.0_-13.85%,-4219000.0_-57.02%_23805000.0_-13.96%,-25417000.0_-641.67%_23721000.0_-16.38%,-172000.0_-500.00%_25947000.0_-10.90%,-201000.0,76.63%,24861000.0,-13.85%,-4219000.0,-57.02%,23805000.0,-13.96%,-25417000.0,-641.67%,23721000.0,-16.38%,-172000.0,-500.00%,25947000.0,-10.90%,252,-0.028202138730572462,0.012258503401360463,-0.13999999999999999,0.05999999999999961,8.89,0.47694038245219345,4.65,4.84,0.08578026316964871,81030.33333333333,74628.66666666667,-0.02635844101547234,0.015129573683081621,4
SANM,新美亚电子,25.16,24.83,0.0,1.142684,-0.974266,33963000.0_-6.71%_1813000000.0_5.96%,24632000.0_-22.34%_1676000000.0000002_-0.39%,-155000000.0_-445.29%_1745000000.0_1.44%,25848000.0_-74.36%_1755000000.0_5.35%,33963000.0,-6.71%,1813000000.0,5.96%,24632000.0,-22.34%,1676000000.0000002,-0.39%,-155000000.0,-445.29%,1745000000.0,1.44%,25848000.0,-74.36%,1755000000.0,5.35%,252,-0.057493121250563016,-0.018087260130611408,-1.5799999999999994,-0.5499999999999995,41.55,0.41347773766546325,24.37,25.86,0.07580724219488862,1306640.3333333333,1214567.3333333333,-0.053993556973127965,-0.027992512310133433,4
ZS,Zscaler Inc.,36.19,35.73,0.0,17.813708,-0.625819,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,31,-0.04500395289177552,-0.014271846816863448,-1.7894333333333325,-0.646666666666666,46.05,0.25968078175895754,34.0917,37.3039,-0.4831963414717437,5902181.333333333,11420548.666666666,-0.047799796747828104,-0.028857039087243023,0
DOVA,Dova Pharmaceuticals Inc.,20.43,20.07,0.0,5.158904,-1.981865,-19657000.0_-256.95%_4584000.0_0,-13770000.0_-153.87%_0_0,-9301000.0_44.18%_0_0,-9723000.0_-35.53%_0_0,-19657000.0,-256.95%,4584000.0,0,-13770000.0,-153.87%,0.0,0,-9301000.0,44.18%,0.0,0,-9723000.0,-35.53%,0.0,0,68,-0.061057903860606035,-0.023209478651990866,-1.3933333333333333,-0.5800000000000018,34.68,0.4296424452133794,19.78,20.376666666666665,0.3997716888714555,1020604.3333333334,729122.0,-0.056763113400885905,-0.029372133201220382,1
FCFS,第一富金融服务,77.62,76.83,21.433169,2.599643,3.584631,30171000.0_97.99%_420000000.0_0.80%,41635000.0_27.54%_450000000.0_0.50%,67734000.0_84.60%_480000000.0_3.93%,"28274000.0_2,102.41%_434999999.99999994_66.73%",30171000.0,97.99%,420000000.0,0.80%,41635000.0,27.54%,450000000.0,0.50%,67734000.0,84.60%,480000000.0,3.93%,28274000.0,"2,102.41%",435000000.0,66.73%,252,-0.02825431357043265,0.005222698936312946,-2.3133333333333326,0.4166666666666667,94.1,0.18916046758767266,76.3,78.58999999999999,-0.2389754466691048,920451.3333333334,1209489.6666666667,-0.02356070296038866,-0.002802204710827757,4
NOVN,Novan Inc.,2.63,2.58,0.0,15.437578,-1.493875,-7578000.0_22.98%_649000.0_-9.48%,-5217000.0_54.17%_658000.0_103.09%,-8189000.0_37.30%_621000.0_0,-7444000.0_57.40%_750000.0_0,-7578000.0,22.98%,649000.0,-9.48%,-5217000.0,54.17%,658000.0,103.09%,-8189000.0,37.30%,621000.0,0,-7444000.0,57.40%,750000.0,0,108,-0.031138942840507767,-0.02277900954451469,-0.08849999999999995,-0.06499999999999995,28.29,0.9111382113821138,2.5139,2.6862999999999997,1.7370619129544491,281591.6666666667,102881.0,-0.018337491483725765,-0.03111382712998144,2
CTRL,Control4 Corporation,30.77,30.34,40.444976,4.627551,0.750155,6640000.0_77.49%_69228000.0_13.02%,966000.0_17.66%_59149000.0_17.81%,6058000.0_50.92%_68339000.0_19.13%,5185000.0_191.78%_64742000.0_17.32%,6640000.0,77.49%,69228000.0,13.02%,966000.0,17.66%,59149000.0,17.81%,6058000.0,50.92%,68339000.0,19.13%,5185000.0,191.78%,64742000.0,17.32%,252,-0.057183574443732066,0.016170491992637377,-1.8683333333333323,0.46333333333333115,37.14,0.23842218632202478,28.285,31.488333333333333,-0.3208293549402308,1697664.0,2499613.3333333335,-0.05893623028319933,0.013170341219290975,4
TENX,"Tenax Therapeutics, Inc.",4.94,5.15,0.0,1.210855,-3.93993,-1871399.9999999998_37.33%_0_0,-1180000.0_63.98%_0_0,-1343700.0_95.47%_0_0,-1234200.0_71.12%_0_0,-1871400.0,37.33%,0.0,0,-1180000.0,63.98%,0.0,0,-1343700.0,95.47%,0.0,0,-1234200.0,71.12%,0.0,0,205,-0.03909193113787208,-0.028987263589277185,-0.2066666666666667,-0.16666666666666666,84.2,0.9431116389548693,4.79,4.993333333333333,-0.23457276748565675,29128.333333333332,38055.0,-0.0357163447809006,-0.015225558837620853,3
ETSY,"Etsy, Inc.",42.27,42.25,57.998192,13.671185,0.728471,3379000.0_-71.04%_132000000.0_30.18%,"12967000.0_3,180.05%_121000000.0_24.79%",44750000.0_309.28%_136000000.0_23.65%,"25802000.0_1,175.53%_106000000.0_21.49%",3379000.0,-71.04%,132000000.0,30.18%,12967000.0,"3,180.05%",121000000.0,24.79%,44750000.0,309.28%,136000000.0,23.65%,25802000.0,"1,175.53%",106000000.0,21.49%,183,-0.035789216230534056,-0.0030021148080768174,-1.8483333333333338,-0.30999999999999756,52.85,0.21788079470198676,41.335,45.705000000000005,-0.39006503650977237,8906147.333333334,14601798.333333334,-0.03746512178288234,-0.013673605522817356,3
JYNT,The Joint Corp.,8.7,8.56,0.0,87.339109,-0.065674,-42800.0_95.81%_7556799.999999999_25.95%,-386900.0_78.08%_7097900.0_28.89%,-213200.0_96.30%_6929500.0_19.87%,-403800.0_84.63%_6545900.0_18.94%,-42800.0,95.81%,7556799.999999999,25.95%,-386900.0,78.08%,7097900.0,28.89%,-213200.0,96.30%,6929500.0,19.87%,-403800.0,84.63%,6545900.0,18.94%,205,-0.0098390540148406,0.006281997757338179,-0.0866666666666666,0.05333333333333279,11.56,0.26124567474048455,8.54,8.546666666666667,-0.17306163992024873,118621.0,143446.0,-0.005586912737122837,-0.0013618919265453756,3
CODA,Coda Octopus Group Inc,5.8,5.7,59.183887,2.757217,0.09631,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,65,-0.004627844131147268,0.14044932993727205,-0.030666666666666547,0.6152999999999998,6.03,0.028524046434494292,5.858,5.919333333333333,-0.869827681635364,58796.666666666664,451683.3333333333,-0.0022718105813944213,0.128198318417043,1
NDLS,Noodles & Company,11.0,10.82,0.0,18.10919,-0.22790700000000005,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.049050102830996846,0.010144434840051715,-0.5800000000000006,0.11666666666666654,39.81,0.7339864355689525,10.59,11.253333333333336,-0.10599857779586756,1511161.0,1690334.0,-0.04959059794945562,-0.0036648309369092503,4
MEOH,梅思恩,81.09,80.25,31.972112,4.475876,2.51,0_0_0_0,0_0_0_0,0_0_0_0,38382000.0_347.72%_720000000.0_41.09%,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,38382000.0,347.72%,720000000.0,41.09%,252,-0.004669395242624753,0.021601856253911565,-0.4016666666666661,1.599999999999999,81.86,0.041656486684583396,78.45,79.80333333333333,0.35379114951848334,2344241.0,1731612.0,0.006133858632990742,0.013386929206686207,4
IIVI,II-VI Inc,40.07,39.21,27.84738,2.438177,1.408032,27167000.0_-16.79%_321000000.0_17.30%,30098000.0_34.19%_295000000.0_20.31%,9596000.0_-59.85%_281000000.0_21.42%,21141000.0_29.75%_262000000.0_18.05%,27167000.0,-16.79%,321000000.0,17.30%,30098000.0,34.19%,295000000.0,20.31%,9596000.0,-59.85%,281000000.0,21.42%,21141000.0,29.75%,262000000.0,18.05%,252,-0.07615730903999875,-0.00435813396609714,-3.508666666666668,-0.21666666666666856,52.95,0.2867988668555241,37.764,41.67133333333334,0.17936160885393787,2568275.3333333335,2177682.6666666665,-0.07133521756722652,-0.020964777293088873,4
CFMS,"ConforMIS, Inc.",0.9158,0.9139,0.0,1.174183,-1.010471,-14057000.0_-16.27%_19100000.0_3.33%,-12001000.0_30.06%_19656000.0_-3.91%,-11858000.0_24.66%_20751000.0_-4.25%,-12472000.0_2.27%_18425000.0_-1.17%,-14057000.0,-16.27%,19100000.0,3.33%,-12001000.0,30.06%,19656000.0,-3.91%,-11858000.0,24.66%,20751000.0,-4.25%,-12472000.0,2.27%,18425000.0,-1.17%,172,-0.09611591269340058,-0.03290368532304013,-0.10633333333333332,-0.03999999999999996,24.9,0.9638152610441767,0.901,0.967,-0.1498929859926667,915268.0,1076650.3333333333,-0.08155973914268609,-0.01939088677011461,3
KHC,卡夫亨氏,57.3,56.07,6.386229,1.040901,8.779829,755000000.0_-34.91%_6686000000.0_0.74%,993000000.0_11.45%_6304000000.0_-0.32%,7995999999.999999_747.03%_6877000000.0_0.29%,943000000.0_11.86%_6314000000.0_0.75%,755000000.0,-34.91%,6686000000.0,0.74%,993000000.0,11.45%,6304000000.0,-0.32%,7995999999.999998,747.03%,6877000000.0,0.29%,943000000.0,11.86%,6314000000.0,0.75%,171,-0.0067530489936094935,-0.0036514497465120893,-0.39073333333333454,-0.23000000000000162,96.65,0.41885359544749096,56.1678,55.7226,-0.3122193907462684,22659379.0,32945649.666666668,-0.0014508266828446696,-0.015996188934626027,3
ROKU,Roku Inc,64.34,64.5,24.186654,32.309689,2.66676,526000.0_103.39%_157000000.0_57.40%,-6634000.0_23.76%_137000000.0_36.45%,6941000.0_115.09%_188000000.0_27.77%,-46235000.0_-262.83%_125000000.0_40.12%,526000.0,103.39%,157000000.0,57.40%,-6634000.0,23.76%,137000000.0,36.45%,6941000.0,115.09%,188000000.0,27.77%,-46235000.0,-262.83%,125000000.0,40.12%,55,-0.0539045638250985,0.05622026539608286,-3.8266666666666658,3.616666666666672,73.03,0.16678077502396274,60.85,66.94,-0.1760504020173382,27046174.666666668,32825035.333333332,-0.05154975136271289,0.058547062428897456,1
SPSC,SPS Commerce,90.59,89.38,1183.997914,5.300527,0.07549,5416000.0_175.20%_61091000.0_12.94%,3254000.0_9.01%_59092000.0_13.90%,-9101000.0_-604.21%_58200000.0_13.98%,1864000.0_-25.71%_56150000.0_13.93%,5416000.0,175.20%,61091000.0,12.94%,3254000.0,9.01%,59092000.0,13.90%,-9101000.0,-604.21%,58200000.0,13.98%,1864000.0,-25.71%,56150000.0,13.93%,252,-0.025228065245089148,-0.00580728597037768,-2.4333333333333322,-0.6300000000000002,100.31,0.11773502143355599,88.5,93.46,-0.236224164884607,491332.6666666667,643294.3333333334,-0.02219756495876161,-0.01675247846773019,4
JASN,Jason Industries Inc.,3.44,3.39,0.0,-2.716977,-0.185984,-587000.0_87.61%_168000000.0_-2.35%,-819000.0_-66.13%_167000000.0_-4.53%,2358000.0_103.37%_146000000.0_-8.34%,-1601000.0_37.14%_155000000.0_-8.63%,-587000.0,87.61%,168000000.0,-2.35%,-819000.0,-66.13%,167000000.0,-4.53%,2358000.0,103.37%,146000000.0,-8.34%,-1601000.0,37.14%,155000000.0,-8.63%,224,0.008267009987515603,0.038103605707254774,0.02166666666666665,0.10000000000000009,10.73,0.6845293569431501,3.385,3.395,-0.4756341381019169,531886.6666666666,1014342.6666666666,0.029881878372134598,0.03762294975701371,4
APVO,Aptevo Therapeutics Inc.,4.56,4.52,37.293729,1.828765,0.1212,-13144000.0_-17.47%_6826000.0_93.59%,-13854000.0_-39.31%_4071000.0_90.06%,-9760000.0_34.70%_2818000.0_1.29%,37867000.0_152.78%_6172000.0_119.18%,-13144000.0,-17.47%,6826000.0,93.59%,-13854000.0,-39.31%,4071000.0,90.06%,-9760000.0,34.70%,2818000.0,1.29%,37867000.0,152.78%,6172000.0,119.18%,115,-0.04582044134053401,-0.03906543933208144,-0.2284999999999998,-0.20999999999999996,5.67,0.2151675485008818,4.45,4.6933333333333325,0.006499204817907636,348291.3333333333,346042.3333333333,-0.029444499226231696,-0.04544401804504277,2
EXTR,极速网络,5.17,5.08,0.0,5.328183,-0.409661,-5632000.0_-142.65%_278000000.0_55.56%,-13613000.0_-173.52%_262000000.0_75.61%,-31923000.0_-654.86%_231000000.0_47.80%,4376000.0_176.21%_212000000.0_72.68%,-5632000.0,-142.65%,278000000.0,55.56%,-13613000.0,-173.52%,262000000.0,75.61%,-31923000.0,-654.86%,231000000.0,47.80%,4376000.0,176.21%,212000000.0,72.68%,252,-0.052025774007459,-0.016070548056241755,-0.2933333333333333,-0.10333333333333321,14.3,0.6496503496503497,5.01,5.33,-0.34365296395260003,5665372.333333333,8631672.0,-0.04935099722687305,-0.02829224002226191,4
RADA,Rada Electronics Industries Limited,2.87,2.81,48.900181,3.112654,0.057464,11000.0_-97.80%_6576000.0_23.68%,204000.0_-47.69%_6020000.0_28.77%,657000.0_235.19%_9119000.0_111.92%,794000.0_179.56%_7071000.0_101.34%,11000.0,-97.80%,6576000.0,23.68%,204000.0,-47.69%,6020000.0,28.77%,657000.0,235.19%,9119000.0,111.92%,794000.0,179.56%,7071000.0,101.34%,252,-0.02512455751208936,0.04295931678871336,-0.07556666666666656,0.11999999999999995,7.12,0.6034691011235954,2.8233,2.8711,-0.5152293206645575,443942.0,915777.3333333334,-0.025596760464021946,0.043236293863656565,4
HMTV,Hemisphere Media Group Inc.,13.91,13.48,0.0,2.327136,-0.854685,-5106000.0_-198.55%_34791000.0_-1.11%,-7559000.0_-375.37%_29035000.0_-12.44%,-22044000.0_-472.24%_23952000.0_-39.22%,682000.0_-84.32%_32173000.0_-2.85%,-5106000.0,-198.55%,34791000.0,-1.11%,-7559000.0,-375.37%,29035000.0,-12.44%,-22044000.0,-472.24%,23952000.0,-39.22%,682000.0,-84.32%,32173000.0,-2.85%,252,-0.006232911081324208,0.008686306784244783,-0.0866666666666666,0.11666666666666654,14.79,0.08924949290060842,13.47,13.69,-0.2281942722129686,105184.0,136283.0,-0.0028113760957755537,-0.008661369577076363,4
