code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,,std,volume_end,volume_start,,year
BRKL,布鲁克赖恩银行,23.146852,1.663533,0.786284,247,18.1,18.6,10.70666761,4.3164,11.49939759,11.56682927,9.044108537,8.0018,,3.477441585,6343535.282,5505627.707,,20
AEIS,先进能源工业公司,15.598469,3.815316,3.720878,252,59.14,84.72,24.19664683,6.25,34.54988095,13.3660119,24.67404762,28,,17.31487955,7851694.762,8548599.206,,21
NOMD,Nomad Foods Limited,17.195813,1.910291,1.174123,33,20.48,20.85,13.40757576,7.82,17.81090909,12.82272727,9.589090909,12.5,7.98,3.863241863,21995375.88,16195408.88,,2
FULT,富尔顿金融,18.932837,1.417819,0.956011,252,18.2,19.125,12.54999444,5.19,13.54511905,12.39230952,11.71255476,9.8413,,3.139745988,22714859.44,5167260.325,,21
MORN,晨星信息,37.344204,6.722251,3.679018,161,142.18,142.32,63.98981366,21.95,84.48259259,60.50037037,46.66566038,18.66,,21.49122703,1426796.63,2440387.5,,13
TILE,Interface Inc.,23.610249,4.087348,0.991095,69,24,25.97,19.67811594,15.12,21.60434783,19.18782609,18.24217391,16.03,7.97,2.897749266,9897902.743,7213411.706,,5
VIA,维亚康姆,7.213741,2.064347,4.976613,82,33.5,87.77,55.60920732,30.05,39.41767857,64.16074074,63.84888889,52.95,,16.8818822,1313976.707,426468.2927,,6
CVTI,契诺货运,7.689196,1.680159,3.735111,252,30.29,33.16,13.79722222,1.49,16.69607143,8.964404762,15.73119048,17.63,,7.344086993,1740296.325,1146180.159,,21
SBSI,Southside Bancshares,19.341431,1.674167,1.854568,252,35.86,37.5317,15.7678369,3.0894,26.74367381,14.47200238,6.087834524,3.1366,,9.426790804,1593587.77,468717.3889,,21
BDGE,Bridge银行,32.903769,1.590502,1.074345,252,35.15,37.9,22.27392619,9.7778,27.18678571,24.10041667,15.53457619,8.4444,,6.831315826,466526.4127,43707.14286,,21
BNCL,Beneficial Mutual银行,46.088003,1.294937,0.382963,135,17.45,18.4,10.90862963,6.675,14.71688889,9.136222222,8.872777778,8.455,,3.157903106,5764717.485,2088622.388,,11
GPAQU,Gordon Pointe Acqusition,0,0,0,9,10.37,10.4,10.21994444,9.99,10.38,10.17333333,10.1065,10,,0.161435057,156939.4,1453996.5,,0
BBSI,巴瑞特,20.194709,6.590329,3.763362,252,75.2,96.57,23.56919286,2,49.32702381,16.56500119,4.815553571,11.5,,22.45562031,1176229.817,554499.6032,,21
APY,Apergy Corporation,24.627172,3.63801,1.78299,5,45.03,45.22,43.238,41,45.125,41.375,43.19,37.06,7.97,1.895038258,6858718.667,39234682,,0
ATAX,America First Tax Exempt Investo,14.229076,1.23441,0.41113,252,5.875,8.21,6.396944444,4.79,5.91452381,6.593452381,6.682857143,7.13,-1.255,0.876101804,2219482.198,235820.6349,1983661.563,21
USFD,US Foods Holding Corp.,13.578192,2.417346,2.477502,29,32.1884,37.82,28.87891034,22.6,33.64884,27.961,24.59888889,24.25,7.9384,4.07136111,51721387.8,25769124.71,,2
PACQU,Pure Acquisition,0,0,0,6,10.34,10.34,10.27166667,10.18,10.34,10.26,10.215,10.1,,0.06112828,259645.6667,5790331,,0
RELV,Reliv’ International,0,0.739543,-1.039185,252,5.21,112,24.35693333,4.06,8.643957143,45.84775,18.57909286,27.0479,,23.69312593,102023.2698,94378.21429,7645.055556,21
EGOV,NIC Inc,19.924533,5.864259,0.855729,231,16.65,52.38,11.24255411,1.33,18.31545455,7.844415584,7.567792208,15.5,,7.872928421,5733943.121,5337389.565,,19
AIZP,"Assurant, Inc.",12.750243,0,8.884537,7,109.7,117.23,109.1114286,104.15,112.4766667,108.42,104.755,101.854,7.846,4.723965243,279742.5,1130315.667,,0
LOVE,Lovesac Co.,0,15.051065,-1.812398,4,20.55,20.75,20.485,20,20.595,20,20.75,25,,0.333516616,245390.5,1481376.5,,0
EVER,Everquote Inc.,0,-3.807272,-4.939237,73,12.51,20.16,17.16164384,10.87,18.2752,17.865,15.29833333,10.4,,2.497552699,11190266.49,8981216.667,,6
ADTN,亚川,0,1.760512,-0.284883,252,16.95,45.48,21.74255952,7.8,21.405,25.26809524,18.55458333,21,,7.178282603,15285958.89,19181682.54,,21
ORLY,奥莱利,22.386339,69.196006,14.771062,252,343.78,343.78,80.06055556,5.9075,190.2635714,36.99595238,12.92214286,5.6875,,90.2327133,23110827.47,12973764.29,,21
GNBC,Green Bancorp,22.89403,1.906292,1.070148,50,24.15,24.3,15.812,7.15,22.14117647,11.57117647,13.593125,16.37,7.78,5.424714795,4003348.04,1233929.92,,4
HTLD,哈特兰快递,21.512045,2.833266,0.93529,252,20.41,27.01,13.98001548,3.4397,18.74994048,15.51017857,7.679927381,6.8184,,5.507669573,11063784.71,7972261.69,,21
ZION,锡安银行,15.489297,1.472005,3.448833,252,53.92,85.39,44.02573413,9.37,31.86880952,47.20125,53.00714286,38,,19.49554346,67275491.45,12152916.67,,21
QABA,First Trust NASDAQ ABA Community,0,0,0,111,56.66,56.66,34.63952793,19.2,47.46277297,32.97094595,23.48486486,19.24,,11.03380685,995094.5714,135365.4545,,9
PCF,普特南高收入债券基金,13.224644,0.979328,0.714575,252,9.43,11.25,7.963769841,5.05,8.256190476,7.678928571,7.956190476,10.69,-1.26,1.030849877,839171.5159,529650,309521.5159,21
ABCB,ABC银行,28.932717,1.726665,1.722963,252,49.85,55.7,19.19821429,4.58,28.79095238,15.33059524,13.47309524,16.175,,11.25205004,2233225.714,293828.5714,,21
VRTSP,"Virtus Investment Partners, Inc.",17.608065,0,6.2,20,107.747,109.55,103.31057,93.6,106.4254286,103.4257286,99.54221667,100,7.747,4.530521237,134969.4,159590.6,,1
CAKE,起司工坊,17.527675,3.803707,3.014661,252,52.89,64.16,29.35213056,4.5926,45.98553571,25.26626905,16.8045869,5.438,,14.69907717,20727453.54,18784851.13,,21
NHLD,National Holdings Corporation,0,0.863668,-0.471217,43,3.321,4.57,3.085530233,2.3421,3.224873333,2.953192857,3.068571429,4.7,,0.482673369,768344.9091,665046.0952,103298.8139,3
WSFS,WSFS Financial Corporation,20.197004,2.036929,2.440956,252,48.9,56.7,18.00196429,3.375,29.79565476,16.2739881,7.93625,6.125,,12.28568391,1724570.016,2221180.952,,21
GBT,Global Blood Therapeutics Inc,0,5.060921,-3.264132,38,49.5,58.65,32.89052632,14.45,45.55769231,23.98,28.82083333,34.65,,13.40379635,21158769.68,10451675.21,,3
GECC,Great Elm Capital Corp,0,0.78366,-0.428697,23,9.74,11.67,10.28695652,9.22,9.44125,10.3775,11.15,10.95,,0.792335069,311456.6667,576753.7273,-265297.0606,1
TAST,Carrols Restaurant Group,70.67645,3.28491,0.229921,142,15.5,15.8,6.385070423,0.525,12.08229167,4.897765957,2.05393617,3.63,,4.602094265,4334976.507,6570033.803,,11
MGP,MGM Growth Properties LLC,43.532976,1.355302,0.702456,30,30.26,30.73,27.632,22.07,28.94,28.796,25.16,22.75,7.51,2.36946,13523673.4,15214031.73,,2
CRSP,CRISPR Therapeutics AG,0,8.689878,-2.042774,24,55.5,68.91,31.48916667,13.62,53.57625,21.61375,19.2775,15,,17.17400334,19243609.67,2293353.333,,2
FFBC,第一金融银行股份,18.986809,3.345196,1.674847,252,31.5,31.5,17.67409325,7.53,20.19095238,14.84041667,17.99091071,18.8902,,4.374552416,4716805.492,1294180.079,,21
OPRX,OptimizeRx Corporation,0,9.354196,-0.082285,4,12.73,12.76,11.5725,10.4,12.745,10.4,10.4,10.5,,1.353941776,547283.5,219988.5,,0
NNY,纽约纽文市政价值基金,30.828503,0.934651,0.297452,252,9.34,10.78,9.481329365,7.81,9.807797619,9.374880952,9.261309524,10.75,-1.41,0.527382394,474675.4683,320388.8889,154286.5794,21
TSCO,Tractor Supply Company,22.903198,7.673639,3.867582,252,90.82,96.1,28.46239325,0.465,67.88333333,14.16607143,3.337775,1.25,,30.07250757,32700509.79,28597111.11,,21
GCVRZ,Sanofi,0,0,0,90,0.56,2.48,0.832758889,0.09,0.387266667,0.494016667,1.616993333,2.25,,0.641426264,8191056.422,22277708.89,-14086652.47,7
VIVO,Meridian Bioscience Inc,27.412137,3.788604,0.570915,252,15.55,34.27,13.93140238,1.11,18.47982143,19.76061548,3.553770238,5.28,,8.504775461,4951638.23,3122361.016,,21
AMRB,里弗银行,27.679579,1.259553,0.561786,252,15.12,24.145,12.07060952,4.55,10.4440131,14.3035119,11.46430357,8.8311,,4.916163039,195728.8333,83175.79365,,21
ARNA,阿里那,0,3.264636,-2.545739,219,39.1,462.5,71.66954338,13,41.63123288,56.9869863,116.390411,240,,64.9389923,11312562.91,1302642.202,,18
PCRX,Pacira Pharmaceuticals,0,6.513895,-0.255555,92,46.7,114.77,43.17092391,6.9,39.7783871,73.2633871,15.581,7,,27.11573371,16527327.37,5933630.435,,7
CVBF,CVB金融,22.989948,3.181758,1.068728,252,24.14,24.59,11.72423095,4.1493,16.57833333,11.07670238,7.517657143,3.7677,,5.036431928,12543876.1,2444301.421,,21
BLRX,BioLineRx Ltd,0,1.095316,-0.239298,87,0.93,5.24,1.864072414,0.7785,0.963389655,1.791034483,2.837793103,6.19,,0.989956957,8754388.068,2391832.558,6362555.51,7
WHF,WhiteHorse Finance,5.752888,0.949632,2.452681,70,13.8,15.85,13.216,9.46,13.325,11.55173913,14.76652174,14,-0.2,1.644562759,1047458.486,846333.8286,,5
KALV,Kalvista Pharmaceuticals Inc,0,6.992758,-1.531228,23,18.08,18.08,9.295378261,6.61,11.353125,8.84625,7.456957143,7.78,,3.025285422,1805394.583,524303.3636,,1
SLMBP,SLM Corporation,122.748279,0,0.58,82,71.25,77.98,60.43794268,39,64.61540714,59.51295926,57.03074074,39.5,,10.82109427,352610.1463,214982.9268,,6
BMRN,拜玛林制药,0,6.079096,-0.711341,231,95.78,146.27,38.16818182,4.13,81.44590909,22.73487013,10.32376623,15,,34.25368956,25147860.78,15356676.52,,19
MBWM,莫肯特尔银行,16.183883,1.586971,2.213313,252,35.22,39.2095,19.42956865,3.08,23.46166667,18.50272381,16.32431548,9.4603,,10.21519627,497803.746,448855.381,,21
VLP,Valero Energy Partners LP,14.028189,10.238905,2.744474,58,35.75,53.31,44.40103448,34.45,42.2085,45.89263158,45.21736842,28.25,7.5,4.79755811,2481649.759,2800692.69,,4
FGEN,"FibroGen, Inc",0,10.134692,-1.572069,46,61.05,63.1,33.05065217,16.41,51.64375,21.21333333,25.05533333,22.65,,15.20286412,11543384.57,8562025.435,,3
JOBS,前程无忧,0,5.245991,-0.633725,169,78,106.4,24.9795858,3.08,44.1522807,21.93419643,8.509910714,9.49,,19.64058006,2984615.729,5560330.952,,14
HGV,Hilton Grand Vacations Inc.,8.817856,6.094956,3.687971,21,32.64,44.97,36.96428571,28.66,37.19571429,40.84142857,32.85571429,25.35,7.29,4.876517786,20469716.27,15076298.5,,1
NRIM,Northrim BanCorp Inc,19.381803,1.519621,2.27533,252,45.35,45.35,18.91566508,5.3309,26.7427381,18.91257619,11.09168095,8.2251,,7.828506285,274382.3016,244318.4444,,21
ANAT,美国国家保险,6.649678,0.661373,19.363344,252,129.52,152.38,95.5043254,42.31,104.1604762,101.5617857,80.79071429,99.25,,21.07883665,536385.9127,228053.9683,,21
VLGEA,Village Super Market,16.913295,1.062251,1.73,252,29.16,38.73,18.80005952,2.44,29.11,22.31005952,4.980119048,2.25,,11.19159184,397860.1587,183507.9365,,21
ARQL,ArQule,0,23.365855,-0.201725,252,6.39,35.5,6.270833333,0.99,2.68452381,5.448333333,10.67964286,21.5,,5.498535526,7542675.69,4225945.238,3316730.452,21
SNDR,Schneider National Inc.,10.560164,2.353152,2.508484,18,26.66,29.48,25.33777778,18.98,27.25333333,27.03,21.73,19.5,7.16,3.066276829,13884709.22,16230438.56,,1
GNUS,Genius Brands International Inc,0,1.418846,-0.773074,23,2.25,6.52,3.498204348,2.23,2.59875,3.22375,4.839814286,7.9899,,1.11162186,825183.0833,446523.1818,378659.9015,1
FCPT,"Four Corners Property Trust, Inc.",20.32867,3.169872,1.32473,35,26.82,26.94,22.45971429,16.41,24.4975,22.9475,19.70454545,19.75,7.07,2.842245887,6382674.611,13466585.06,,2
CHEF,The Chefs’ Warehouse,39.474869,3.388086,0.733378,87,29.7,29.7,18.76482759,11.02,18.61,19.25448276,18.43,17,,4.290668312,3135728.386,2086941.86,,7
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,0,0,0,40,13.19,41.56,20.10424,9.11,12.53497143,19.66846154,28.69153846,20.12,,8.43586516,481455,1501871.25,,3
SLM,学贷美,14.404562,2.148202,0.797664,82,11.74,12.54,8.65445122,4.79,10.55875,8.382592593,6.951481481,4.565,,2.153556061,68208853.66,155403839,,6
MRLN,Marlin Business Services Corp,11.168272,1.836324,2.551872,179,28.25,30.8,17.33148045,2.61,21.31483333,12.80041667,17.88847458,15.59,,6.389486595,520562.4111,740824.7191,,14
SFST,Southern First Bancshares,18.375835,1.968872,2.320983,135,41.7,47.3,16.20548148,4.005,30.798,10.30188889,7.516555556,15.31,,12.06583062,190734.3382,66347.76119,,11
MELR,"Melrose Bancorp, Inc.",27.444833,1.151557,0.722125,48,19.75,20.4999,16.50155625,13.07,19.3803,16.03051875,14.09385,12.75,7,2.372871182,28495.08333,108457.8333,,4
BIS,ProShares UltraShort Nasdaq Biotechnology,0,0,0,102,15.95,1593.4,298.8566676,15.6,28.15411765,89.67764706,778.7382382,1210.6,,408.5738945,5821289.549,212043.1373,,8
CZWI,Citizens Community Bancorp,31.385138,1.120117,0.446071,175,14,14.21,8.115679429,3.21,10.81294746,5.455431034,8.032155172,7.065,,2.779255611,135949.8295,156209.1954,,14
TTEK,Tetra Tech,27.320347,4.120079,2.551212,252,69.9,69.9,23.27487698,7.99,33.17125,20.58142857,16.07195238,10.1376,,10.37357886,7590282.421,8303673.817,,21
LFVN,Lifevantage Corporation,27.080525,7.157516,0.411735,73,12.79,24.01,9.6234,3.61,6.2036,8.392008333,14.41708333,29.75,,4.845812232,1782370.135,1210890.861,,6
SBBX,苏塞克斯银行,29.859709,1.471202,0.932695,251,27.7,30.4,10.93952351,3.35,13.75905952,9.353511905,9.691137349,7.771,,5.851067607,128786.2698,27779.328,,20
WGP,Western Gas Equity Partners,21.460092,7.862155,1.664019,70,34.12,64.99,43.80257143,27.04,39.7275,47.58652174,44.27086957,27.18,6.94,9.8605892,4915799.086,2629790.286,,5
AMNB,美国国家银行,19.261998,1.69657,2.157097,252,41.45,41.45,22.60611111,11,27.1625,21.22488095,19.43095238,14.25,,6.047496103,225925.7698,76818.25397,,21
LIVN,LivaNova PLC,0,3.432711,-1.156743,36,124.79,125.55,68.93125,44.27,95.65916667,54.81375,56.32083333,0,,21.93594263,8455255.556,8281297.889,,3
CPSI,Computer Programs and Systems,0,2.570065,-1.098445,197,27.15,73.45,38.39071066,16.73,44.32212121,42.89666667,27.79276923,17.5,,14.57081513,2130163.606,1837636.735,,16
MNTX,Manitex International,0,2.14747,-0.284541,125,10.7,16.65,7.14884,0.8,7.909047619,10.52666667,2.909878049,5.3,,4.025917304,1786218.683,1368704.839,,10
CWCO,Consolidated Water Co Ltd,141.450835,1.351931,0.095793,252,13.45,33.18,11.71527778,2.69,11.3552381,18.19988095,5.590714286,3.375,,6.77099554,1414142.032,676063.4921,,21
DTYS,iPath US Treasury 10-year Bear E,0,0,0,46,22.4075,23.46,18.2994913,10.88,20.01681875,15.61444667,19.15272,22.95,,3.340891159,662721.7391,838828.087,,3
CAAS,中汽系统,0,0.42656,-0.91082,187,4.26,23.11,7.332651337,2.49,5.932552381,8.395725806,7.692258065,3.1,,3.910610489,1617473.766,4010175.269,-2392701.503,15
PBSK,Poage Bankshares,0,1.449746,-0.799204,85,26.5,26.5,16.06919176,10.8,19.66211034,15.30768214,13.10946429,11.1,,3.254886556,71102.97674,78438.09524,,7
ITCI,Intra-Cellular Therapies Inc.,0,2.985003,-2.419544,57,21.73,53.79,22.52561404,10.25,17.03473684,31.15473684,19.38736842,18.5,,10.72348358,12256961.31,6284743.679,,4
LGCY,Legacy Reserves石油勘测,0,-0.848928,-0.891032,141,5.35,32.31,17.33886525,0.68,4.377340426,27.63989362,19.9993617,19,,10.52032982,8806211.493,2979414.286,5826797.207,11
HEES,HE设备服务,9.799465,5.34602,3.506314,153,34.47,40.91,20.40875817,5.14,25.91352941,18.28588235,17.02686275,20.31,,9.22558915,5766030.104,3975110.526,,12
CVCY,中央谷地,18.818397,1.375395,1.119649,252,21.54,22.71,9.769906349,3.25,13.17083333,10.03053571,6.10835,4.7159,,4.911290455,272465.7222,59942.22222,,21
ADRA,BLDRS Asia 50 ADR Index Fund,0,0,0,191,33.4122,38.96,26.8059911,14.335,29.70467656,25.27242188,25.41920635,15.805,,4.995622866,54472.54167,417023.1579,,15
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,0,0,0,11,21.7698,21.7698,21.17355455,20.5799,21.464075,20.87545,21.18366667,20.0299,,0.393727681,33417.66667,34946,,0
SASR,Sandy Spring Bancorp,17.345982,1.354061,2.255854,252,38.9,43.25,26.01328056,8.89,28.19380952,25.10678571,24.73924643,14.4233,,8.476861057,1293967.54,442227.381,,21
FND,Floor & Decor Holdings Inc.,24.907823,6.871523,1.517194,18,37.18,55.59,42.47388889,32.4,45.60166667,45.17666667,36.64333333,30.25,6.93,6.665016781,17129889,12077416.67,,1
PDCO,帕特森,10.77081,1.495284,2.173467,252,23.47,50.45,30.07878968,6.6667,39.25934524,32.86291667,18.11410714,6.75,,11.85638791,21712174.05,16366260.32,,21
AGNCB,American Capital Agency Corp,0,0.023363,-0.97,53,25.9,26.3734,25.22885094,23.6,25.92976667,25.05323889,24.67264706,24.7,,0.752081041,272249.7037,636694.0769,,4
ITIC,投资者不动产,13.875778,1.989876,14.142631,252,197,201,53.47003968,10.5,100.9680952,38.69714286,20.74488095,20,,45.67453745,63384.94444,41076.19048,,21
CMFNL,CM Finance Inc,0,0,0,3,25.6,25.77,25.55666667,25.3,25.6,25.77,25.3,25,,0.23797759,75474,354363,,0
SBRA,Sabra Healthcare REIT,10.056886,1.212114,2.300911,95,23.36,33.15,22.40173684,9.54,22.1628125,26.73,18.18048387,16,,5.311993143,19750104.69,5401831.915,,7
SAIA,Saia Inc.,17.39774,3.064593,4.428736,193,78.15,82.4,23.26170984,5.375,45.21530769,10.99976563,13.22703125,13.335,,18.70354602,3855878.247,4205672.417,,16
HONE,"HarborOne Bancorp, Inc.",63.942993,1.796764,0.31012,28,19.83,20.82,18.26535714,12.92,18.739,19.29555556,16.70888889,12.99,6.84,1.934841332,901830.3571,1733815.571,,2
TTEC,TeleTech Holdings,0,3.607062,-0.362286,252,25.9,42.55,18.66761905,3.85,26.4575,17.01071429,12.53464286,14.13,,9.396152847,3544970.373,8285650.794,,21
RNLC,First Trust Large Cap US Equity Select ETF,0,0,0,16,22.8401,22.98,21.51790625,19.91,22.23708333,21.9288,20.244,19.87,,1.013056488,90339.75,182690.75,,1
IAM,I-AM Capital Acquisition Company,0,4.555045,-0.004321,12,10.35,10.81,10.08839167,9.8501,10.415075,9.974125,9.875975,9.75,,0.289435147,290329.6667,364299.8333,,1
IMMP,Immutep Limited,0,2.062003,-0.3614,77,2.59,23.3333,5.157315584,1.57,2.353911538,3.61365,9.678268,25,,4.442629462,3038673.923,1747391.974,1291281.949,6
FFWM,First Foundation,23.736356,1.396276,0.686289,47,16.22,19.45,13.81031915,8.91,17.8075,13.150625,10.25033333,9.5,6.72,3.445947431,2551639.583,1194873.478,,3
NVT,nVent Electric plc,22.588836,1.857839,1.238665,5,27.835,28.09,27.101,25.1,27.9625,26.25,27.08,21.17,6.665,1.184347922,15402953.67,65659493.5,,0
PICO,PICO控股,0,1.391742,-0.18078,252,12,47.64,22.01642857,8.55,17.29297619,32.38738095,16.36892857,31.25,,9.294188002,1723507.992,751152.381,,21
GRMN,佳明,20.307263,3.251691,3.188022,214,67.99,119.4,37.85976636,8.055,48.70180556,42.94098592,21.78380282,7.905,,19.15649149,25651707.25,38571812.15,,17
RNDV,First Trust US Equity Dividend Select ETF,0,0,0,16,22.363,22.61,21.24851875,19.6872,21.83645,21.7288,20.06272,19.91,,0.945569742,97020.875,117133.625,,1
LMST,"Limestone Bancorp, Inc",2.455697,1.289226,6.185005,87,15,94.6105,9.634931034,2.4,11.7727069,5.595172414,11.53691379,99.7524,,10.02952413,148658.4773,51523.93023,,7
CHDN,Churchill Downs,11.82176,8.258535,23.913528,252,280.05,299.4,67.22301587,20.315,129.0459524,40.81404762,31.80904762,21.25,,58.7066924,1123352.73,530968.254,,21
BMTC,布林摩尔银行,28.261788,1.828198,1.735559,252,48.6,48.85,22.25905754,9.94,31.14142857,20.17666667,15.45907738,11.375,,8.639611535,678666.7619,172316.6667,,21
NNDM,Nano Dimension Ltd.,0,0.824761,-1.128525,31,2.3,8.4685,5.014622581,1.2548,2.344081818,5.88658,7.08026,7.14,,2.19517532,5072312.563,223089.0667,4849223.496,2
ENVA,"Enova International, Inc.",24.111535,3.623729,1.468177,48,33.15,36.55,16.52270833,5.57,22.396875,10.51875,16.6525,26.5,6.65,8.131355057,6271497.583,4853131.333,,4
RENX,Relx NV,19.410667,15.649074,1.146277,39,22.22,23.07,19.10615385,15.39,21.84846154,18.54384615,16.92615385,15.57,6.65,2.385584575,1770991.15,3037035.737,,3
ONCE,"Spark Therapeutics, Inc.",0,3.903001,-2.624848,45,62.81,89.16,59.01488889,28.17,71.186,54.55266667,51.306,45.1,,14.2942394,11573797.26,7718045.636,,3
CPRT,科帕特,38.468472,9.97911,1.630686,252,64.9,64.9,11.62779365,0.6979,23.84848214,8.115208333,2.919690476,0.7346,,11.66782697,31201201.19,42736842.86,,21
FCBC,第一社区银行股份,21.22471,1.647109,1.587772,252,33.6,40.64,22.99816429,10.2,20.05928571,25.35035714,23.58485,18.5124,,8.201724313,731823.8175,209352.8333,,21
GLBZ,格伦伯尼万通金控,35.241375,1.04242,0.35298,248,12.7,18.3,10.90907056,4.8727,11.54120602,11.54376627,9.626790244,6.6985,,2.807816547,31456.32258,24066.64516,,20
ADSW,Advanced Disposal Services Inc.,39.979647,2.528973,0.64858,24,27.13,27.13,23.41125,20.03,24.15875,24.0625,22.0125,20.5,6.63,1.726802304,9240608.583,8129447.75,,2
CSII,Cardiovascular Systems,741.902369,9.477611,0.051651,116,38.21,39.04,18.74060345,4.17,24.01102564,23.61076923,8.333157895,8.1,,10.20244063,6063377.776,1831125.862,,9
SNDX,"Syndax Pharmaceuticals, Inc. ",0,2.376932,-3.021485,31,7.47,15.16,10.83096774,6.74,9.077272727,11.489,12.102,12.11,,2.499435076,5144769.063,2472024.667,2672744.396,2
ADOM,Adomani Inc.,0,5.155862,-0.298701,16,0.647,16.05,4.1210125,0.6001,0.886683333,2.38322,9.74,8.1,,4.613627386,19169047.75,4455864.625,14713183.13,1
ATRI,Atrion公司公司,35.034908,5.996337,18.296038,252,648.6,688,170.611369,7.5,380.8744048,109.5208929,21.43880952,14.13,,178.349965,84073.29365,70522.22222,,21
FSTR,LB福斯特,38.140852,1.677739,0.621381,252,22.1,54.12,20.7759127,2.5,30.36845238,26.9702381,4.989047619,5.56,,14.99733244,1231013.762,784156.3492,,21
PBCT,人联金融,15.75573,1.128929,1.184331,252,18.54,20.21,10.35266389,1.8519,15.38553571,12.7907869,2.881669048,3.2381,,6.119222572,73336340.4,29401810.71,,21
SHOO,史蒂夫·马登,24.585161,4.14095,2.371349,252,57.65,58.15,16.23123016,1.245,35.90184524,9.999107143,2.792738095,1.59,,15.23875728,12499050.63,16291428.07,,21
EVFM,Evofem Biosciences Inc.,0,11.434914,-0.239721,47,4.14,84.78,19.10447234,2.0646,5.3246625,7.52535,46.154,84,,21.96717598,1984959.917,701245.8696,1283714.047,3
