code,name,pe,pb,eps,net_radio2018-06,income_radio2018-06,net_radio2018-03,income_radio2018-03,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_3_rs,month_6_rs,price,vol_radio,volume_3,volume_6,year
STLD,Steel Dynamics,10.567642,2.926846,4.420097,137.06%,29.27%,13.49%,9.95%,252,0.6666666666666643,0.46000000000000085,0.015022319709877321,0.013812743971062224,0.33179773854056765,0.23365258430259553,47.66,-0.3373129503991605,31037090.666666668,46835215.333333336,21
ULH,"Universal Logistics Holdings, Inc.",20.6107,5.258368,1.7321099999999998,545.09%,19.90%,141.64%,17.81%,29,3.4083333333333337,1.7166666666666661,0.12247558014980464,0.07658054859597174,0.19282093457786012,0.12427828523778135,36.175,0.8541723388676394,1870523.6666666667,1008818.6666666666,2
UG,United-Guardian,17.890567,7.059308000000001,0.992143,26.13%,4.89%,67.06%,26.31%,115,-0.6166666666666671,0.4518333333333319,-0.03331718480386248,0.025296116104484942,0.21252733453690223,0.14936924556020031,16.85,-0.4212561749250481,58812.333333333336,101620.66666666667,9
SINA,新浪,29.641265999999998,1.71638,2.218866,76.10%,49.71%,25.56%,58.51%,222,-4.341666666666673,-5.863333333333334,-0.05511274572009908,-0.060887214196644245,0.3742080314389142,0.3127538501313534,68.445,-0.34086607706859334,14236589.0,21598932.333333332,18
ENSG,恩赛因,27.179961,3.590723,1.370495,80.34%,10.73%,687.99%,11.41%,131,0.5633333333333373,3.1566666666666676,0.016845484142440196,0.11672561667310044,0.3021720403645594,0.20562558206352843,37.27,-0.34216248651125675,3836727.0,5832332.333333333,10
HOLI,和利时自动化,11.200153,1.423183,1.77319,28.28%,6.72%,40.33%,32.11%,133,-0.29666666666666686,-0.8099999999999999,-0.012584243550048042,-0.030480533298646566,0.4073989953910664,0.25879726211561815,20.85,-0.22373105194763113,5750579.666666667,7407973.333333333,11
CVCO,卡寇工业,31.803259999999998,4.659974,7.686319,67.54%,20.68%,103.34%,27.33%,184,16.549999999999994,11.016666666666671,0.07610237423726453,0.06598860126508924,0.2858825582281918,0.20344277818970657,255.0,-0.30543821693384354,851611.0,1226112.6666666667,15
IPAR,依特香水,41.407546999999994,4.566631,1.545612,54.80%,15.67%,20.34%,20.07%,252,3.699999999999998,2.150000000000001,0.06673765998633102,0.044376511668862924,0.31090928095310083,0.24900347327340575,64.3,-0.2742730634529539,1591713.6666666667,2193268.0,21
ABMD,阿比奥梅德,101.724405,23.419463,3.7109089999999996,140.99%,35.89%,147.31%,39.91%,252,-9.333300000000028,37.70666666666667,-0.016537856600540867,0.11958662414782523,0.43194703294794495,0.312117751447476,373.0501,-0.3684350224539235,11130196.333333334,17623200.666666668,21
HUBG,枢纽,10.412154,2.036885,4.614799,131.09%,27.66%,56.44%,22.76%,252,0.06666666666666525,2.6499999999999986,0.0046466600471871955,0.06169977045842914,0.30062955618745346,0.19426865571727361,48.35,-0.15975923854135077,5625302.666666667,6694870.0,21
MINI,Mobile Mini,13.645857999999999,2.108891,3.019231,70.90%,12.29%,46.33%,14.44%,252,-1.0833333333333333,1.0833333333333333,-0.022922021260931097,0.02557343001177706,0.26594651511878126,0.1839710656901561,43.2,-0.3010988775474147,3434961.3333333335,4914803.0,21
OCSL,第五大道金融,0.0,0.834231,-0.797093,500.40%,0.87%,122.93%,38.17%,83,0.07833333333333344,0.18666666666666654,0.0163499110392381,0.04471564703336791,0.14153800488190102,0.11713488989881608,5.025,-0.1090596191155796,6984332.0,7839281.0,6
FANG,Diamondback Energy,19.605478,1.9727970000000001,5.745843,83.49%,94.50%,26.28%,104.66%,72,-1.1350000000000051,2.393333333333331,-0.007478256628464283,0.02061468579309988,0.2187697003002688,0.17934845689418663,128.055,-0.31794483129522966,28852678.333333332,42302558.0,6
NEWT,Newtek Business Services Inc,9.926771,1.5438379999999998,2.336107,9.97%,16.54%,37.40%,25.46%,252,0.6453000000000001,0.5833333333333334,0.03352121414958558,0.033055806961921834,0.5068032053262124,0.2987178392119075,21.8959,-0.020933038126063386,2052717.6666666667,2096606.0,21
JOUT,约翰逊户外,22.010884,3.5837489999999996,4.646792,43.60%,9.99%,54.88%,10.66%,252,4.329999999999998,7.4233333333333364,0.05731922467111301,0.10914778829152672,0.3889040411776505,0.23090565610180924,97.2,-0.37019627717841336,526074.0,835298.3333333334,21
QBAK,扩斯达,10.120517999999999,2.297146,0.775652,703.39%,42.52%,917.24%,20.34%,220,0.11466666666666676,-1.0256,0.016314216926733585,-0.10365183109479177,0.36979514590197526,0.28111128879612013,8.0,-0.4418062513952373,203369.33333333334,364334.6666666667,18
MNST,怪物饮料,37.507777000000004,9.247647,1.608733,21.33%,12.00%,21.39%,14.66%,252,0.9600000000000032,0.04333333333332945,0.016852463866742374,0.0034401152775280336,0.6122629169319965,0.3611105655495372,59.32,-0.4153434549014462,44555081.333333336,76207273.66666667,21
ICLR,ICON plc,26.373402000000002,6.3149809999999995,5.459667,10.88%,48.86%,9.37%,43.56%,244,4.838333333333338,4.463333333333324,0.03579997038687831,0.03743364982734745,0.2213395414956472,0.17754873015641384,146.745,-0.1404543453080941,4110437.0,4782104.333333333,20
AMD,AMD,83.53341999999999,30.366333,0.327773,376.19%,52.56%,345.45%,39.81%,252,5.306666666666666,1.6000000000000003,0.27598050031725413,0.1430366182683502,0.44606752933588406,0.3588790455520499,31.18,0.5300610710451,1946208719.3333333,1271981070.6666667,21
KGJI,金凰珠宝,1.1962899999999999,0.212625,1.002934,68.84%,42.64%,162.12%,84.60%,98,-0.05536666666666664,-0.010000000000000009,-0.044189383976689596,-0.007792312661498715,0.4699972763042232,0.29582413635510596,1.065,-0.6632720090666021,408038.0,1211773.3333333333,8
VCTR,Victory Capital Holdings Inc.,11.91325,1.523631,0.792395,693.33%,3.43%,138.48%,4.27%,8,-0.586666666666666,-0.5633333333333338,-0.057419394409873044,-0.04694108047655129,-0.020144606410498277,-0.07753305129698689,8.99,-0.3226119345021742,1601805.3333333333,2364679.0,0
INTC,英特尔,16.307934,3.057675,2.848307,78.28%,14.90%,50.27%,8.58%,252,-0.8983333333333334,-0.8800000000000002,-0.01846364163074196,-0.014064452319908891,0.13332449323015846,0.11576336076197906,46.25,-0.30316756372132014,417920441.3333333,599743094.0,21
TTGT,TechTarget,50.569016999999995,4.714879,0.43504899999999996,224.76%,18.03%,7320.69%,15.79%,137,-2.8800000000000003,2.7433333333333336,-0.11154117887259697,0.12749289734908265,0.4290383000159415,0.2906324266781259,19.4,0.36022251952871365,10184289.333333334,7487223.0,11
ATHN,雅典娜,52.675977,5.814424,2.7904560000000003,267.68%,7.37%,2321.43%,15.42%,133,-7.086666666666663,5.356666666666659,-0.0455140773266355,0.04689360195795833,0.3994910891751264,0.27933033061912177,136.12,-0.13523666862696737,9313405.666666666,10769889.666666666,11
SPSC,SPS Commerce,1272.486458,5.6966730000000005,0.07549,175.20%,12.94%,9.01%,13.90%,102,8.020000000000001,3.4066666666666663,0.10235496299864928,0.05177060598794872,0.21849253549787875,0.1652161066683435,97.05,-0.060244120535388856,2910085.3333333335,3096639.6666666665,8
GOGL,Golden Ocean Group,20.672877,0.846482,0.426646,175.07%,41.01%,193.32%,83.35%,42,0.3033333333333334,0.3133333333333332,0.03594386001224894,0.03888089352354939,0.24596998090691166,0.15148968638215085,9.26,-0.2856332288035813,2553295.6666666665,3574208.3333333335,3
VNDA,Vanda Pharmaceuticals Inc,1412.710589,3.84605,0.013059999999999999,400.59%,12.59%,140.10%,16.51%,149,0.22500000000000142,0.7333333333333343,0.013966143932693012,0.05673917448559904,4.981530689235896,0.5663686937375225,19.6,-0.162473265248392,9292712.0,11095421.333333334,12
TXN,德州仪器,24.399962,9.915768,4.445089,33.05%,8.77%,37.01%,11.38%,81,-0.2033333333333284,2.3600000000000043,-0.0016997543547710079,0.024195361374277538,0.087620030093553,0.06461901283150365,106.79,-0.17674881420002564,85847149.33333333,104278197.0,6
CHDN,Churchill Downs,10.795145,7.541353999999999,23.913528,31.67%,12.06%,2393.15%,13.22%,252,-4.899999999999996,16.98333333333335,-0.016886051998659207,0.06748323415148313,0.1664245362794835,0.14747280191121473,280.0,-0.5197044663273162,1044991.0,2175725.0,21
VRTS,Virtus Investment Partners,13.909839000000002,1.6716970000000002,8.612608999999999,82860.71%,41.19%,73.35%,62.99%,117,-2.8333333333333335,1.25,-0.02155882428504031,0.011843694377112843,0.4311546182181379,0.23904826553255873,119.0,-0.26137951353497574,836495.3333333334,1132510.3333333333,9
MERC,美世国际,10.620602,2.081587,1.619494,896.34%,22.37%,163.72%,51.54%,252,-0.2166666666666662,1.6833333333333336,-0.011968309630495458,0.12183631121130019,1.7750160073856003,0.34195462198080556,16.8,-0.06588802089638982,4114975.0,4405226.666666667,21
RCMT,RCM Technologies,21.730347000000002,2.507083,0.22273,101.59%,13.62%,91.09%,9.65%,252,-0.07599999999999991,-0.30333333333333307,-0.01548034329489034,-0.05387869414288262,0.34127322555894296,0.24471445080871554,4.76,-0.4088247684407633,212368.66666666666,359231.3333333333,21
ACHC,阿卡迪亚医疗保健公司,15.062603,1.293856,2.581891,18.64%,6.96%,46.30%,9.28%,83,-1.7316666666666667,0.6066666666666644,-0.040650097142293305,0.018783575615411986,0.22322059399078364,0.1813050270669102,35.455,-0.3483212330460258,14300867.666666666,21944658.0,6
COHU,科休半导体,19.348772,2.2763139999999997,1.2398719999999999,11.68%,6.34%,20.09%,17.33%,252,-0.9900000000000008,0.5766666666666668,-0.03617459981064358,0.027638790158693638,0.27277457027767466,0.23201978876673066,21.22,-0.3744246362094132,3945428.3333333335,6306879.333333333,21
MXIM,美信集成,35.335986,8.461775,1.6631770000000001,18.90%,5.17%,38.09%,11.59%,252,0.2066666666666682,-0.43333333333333474,0.004165118754279752,-0.0048553318131598355,0.18402207991785446,0.14277782926445004,58.49,-0.3180653464103798,36767129.0,53915912.333333336,21
OMCL,Omnicell,67.256127,4.573180000000001,1.0192379999999999,250.43%,4.22%,126.32%,22.93%,206,5.666666666666667,2.9833333333333343,0.10063191029794256,0.06578767371254322,0.271097707140523,0.16926322557172516,68.95,0.12405302046490388,6780271.333333333,6031985.333333333,17
LFVN,Lifevantage Corporation,30.723645,8.120410000000001,0.411735,3461.90%,6.70%,2580.33%,12.34%,73,1.4066666666666663,0.8966666666666668,0.2179848745270078,0.2084511249145897,0.45702190211793514,0.2970771403894134,10.77,3.3522820745066078,4603313.0,1057678.0,6
KLAC,科磊,20.302678,10.037118,5.131343,36.15%,13.99%,21.03%,11.76%,252,0.15333333333333124,-2.3233333333333377,0.008579155795586296,-0.01711952932446221,0.250594057733742,0.16673552759511878,103.17,-0.08704028618480625,27189226.333333332,29781408.666666668,21
DLHC,DLH Holdings Corp,55.37735,1.683816,0.095707,70.79%,23.50%,34.42%,15.03%,76,0.0026333333333337094,-0.0866666666666666,0.00045080569056678575,-0.014803783779800003,0.538382005721283,0.38356363011045363,5.65,-0.0827716686750934,154006.0,167903.66666666666,6
PETS,PetMed Express,17.225046,5.6772480000000005,1.9918669999999998,35.64%,9.71%,35.72%,6.81%,222,-2.1383333333333354,0.7033333333333308,-0.048422333310483796,0.0313044370287062,0.39179593038643185,0.2511630952482716,37.375,-0.03934651442504031,11898273.333333334,12385603.666666666,18
FAST,美国快克公司,24.142051000000002,7.371533,2.36931,41.84%,13.05%,29.88%,13.18%,252,3.75,-2.099999999999999,0.0765359222113163,-0.03756779509877726,0.15349149873970633,0.13178858239533842,58.49,-0.0937317558918066,53254762.0,58762692.333333336,21
SND,Smart Sand Inc.,6.508838,0.9603659999999999,0.717486,281.90%,82.79%,0.62%,70.11%,23,-0.13999999999999999,-0.1633333333333331,-0.022750434354467015,-0.0107156204804425,0.18245434132122437,0.061527417297961955,4.88,-0.47244320498505715,11254472.333333334,21333195.666666668,1
ESIO,电子科技工业,4.338687,2.112013,4.2386099999999995,973.16%,52.20%,518.95%,127.16%,252,0.6733333333333338,-1.2033333333333331,0.05645049017470796,-0.058892779485757885,0.3667378540226851,0.2703146164478182,17.89,-0.10564213896898678,13106601.0,14654761.333333334,21
LUNA,Luna Innovations Incorporated,5.787807,1.950705,0.623725,581.29%,21.96%,110.96%,20.88%,148,0.07999999999999992,-0.0999999999999998,0.03323673999646082,-0.0295804229853309,1.3850821181541584,0.38650882295080063,3.32,-0.3799330546816363,2075555.6666666667,3347309.0,12
PKOH,Park-Ohio Holdings Corp,12.056674000000001,1.650104,3.292782,368.75%,23.17%,0.99%,18.00%,252,0.7000000000000005,-0.5833333333333334,0.020624254242150267,-0.01434872979544415,0.6608639761954033,0.4010947931132749,39.05,-0.24567314482960556,389859.0,516830.3333333333,21
DIOD,Diodes Incorporated,62.895844999999994,1.950368,0.5463,85.67%,15.09%,1101.04%,16.17%,252,-0.11333333333333684,1.383333333333334,0.00026278953444542713,0.04981396770329858,0.332425457101327,0.2818559374564571,33.65,-0.12542196864563665,5810313.666666667,6643562.333333333,21
CTRP,携程网,25.368488,1.579698,1.480577,580.39%,13.52%,2272.73%,11.42%,178,-2.8033333333333346,0.3266666666666704,-0.06299898888474169,0.011829371908124253,0.38114832303097995,0.31465052369348656,38.18,-0.16070723720989982,85060567.66666667,101347910.33333333,14
ARTX,阿罗特克,14.346045000000002,1.161825,0.223058,114.04%,1.99%,177.52%,21.93%,252,-0.10000000000000009,0.25,-0.024015404612419567,0.08033625730994153,0.8218467880433584,0.5420721028170908,3.4,-0.26361881492373423,2149096.3333333335,2918456.3333333335,21
CVGI,商用汽车,13.052163,2.916855,0.680347,9972.52%,19.61%,1468.95%,24.40%,170,0.4466666666666663,-0.15333333333333363,0.07962784578174793,-0.010436565803155448,0.8162720412881995,0.4222275873658532,8.66,-0.4314292025581787,3567477.0,6274464.0,14
HSII,海德思哲服务,0.0,3.287755,-0.5120359999999999,162.82%,20.26%,1464.31%,14.33%,234,0.09999999999999905,1.1833333333333325,0.016356774950688966,0.043925916177842916,0.2947785440653234,0.22263445525058348,35.05,-0.26775172225321964,2679449.0,3659208.3333333335,19
METC,Ramaco Resources Inc.,40.482946000000005,2.276564,0.182546,392.53%,489.50%,270.26%,384.85%,20,0.31666666666666643,-0.2066666666666667,0.05086890273845366,-0.015379673080758815,0.28487270575441115,0.1233139726308403,7.81,0.3206229066687311,2126825.3333333335,1610471.3333333333,1
LGIH,LGI Homes Inc,7.734844,2.012637,6.537947,47.86%,29.51%,131.77%,71.27%,59,-2.7066666666666657,-4.376666666666665,-0.0431522743619632,-0.0654444409159184,0.30208740229751185,0.1927825623293958,49.45,-0.4131553534069847,5611160.666666667,9561577.666666666,4
TROW,罗派斯,16.294923,4.2846519999999995,6.611262,17.85%,13.41%,13.76%,17.25%,252,-1.2783333333333313,3.1133333333333346,-0.010816128161659928,0.03019461240804582,0.20092256002812678,0.10905649246302078,110.965,-0.28351078103790145,19563744.333333332,27305008.666666668,21
ISIG,Insignia Systems,17.263422,1.6517369999999998,0.122803,134.46%,40.96%,113.77%,55.63%,252,0.09666666666666668,0.013333333333333345,0.07131322611321068,0.030624391070445216,0.9232273702764924,0.7024164819818655,1.91,-0.33335027305928727,651531.0,977321.3333333334,21
IIN,IntriCon Corporation,110.16959399999999,22.060634,0.603161,541.53%,33.90%,215.57%,19.55%,129,6.483333333333332,6.699999999999999,0.1743296700529958,0.2644361342224724,0.5328306952389948,0.42520726381615326,60.8,1.0661028318381096,5374825.333333333,2601431.6666666665,10
SEDG,"SolarEdge Technologies, Inc.",15.917975,4.0066370000000004,2.682502,53.47%,66.88%,151.75%,82.41%,43,-2.0833333333333335,-1.6166666666666671,-0.03929327836325922,-0.027355708661444652,0.4589135968391999,0.14926376960155927,40.7,-0.3916149272699448,15678974.0,25771464.0,3
BXG,Bluegreen Vacations Corp,10.782637,3.5040370000000003,1.8084630000000002,9.15%,3.78%,16.19%,3.59%,11,-1.6366666666666667,0.9366666666666686,-0.06113427676637912,0.05007518675249064,0.13944132120232697,0.06021463448704276,18.7,0.15083153690765672,1979347.0,1719927.6666666667,0
CAI,CAI International Inc.,5.7449639999999995,0.883592,4.6196980000000005,60.60%,27.83%,225.08%,17.01%,137,0.41666666666666785,0.6066666666666679,0.016877224820329117,0.029744056309262235,0.5009740910730588,0.2728044592196881,26.42,-0.37856175253216273,2746206.6666666665,4419114.333333333,11
TPB,Turning Point Brands Inc.,32.850807,11.809092999999999,1.211538,35.39%,12.51%,61.53%,10.71%,29,3.2499999999999987,4.099999999999999,0.09760751346020881,0.17978363312969695,0.22838947613890095,0.17897321398989408,41.5,0.22675601054454458,2201004.3333333335,1794166.3333333333,2
PBR.A,巴西石油,111.09054099999999,0.095307,0.08641599999999999,3218.84%,25.97%,48.22%,8.92%,212,0.5066666666666672,-1.3933333333333338,0.0626802545607599,-0.11735798811600225,1.078654261827441,0.36158084190675693,9.85,-0.38317127558905484,127509251.33333333,206717434.33333334,17
GLOG,GasLog,73.612912,1.614616,0.24656,105.85%,2.23%,81.86%,13.96%,79,0.16666666666666785,0.8999999999999998,0.015040841296724306,0.052419409989484474,0.3162612046821617,0.21925460786274065,19.7,-0.09129827379308349,6002169.666666667,6605214.333333333,6
KAI,凯登纸业,31.032297999999997,3.416724,3.372293,52.37%,40.52%,21.41%,45.05%,252,4.099999999999999,-0.01666666666666572,0.04141585155277265,0.00023353794638453912,0.2809337424704039,0.201545926145043,108.0,-0.12517120026274822,866566.3333333334,990555.3333333334,21
PBR,巴西石油公司,23.361421,0.255213,0.472574,3218.84%,25.97%,48.22%,8.92%,218,0.6583333333333332,-1.3966666666666672,0.06891357906933442,-0.10729518630561587,0.4812479243277765,0.2823708991523502,11.365,-0.3826966149628805,369154445.6666667,598011374.3333334,18
USX,Us Xpress Enterprises Inc,17.290498,3.6111410000000004,0.91264,112.33%,19.01%,131.36%,15.37%,4,0.03500000000000014,-1.3966666666666672,0.009296003838776703,-0.10729518630561587,-0.022864914253279054,0.2823708991523502,14.975,-0.9908715086351789,5458941.666666667,598011374.3333334,0
TRTN,Triton International Limited,6.490849,1.378786,5.786608,122.34%,17.67%,128.26%,19.51%,27,2.4500000000000006,0.029999999999999954,0.07713264792028503,0.006666967461612415,0.41888999557523143,0.1470288933960235,37.76,0.012763607982804922,8508115.666666666,8400890.0,2
HZO,海上麦斯服务,16.147576,1.512368,1.421266,21.99%,9.53%,124.95%,10.44%,244,1.5166666666666668,-0.16666666666666785,0.0784007802997994,0.0021993769555858542,0.809264163341915,0.2945873043073087,23.3,-0.2921138570629433,4758498.666666667,6722124.333333333,20
SQM,智利矿业化工,24.327776,5.4907699999999995,1.790957,32.54%,24.04%,10.52%,0.03%,252,0.22666666666666657,-0.020000000000000757,0.009979023221958918,0.0033368966629354255,3.9020246130538516,0.2202885169101383,47.65,-0.20139385790513134,17188550.666666668,21523188.666666668,21
CBS.A,哥伦比亚广播,15.020242000000001,9.793851,3.757596,589.66%,6.42%,302.78%,12.50%,155,0.7466666666666674,1.673366666666669,0.014588494157230542,0.033606572936494494,0.4055247947112334,0.17293870319922036,56.27,-0.15628500619578684,113479.66666666667,134500.0,12
