code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,std,volume_end,volume_start,year
CHSCO,CHS Inc - Class B Cumulative Red,0.0,0.0,0.0,61.0,28.98,31.36,28.860814754098353,27.44,28.956176190476192,28.913000000000004,28.708499999999994,27.0,0.7062309017679853,527641.3870967742,482425.4666666667,5.0
STX,希捷科技,13.583758,9.615945,4.104166,121.0,48.83,66.5,32.943264462809914,3.8,41.77121951219512,43.995999999999995,12.841874999999996,12.77,17.44069430372952,85869420.1147541,217355515.0,10.0
COKE,可口可乐装瓶,20.506473,4.543174,8.270559,253.0,168.52,240.09,75.77608695652175,33.63,122.3615294117647,53.207976190476174,51.20416666666669,51.75,47.632427022688795,617846.7244094488,249749.20634920636,21.0
MINDP,"Mitcham Industries, Inc. Series A 9.00% Series A Cumulative Preferred Stock",0.0,0.0,-4.19,28.0,23.93,24.5,23.353957142857137,22.5325,23.477650000000004,23.078255555555558,23.49222222222222,24.9,0.46475127352529777,57423.07142857143,32171.785714285714,2.0
EVBG,Everbridge Inc.,0.0,33.41406,-1.3736110000000001,25.0,60.62,60.62,30.038,14.72,44.16,25.790000000000003,18.39875,12.3,12.977535397755615,6361336.538461538,5966775.583333333,2.0
AMBC,Ambac Financial Group Inc.,9.950722,0.54757,2.1847659999999998,65.0,21.2025,34.56,20.412807692307695,14.04,18.457840909090905,18.088636363636365,24.895714285714288,18.61,4.461288427696214,7590350.939393939,9040100.8125,5.0
ADMS,"Adamas Pharmaceuticals, Inc.",0.0,4.1579120000000005,-4.928279,54.0,22.92,37.84,19.81018518518519,12.8,24.721666666666664,16.387777777777774,18.32111111111111,16.85,5.784337828654443,10922726.148148147,3512235.185185185,4.0
FIVE,Five Below,54.77936999999999,13.361671,2.095497,75.0,118.05,118.05,46.14106666666666,28.01,61.54600000000001,38.34740000000001,38.5298,26.05,17.835847658148595,23437412.63157895,15219829.72972973,6.0
CTMX,CytomX,0.0,25.251289,-0.994072,36.0,21.8975,29.71,17.352847222222223,10.06,24.356458333333332,14.085833333333335,13.61625,16.0,5.895240185122042,6835192.666666667,2544725.388888889,3.0
MLCO,新濠博亚娱乐,28.025831,3.879548,0.8388690000000001,142.0,23.9,42.92,16.53327464788733,2.79,21.103541666666672,19.910638297872342,8.48840425531915,22.0,9.47462306826692,71557140.91549295,102617697.18309858,11.0
VTIP,Vanguard Malvern Funds Vanguard,0.0,0.0,0.0,72.0,49.0,50.34,49.24305555555554,48.24,49.18666666666667,48.81395833333334,49.728541666666665,49.94,0.5266774379358513,8409865.305555556,2861560.1944444445,6.0
GAINN,Gladstone Investment Corporation,18.503703,0.0,1.35,41.0,24.99,26.1899,25.25957804878049,22.99,25.425800000000002,25.633442857142857,24.677946153846158,25.0,0.5885660559836068,46802.19047619047,238100.9,3.0
GOVNI,Government Properties Income Trust 5.875% Senior Notes due 2046,0.0,0.0,0.0,27.0,25.3243,26.25,25.367937037037038,23.57,25.348255555555554,25.822222222222223,24.933333333333334,25.2,0.641047027644947,437101.64285714284,1415964.7692307692,2.0
OXLCO,Oxford Lane Capital Corp. - Term,24.679612,0.0,1.03,64.0,25.42,25.75,24.713714062499996,22.36,25.447,24.661366666666666,23.997857142857143,24.8,0.821505043481642,155696.4375,237012.09375,5.0
DWIN,PowerShares DWA Tactical Multi-Asset Income Portfolio,0.0,0.0,0.0,31.0,25.48,28.15,26.82766129032258,24.965,25.76266363636364,27.701820000000005,27.125,25.043,1.045278185198377,386750.125,793954.3333333334,2.0
ARGD,Argo Group International Holding,0.0,0.0,0.0,73.0,25.17,26.4,24.81594109589041,20.21,25.289995999999995,25.365575000000003,23.772499999999997,24.5,1.189356415816229,218162.2162162162,375825.0,6.0
TAPR,Barclays PLC - Barclays Inverse US Treasury Composite ETN,0.0,0.0,0.0,51.0,26.1511,49.35,27.952739215686275,16.68,24.51810588235294,23.692594117647058,35.64751764705881,47.33,7.174020980986282,32264.76923076923,51952.76,4.0
VMBS,Vanguard Mortgage-Backed Securit,0.0,0.0,0.0,107.0,51.225,53.96,52.11145794392524,49.55,52.653194444444445,52.36322222222222,51.295285714285704,50.11,1.0144500720519953,7137670.907407408,859549.0566037736,8.0
VALX,Validea Market Legends ETF,0.0,0.0,0.0,46.0,29.91,29.94,26.173973913043486,21.1599,28.80368125,24.994819999999994,24.54810666666667,24.91,2.4231266142398917,30501.608695652172,100883.65217391304,3.0
MTGEP,American Capital Mortgage Investment Corp. - 8.125% Series A Cum,15.539639000000001,0.0,1.66,53.0,25.9519,26.49,25.22807735849056,23.3739,25.882872222222222,24.875077777777776,24.9085294117647,24.84,0.6478984466487101,79682.33333333333,167643.92307692306,4.0
JD,京东,0.0,5.305032,-0.052160000000000005,53.0,29.58,49.23,31.330471698113218,21.23,38.90222222222222,26.760833333333334,28.151764705882357,21.75,6.78391666030703,246191631.2962963,195380776.76923078,4.0
RICK,Rick’s Cabaret International,14.646293,2.076175,2.279075,253.0,32.38,32.93,8.41814229249012,0.62,13.949882352941179,8.542380952380954,2.696309523809524,5.38,7.105489725109788,1607575.3937007873,683643.253968254,21.0
SMBC,Southern Missouri Bancorp,16.680445000000002,1.789957,2.393821,253.0,39.83,40.24,11.442579051383401,2.8125,22.032411764705884,7.456904761904762,4.712351190476191,4.4375,9.442008898395345,135113.09448818897,171973.0158730159,21.0
FTSL,First Trust Senior Loan Fund ETF,0.0,0.0,0.0,65.0,48.035,50.26,48.616615384615386,46.49,48.25590909090909,48.229318181818186,49.400238095238095,50.1,0.7730929700783828,3064222.757575758,955001.625,5.0
LTBR,Lightbridge Corporation,0.0,0.994943,-0.8744370000000001,108.0,1.0191,41.0,11.350843518518523,0.8901,1.8962111111111115,9.163402777777776,22.99291666666667,60.0,10.817272521471823,6262319.759259259,276600.74074074073,9.0
AMGN,安进,52.64180699999999,8.537097,3.7354339999999997,253.0,197.68,199.81,81.15022727272732,11.985,135.18841176470585,59.4690476190476,48.14991071428572,12.5325,46.651454733935026,96397296.07874016,208991677.7777778,21.0
ANIP,"ANI Pharmaceuticals, Inc.",9934.130831,3.658817,0.005769,221.0,57.7129,367.056,109.75393212669681,5.9628,41.24383648648647,97.20734459459459,191.92098082191785,183.528,85.32858204953266,2630872.882882883,44416.181818181816,18.0
FTSM,First Trust Enhanced Short Maturity ETF,0.0,0.0,0.0,50.0,60.04,61.0,59.98680200000003,59.82,60.00558823529411,59.9103,60.048125000000006,60.04,0.15968731498571487,5833161.64,6316187.8,4.0
OSN,奥盛创新,3.06075,0.15998199999999999,0.8102590000000001,94.0,2.55,14.22,3.4089968085106377,1.66,2.413971875000001,2.7346645161290315,5.110451612903225,13.5,2.5034193206364668,541380.4255319149,242128.04255319148,7.0
ESG,FlexShares STOXX US ESG Impact Index Fund,0.0,0.0,0.0,27.0,68.86,68.86,58.97871111111112,50.03,65.57997777777777,59.033933333333344,52.32222222222222,50.3,5.945396295863867,29497.0,22649.615384615383,2.0
GAINO,Gladstone Investment Corp,18.498518,0.0,1.35,47.0,24.996,25.95,25.32021489361702,23.3,25.288825,25.342474999999997,25.329953333333332,25.3,0.44433097876065464,47499.333333333336,202885.5652173913,3.0
GARS,Garrison Capital Inc,11.420764,0.75485,0.762646,67.0,8.815,15.47,11.974402985074631,7.84,8.69891304347826,12.657272727272726,14.715909090909093,15.0,2.8192354060163916,991030.0588235294,792348.7878787878,5.0
BLIN,Bridgeline Digital,0.0,0.715886,-1.6313549999999999,136.0,1.05,125.0,26.267624999999995,1.05,4.6495,26.73588888888889,47.897888888888886,125.0,24.972051945884683,1688596.705882353,19307.058823529413,11.0
GULF,WisdomTree Middle East Dividend,0.0,0.0,0.0,123.0,18.88,24.75,17.256950406504064,11.77,17.681095121951223,18.51841463414634,15.571341463414628,23.33,2.7583471729973765,366645.20967741933,208967.2131147541,10.0
VGIT,Vanguard Intermediate -Term Gove,0.0,0.0,0.0,106.0,62.5,67.19,64.1396113207547,58.6893,64.58026388888888,64.48142857142857,63.34455142857145,60.55,1.7946155227086409,2255383.113207547,1954347.1698113207,8.0
ICLR,ICON plc,26.464983,6.3369089999999995,5.459667,244.0,149.07,149.07,31.049919672131153,0.7813,65.7295731707317,21.38756172839505,5.604480246913579,1.7225,32.638461356267236,7802542.926229509,6458870.491803279,20.0
NWLI,国家西方人寿保险,9.790678,0.640092,33.207096,253.0,324.3,357.58,177.4258102766798,68.63,234.16000000000003,190.0448809523809,107.39714285714284,87.75,69.69691615319468,99987.1968503937,67392.85714285714,21.0
RAND,Rand Capital Corporation,0.0,0.493172,-0.137228,253.0,2.4494,4.58,2.5642260869565217,0.78,3.1916964705882345,3.0063690476190468,1.487142857142857,1.44,1.1156455062013406,106384.72440944881,430294.44444444444,21.0
EBMT,Eagle Bancorp Montana,21.554102,1.114727,0.879183,102.0,18.65,21.9,12.904394117647064,9.1,17.41862352941176,10.951911764705883,10.342647058823532,10.0,3.736316477967225,119616.76470588235,93445.09803921569,8.0
FCAL,First Trust California Municipal High income ETF,0.0,0.0,0.0,16.0,50.3982,51.58,50.43060625,49.9103,50.2669,50.575660000000006,50.482,50.1,0.3976157013478384,37678.375,26748.0,1.0
ZYNE,"Zynerba Pharmaceuticals, Inc.",0.0,2.770295,-3.042383,38.0,7.88,28.11,12.105263157894736,6.0,9.862307692307693,15.268461538461535,11.108333333333334,18.0,5.034041274214769,10517825.263157895,4790013.421052632,3.0
ZAIS,"ZAIS Group Holdings, Inc.",0.0,1.60762,-0.271538,43.0,4.09,10.91,4.704276744186047,1.44,3.7132600000000013,2.204285714285714,8.266071428571427,9.7,3.005972418990567,3170541.272727273,2063827.4761904762,3.0
YLDE,ClearBridge Dividend Strategy ESG ETF,0.0,0.0,0.0,17.0,28.9796,28.9796,27.11372352941177,25.38,28.055733333333333,27.4298,25.60402,25.18,1.242675329948159,4602.333333333333,13657.5,1.0
XPLR,Xplore Technologies Corp,220.034527,2.3595200000000003,0.027223,72.0,5.99,7.0,4.256816666666667,1.95,3.0925333333333334,4.822500000000001,4.855416666666666,4.6,1.4979682611015515,1082359.4444444445,516890.30555555556,6.0
XOG,Extraction Oil & Gas Inc.,0.0,1.301231,-0.6947760000000001,24.0,11.465,23.53,15.417291666666664,11.46,13.430625000000001,14.1975,18.62375,22.75,3.163610684551087,32471836.083333332,27253271.583333332,2.0
XENE,Xenon Pharmaceuticals,0.0,7.926566,-1.541517,47.0,13.05,19.75,8.193659574468084,2.45,5.6078125000000005,6.8088750000000005,12.429,10.02,4.451093696944879,2222804.2083333335,768177.8695652174,3.0
XELB,"Xcel Brands, Inc",0.0,0.481216,-0.516149,39.0,2.15,8.85,4.515620512820512,2.15,2.930769230769231,3.911538461538462,6.704553846153847,9.1,1.899125731152639,323468.35,150322.2105263158,3.0
WVVIP,"Willamette Valley Vineyards, Inc",14.285715,0.0,0.35,35.0,4.9211,199999.98,40004.03375142857,4.3,4.889916666666667,5.424358333333333,127274.31000000001,200000.0,81165.88852678551,10236.666666666666,1294.2941176470588,2.0
WVFC,WVS Financial Corp,14.142301000000002,0.971102,1.1631770000000001,253.0,16.0235,19.875,14.142991304347833,7.35,12.004079999999998,14.986726190476187,15.463630952380951,13.875,2.9225409199416887,31338.346456692914,37302.380952380954,21.0
WRLSU,Pensare Acquisition Corp,0.0,0.0,0.0,15.0,10.55,10.65,10.409993333333336,10.0499,10.553999999999998,10.41,10.265979999999999,10.05,0.1498742352139034,212869.0,1598062.0,1.0
WOOF,VCA Antech,35.624522999999996,4.4033370000000005,2.61,192.0,92.98,92.98,31.905572916666667,5.6,50.33609375,26.639921875000006,18.740703125,4.55,20.35311598498668,13839465.552083334,10570143.75,16.0
WINS,稳盛金融,88.16898499999999,5.881914,0.9345690000000001,31.0,70.0,279.12,85.29738709677422,6.71,124.52318181818181,114.987,12.459399999999999,8.15,79.02119774873802,111634.625,168630.6,2.0
WILC,G. Willi-Food International,9.704041,0.8203219999999999,0.711044,253.0,6.95,8.38,4.240874703557313,0.565,5.967897647058825,5.241428571428569,1.492738095238095,2.565,2.3871920654221963,379288.16535433073,348700.79365079367,21.0
WHLM,Wilhelmina International Inc.,45.092282,1.307865,0.147808,50.0,6.41,11.1,6.695998000000002,5.2,6.624294117647059,7.532464705882353,5.8834375,6.6,1.0630156706833476,66513.88,37009.6,4.0
WEBK,Wellesley Bancorp,19.23449,1.331465,1.7676580000000002,81.0,33.65,34.25,21.10543580246914,12.05,28.12914444444444,19.120125925925922,16.06703703703704,11.52,5.733061503427044,41791.46341463415,49895.0,6.0
WBMD,WebMD Health Corp,35.174603000000005,4.970504,1.89,157.0,66.48,66.48,41.86671974522288,14.03,53.966132075471705,35.72615384615384,35.675192307692306,19.8,13.937336761299726,10556119.278481012,6215771.794871795,13.0
VWR,VWR International,29.6875,2.6308119999999997,1.12,48.0,33.25,33.25,29.034166666666664,22.32,33.186875,27.919999999999998,25.995624999999997,21.0,3.405631027436099,11451021.416666666,12069734.375,4.0
VTIQU,Vectoiq Acquisition,0.0,0.0,0.0,5.0,10.1,10.1,10.065059999999999,10.01,10.1,10.05765,10.01,10.0,0.037749410591424976,675158.3333333334,4881330.5,0.0
VTIQ,VectoIQ Acquisition Corp,0.0,56.790229000000004,-0.0007769999999999999,4.0,9.58,9.58,9.575,9.56,9.58,9.56,9.58,9.57,0.009999999999999787,411869.5,1808293.0,0.0
VTC,Vanguard Total Corporate Bond ETF ETF Shares,0.0,0.0,0.0,11.0,81.182,85.0,82.51728181818181,80.985,81.36175,82.07077500000001,84.65333333333332,84.75,1.4586302936784088,71925.0,237022.4,0.0
VSDA,VictoryShares Dividend Accelerator ETF,0.0,0.0,0.0,18.0,30.34,30.34,27.667111111111108,25.4935,29.034166666666668,28.01001666666667,25.95715,25.27,1.5450580228544586,12142.555555555555,47866.333333333336,1.0
VRML,Vermillion,0.0,3.867255,-0.200871,113.0,0.6295,10.2,2.6404477876106203,0.5852,1.4543315789473685,2.115394736842105,4.397864864864866,8.0,2.0610365706058027,1353730.2807017544,3426460.714285714,9.0
VOXX,奥迪富斯,3.635797,0.298764,1.54024,225.0,5.45,64.7,10.395311111111106,2.65,7.764066666666671,9.32293333333334,14.09893333333334,35.75,6.483623008279556,2634936.221238938,3344154.464285714,18.0
VIAB,维亚康姆,5.758697,2.068057,5.379689,82.0,29.24,87.73,52.87341463414634,24.03,34.499285714285705,62.97037037037038,61.831111111111106,39.5,18.83051969933235,88320085.04878049,57689112.19512195,6.0
VGSH,Vanguard Short Term Government B,0.0,0.0,0.0,107.0,59.805,61.44,60.78589626168226,59.67,60.67696944444444,60.968333333333334,60.7102857142857,60.01,0.37810284687645745,3324979.3518518517,638547.1698113207,8.0
VETS,Pacer Military Times Best Employers ETF,0.0,0.0,0.0,6.0,27.46,27.46,26.415833333333335,25.53,27.46,26.1575,25.630000000000003,25.16,0.8823968306077867,707.0,12505.0,0.0
VEACU,Vantage Energy Acquisition Corp.,0.0,0.0,0.0,18.0,10.53,10.53,10.241111111111111,10.02,10.435,10.18,10.108333333333334,10.1,0.15881505666095438,146762.88888888888,1826202.888888889,1.0
VEAC,Vantage Energy Acquisition Corp,44.686322,31.334936,0.222887,18.0,9.96,9.96,9.807777777777778,9.64,9.905,9.72,9.798333333333332,9.85,0.08987282227128808,657587.1111111111,1523545.111111111,1.0
VCSH,Vanguard Short-Term Corporate Bo,0.0,0.0,0.0,107.0,78.205,80.93,79.1725700934579,75.33,79.53152777777778,80.03486111111113,77.91642857142857,75.17,1.2618564798347458,21844578.277777776,6426562.264150944,8.0
VBFC,农村金融信托银行,0.0,1.405432,-2.155822,216.0,34.1,279.04,98.05064722222224,15.2,25.16765277777777,99.61317777777779,169.37111111111108,160.0,78.24390489836249,9701.324074074075,1790.7407407407406,18.0
UVSP,宾夕法尼亚裕益银行,20.680031,1.384458,1.378141,253.0,28.6,37.0,21.103432015810288,10.4279,21.454470588235292,23.449741666666654,18.40190476190476,11.779,5.679480380634358,885486.7716535433,189885.7619047619,21.0
UONE,第一电台,0.9862219999999999,5.282005000000001,2.4335299999999997,233.0,2.4,92.0,9.67720472103004,0.42,2.438278205128204,3.412602564102565,23.356103896103896,28.0,13.977570673586555,127727.34188034188,3220496.5517241377,19.0
UNAM,Unico American Corporation,0.0,0.673126,-1.455767,253.0,7.15,16.25,9.327215019762846,3.15,10.892416470588232,9.614404761904764,7.456190476190476,11.0,2.697619893743876,57220.35433070866,140910.31746031746,21.0
UDBI,Legg Mason US Diversified Core ETF,0.0,0.0,0.0,34.0,33.24,33.77,28.959514705882356,23.16,32.007308333333334,28.804181818181817,25.78998181818182,25.26,2.83293473329523,2482.823529411765,8129.35294117647,2.0
TZACU,Tenzing Acquisition Corp.,0.0,0.0,0.0,2.0,10.06,10.06,10.055,10.05,10.06,10.05,,10.01,0.007071067811865324,20.0,2099929.0,0.0
TWLV,Twelve Seas Investment,0.0,12.497453,-0.129334,3.0,9.57,9.58,9.573333333333332,9.57,9.57,9.57,9.58,9.6,0.005773502691896135,165485.0,4346739.0,0.0
TUSA,First Trust Total US Market AlphaDEX ETF,8.005327000000001,1.0873059999999999,4.462029,45.0,36.33,36.33,28.610913333333343,22.6566,33.219773333333336,27.295740000000002,25.31722666666667,25.65,3.78460373508725,37590.69565217391,56648.818181818184,3.0
TTS,Tile Shop Hldgs,103.099468,2.8161,0.07711,74.0,7.65,29.49,15.043851351351353,5.4,13.024,13.455599999999999,18.802291666666672,11.75,5.540669841514597,12045081.081081081,9332429.72972973,6.0
TRST,TrustCo Bank Corp NY,18.054633,1.9274779999999998,0.520642,253.0,9.3,14.13,8.917826086956524,4.46,6.798882352941176,9.115119047619046,10.864702380952382,7.5414,2.6102826442985627,5827598.960629921,3172472.595238095,21.0
TRNS,Transcat,26.943179999999998,3.3363980000000004,0.9093209999999999,253.0,24.35,24.475,6.76517509881423,0.87,10.830109411764706,6.3825,3.0345238095238085,7.88,4.152433657007144,154882.03937007874,156454.7619047619,21.0
TOWN,Towne Bank,22.202066000000002,1.605432,1.4773399999999999,233.0,32.8,33.5,16.436939914163084,4.7314,21.085641025641028,16.131666666666668,12.037103896103895,5.0275,6.91460761511666,1682588.7094017095,207253.08620689655,19.0
TOTAU,Tottenham Acquisition I,0.0,0.0,0.0,2.0,10.21,10.21,10.21,10.21,10.21,10.21,,10.12,0.0,0.0,2486551.0,0.0
TMCXU,Trinity Merger,0.0,0.0,0.0,5.0,10.25,10.25,10.182,10.06,10.245000000000001,10.14,10.14,10.0,0.08074651695274525,392829.0,7687375.0,0.0
TLF,Tandy Leather Factory,14.369922,1.1504969999999999,0.532362,100.0,7.5503,9.79,7.077464,4.14,7.674747058823531,8.566363636363636,4.9731818181818195,4.59,1.6436139319428897,223741.28,152122.0,8.0
TKKSU,TKK Symphony Acquisition,0.0,0.0,0.0,2.0,10.06,10.06,10.06,10.06,10.06,10.06,,10.08,0.0,0.0,3078694.0,0.0
TIVO,TiVo Inc,0.0,0.876182,-0.296703,111.0,13.775,62.01,25.41743243243244,9.15,16.93013513513513,19.672702702702704,39.64945945945945,25.0,12.81973044080641,21740921.10714286,25900183.636363637,9.0
TIG,Tigenix,0.0,21.743501000000002,-6.80726,22.0,41.98,43.33,28.635709090909096,14.4,41.7828125,25.777142857142856,16.469014285714287,14.0,11.732125447266133,87164.0,364640.0909090909,1.0
TIBRU,Tiberius Acquisition Corp,0.0,0.0,0.0,7.0,10.24,10.24,10.124914285714285,10.07,10.17,10.094999999999999,10.0872,10.01,0.05757069360277646,291204.5,1474905.6666666667,0.0
TIBR,Tiberius Acquisition Corp.,127.872155,40.529992,0.07546599999999999,6.0,9.75,9.75,9.638333333333334,9.56,9.75,9.585,9.58,9.57,0.08795832346439224,790940.0,1707240.0,0.0
TEDU,达内科技,0.0,2.612407,-0.490284,54.0,8.58,19.3,12.35314814814815,7.57,13.048333333333336,12.591111111111111,11.42,9.86,2.92415562660085,5291082.740740741,7415624.222222222,4.0
TDACU,Trident Acquisitions Corp.,0.0,0.0,0.0,5.0,10.1,10.1,10.06712,10.03,10.085,10.055,10.0556,10.01,0.026295855186702074,83815.0,2051430.5,0.0
TCON,"TRACON Pharmaceuticals, Inc.",0.0,1.6552229999999999,-1.087903,45.0,2.2075,14.04,5.994053333333332,2.1,2.595500000000001,4.903993333333333,10.482666666666665,10.0,3.688951593893706,2414780.695652174,1226115.0454545454,3.0
TCFC,Tri-County Financial Corporation,29.448110999999997,1.274828,1.143367,60.0,33.3,38.5,26.47716499999999,19.02,35.82549999999999,22.802245,20.80375,20.25,7.006271964723427,122455.53333333334,53134.13333333333,5.0
