code,name,pe,pb,eps,count,max,mean,min,volume_end,volume_start,year
FTC,First Trust Large Cap Growth Opp,0,0,0,136,70.25,37.34295956,15.74,1257918.25,394319.1176,11
LW,"Lamb Weston Holdings, Inc.",23.681453,-29.315308,2.830485,22,70.27,51.21181818,33.48,21245589.91,28619380.36,1
FYX,First Trust Small Cap Core AlphaDEX Fund,0,0,0,136,70.34,38.20471471,13.35,1281688.838,473347.0588,11
CBS.A,哥伦比亚广播,18.760968,9.254182,2.842604,154,70.36,37.9156,3.92,116822.8182,4039922.078,12
BKH,黑山,13.874311,1.788612,4.374992,252,70.38,37.31447103,17.81,6561417.54,2859553.571,21
PCG,太平洋煤气电力,180.069913,1.177056,0.237741,252,70.38,38.23634921,8.97,58110265.95,31855984.13,21
JXI,iShares S&P Global Utilities Sec,10.416928,0,4.79028,144,70.41,48.47614444,37.43,869704.5556,747941.6667,12
B,巴恩斯,55.855621,2.93774,1.225839,252,70.44,23.53781746,7.095,6333573.619,3380845.238,21
OKE,欧尼克（万欧卡）,35.948058,4.164413,1.877431,252,70.44,24.50565476,4.9675,40538398.45,20102903.97,21
RAIL,Freightcar America,0,0.990108,-2.562036,161,70.47,27.23102484,12.53,2494003.988,4391453.75,13
JPMV,iShares MSCI Japan Minimum Volatility ETF,0,0,0,51,70.48,59.7161,49.87,129273.2692,140431.12,4
PAM,Pampa Energia S.A.,13.255161,5.519801,2.2429,107,70.5,20.56766355,3.15,5803315.278,1703107.547,8
SCHB,Schwab U.S. Broad Market Etf,0,0,0,106,70.53,43.8689934,24.635,12615136.75,6557684.906,8
PRTA,Prothena Corporation plc,0,1.634849,-5.37884,69,70.54,35.6415942,6.01,9645792.2,4565691.735,5
FCE.A,Forest City Enterprises Inc.,17.811316,1.858408,1.408655,252,70.56,27.81617659,3.6,23327413.48,1465375,21
SPYX,SPDR S&P 500 Fossil Fuel Free ETF,0,0,0,33,70.6,57.76846364,46.7298,249408.9412,220890.8125,2
SLYV,SPDR S&P 600 Small Cap Value ETF,14.265125,1.843952,4.95404,93,70.68,49.0613828,28.385,1997939.34,402582.6087,7
HOV,霍夫纳尼安,0,-0.363712,-2.477114,252,70.68,11.89238095,0.85,60948354.79,20134665.87,21
BUSE,First Busey Corporation,20.157615,1.647818,1.601876,252,70.77,35.35779762,9.84,1285534.206,115586.7381,21
LDOS,Leidos Holdings Inc,24.229387,3.092527,2.897308,60,70.77,49.274,34.33,26502438.07,10001450.67,5
KAMN,Kaman,30.843845,2.860232,2.129112,79,70.77,43.72898734,29.25,2932669.35,1454489.744,6
PFG,信安金融,6.393577,1.35802,8.682151,203,70.79,41.07866995,7.99,35339766.7,38088909.9,16
PBR,巴西石油公司,119.306612,0.247256,0.086416,217,70.83,18.78032258,2.685,439341097.6,192798676.9,18
HXL,赫氏,20.895094,4.190906,3.20793,252,70.83,23.26714286,1.72,15039097.62,6540538.095,21
NTGR,NETGEAR Inc,0,3.074605,-0.317927,182,70.85,30.46346154,10.75,7272125.857,11889537.36,15
FBHS,Fortune Brands Home & Security,17.616842,3.558034,3.08171,84,70.93,45.46940476,12.4,27902230.07,25085166.67,7
GUR,SPDR S&P Emerging Europe ETF,0.518874,0,58.279999,138,70.93,38.78877464,19.53,338909.0725,1310900,11
VYMI,Follow Vanguard International High Dividend Yield ETF,0,0,0,30,70.94,61.27383667,53.3004,1734092.6,708282.6667,2
AKS,AK钢铁控股公司,0,47.326741,-0.223233,252,71,12.93666667,2,206686806.9,28173095.24,21
HAL,哈里伯顿,378.768188,4.069879,0.107744,252,71.01,30.99509921,6.455,253133687.7,198041474.6,21
OSTK,Overstock.com,0,7.385587,-7.693244,196,71.04,20.92132653,5.24,9780908.602,9354974.49,16
CBSH,科默斯银行,20.45071,2.88774,3.474207,252,71.06,26.24564802,9.3614,10813748.06,6803326.079,21
TTC,托罗配件,23.83223,9.658008,2.505011,252,71.09,17.61008373,1.2931,17276709.78,22742469.84,21
DSPG,DSP Group,0,2.022611,-0.068998,252,71.13,15.49650794,4.32,1718201.754,6726495.238,21
KR,克罗格,5.055318,3.566181,6.171719,252,71.15,19.16765873,6.575,187297603.2,138488298.4,21
TXT,德事隆,37.832244,3.179492,1.814061,252,71.19,34.1094246,5.65,62658903.19,28269923.02,21
ESGD,iShares MSCI EAFE ESG Select ETF,0,0,0,27,71.2,62.50620741,52.9,531482.6429,68867.61538,2
GEF.B,Greif Inc Class B,15.620604,2.57508,3.735451,252,71.2,38.14430556,11.875,157359.6587,59129.36508,21
CDK,"CDK Global, Inc.",21.835705,-21.726068,2.804123,48,71.29,55.66895833,30.59,19765327.29,20259242.88,4
PTCT,PTC Therapeutics Inc.,0,7.190461,-1.39723,62,71.33,26.08935484,5.97,27707231.94,9224472.516,5
CUK,嘉年华存托凭证,15.437005,1.841012,3.931462,185,71.33,44.046,18.05,4556622.108,2704507.609,15
DEW,WisdomTree Global High Dividend Fund,0,0,0,147,71.42,45.91717483,25.78,238278.0946,212424.6575,12
PSCD,PowerShares Exchange-Traded Fund,0,0,0,90,71.47,45.29317667,23.67,188887.1111,232197.7778,7
VVC,埃文斯威市电力,28.464928,3.190606,2.511863,252,71.47,32.06511905,17.27,7752175.048,2877101.587,21
O,Realty Income Corp,50.332878,2.273556,1.164249,252,71.47,29.95267857,9.625,30416264.79,5472637.302,21
DJP,Barclays iPath DJ UBS Commodity,0,0,0,147,71.51,38.31095238,20.66,8966507.27,7250778.082,12
CASS,卡斯信息系统,32.515435,4.00658,2.271229,252,71.53,23.02173214,2.4979,494109.3492,346939.0476,21
USCI,United States Commodity Index Fund,0,0,-13.22,97,71.58,51.47840206,38.4,1784423.612,1650220.833,8
MMS,马克西姆斯服务,18.942975,4.007482,3.464081,252,71.58,14.76121905,0.425,53981081.69,126608114.3,21
CCL,嘉年华邮轮,15.574359,1.803973,3.931462,252,71.61,40.16384921,18.19,91194912.36,49094646.03,21
KCE,SPDR KBW Capital Markets ETF,5.373834,0.815066,10.874546,154,71.69,45.3746513,21.74,376369.9091,5934587.013,12
AAWW,阿特拉斯航空全球控股公司,9.002757,0.893506,6.892333,155,71.7,46.09822581,14.14,5588616.526,4813580.519,12
COUP,Coupa Software Inc,0,16.244376,-0.904647,23,71.71,37.72782609,25,13976524,11460845.09,1
CSTE,CaesarStone Sdot-Yam Ltd,51.451252,1.377988,0.367338,78,71.74,35.46160256,11.62,6795211.103,3641571.795,6
RGNX,Regenxbio Inc,26.746574,7.293249,2.473214,36,71.75,25.11694444,8,8782533.556,3635753.167,3
AIA,iShares S&P Asia 50 Index Fund,0,0,0,130,71.79,45.76296154,22.18,1140375.262,605581.5385,10
SLCA,US Silica Holdings,11.221348,1.291188,2.017583,79,71.81,30.57607595,10.35,45590045.45,27900800,6
AHGP,阿莱恩斯控股,7.236196,2.608616,3.920568,148,71.82,36.32912162,13.87,1528245.568,1395333.784,12
GIS,通用磨坊,12.445457,4.462199,3.694521,252,71.89,34.04529762,15.485,84010381.27,60464385.71,21
PYZ,PowerShares Dynamic Basic Materi,728.036105,0,0.09527,143,71.9526,42.82769021,15.41,271299.1389,302094.3662,11
MDB,MongoDB Inc.,0,20.612775,-3.14617,11,71.96,40.93,27.11,18602678.17,7639747.2,0
TCP,TC PipeLines LP,9.058071,2.347808,3.714919,81,71.99,50.89395062,24.32,4623858.341,2614860,6
RMGN,RMG Networks Holding Corporation,0,19.10318,-0.693331,65,72,9.119346908,0.82,1840950.727,645057.3125,5
ASND,Ascendis Pharma A/S,0,7.630015,-4.912511,44,72.02,29.81840909,13.27,2562984.864,1533967.273,3
FUN,雪松娱乐,15.885917,-42.191761,3.29726,252,72.1,32.19212302,7.68,3763190.056,1339392.857,21
AVNS,Halyard Health Inc,32.353784,2.656632,2.23436,47,72.1,40.43404255,24.8,7493241.208,10865560.39,3
BTI,英美烟草,2.021715,1.109522,24.869968,252,72.12,31.91275794,4.25,17301635.01,3726738.095,21
AJG,亚瑟加拉格尔有限公司,23.723876,2.965041,3.04124,252,72.14,32.24537698,8.61,15889892.49,8075995.238,21
CSM,ProShares Credit Suisse 130/30,0,0,0,110,72.15,42.83102727,21.9,939497.3091,845127.2727,9
GIII,G-III Apparel Group,27.57629,2.112646,1.687319,252,72.23,14.43573413,0.585,9210887.794,1860938.095,21
PST,ProShares UltraShort Lehman 7-10,0,0,0,124,72.26,33.38250323,19.83,1416712.79,2647388.71,10
TQQQ,纳指三倍做多ETF,0,0,0,103,72.3,16.25680291,1.5392,330577788.7,378344388.2,8
FNGU,Bank Of Montreal,0,0,0,8,72.3,60.7080125,47,1799951,1991470.25,0
TLTD,Flexshares Morningstar Developed,0,0,0,72,72.32,59.98683472,49.42,907021.6667,727725,6
EWI,意大利ETF-iShares MSCI,3.729206,0.607053,7.449306,252,72.5,38.78944444,20.24,13808142.62,451788.8889,21
PSL,PowerShares Dynamic Consumer Sta,10.24625,0,7.066,143,72.511,39.75125245,18.09,457474.75,183914.0845,11
SILC,矽晶电信,18.21748,2.047108,2.127627,252,72.62,16.45005952,0.3,842925.3968,686731.746,21
MYL,迈兰制药,44.728012,1.633859,0.865006,117,72.63,33.68910256,9.89,112229587.2,115440074.1,9
WDIV,SPDR S&P Global Dividend,0,0,0,64,72.6446,64.91882813,55.529,270055.7188,109006.375,5
WPC,W. P. Carey Inc,24.062525,2.279587,2.739114,248,72.65,37.75653226,16.31,4537807.468,664109.6774,20
GNK,根科船务贸易,0,0.565277,-2.473379,38,72.7,14.7755,4.57,2960004.263,1557382.211,3
ECOL,US Ecology,25.684914,4.677226,2.826562,252,72.75,20.49097222,1,2064296.841,1134665.873,21
RWW,RevenueShares Financials Sector,0,0,0,118,72.79,41.04861525,13.58,71000.76271,113211.8644,9
ZIXI,Zix Corporation,0,6.27341,-0.134719,252,72.81,7.096904762,0.62,7558956.135,8510222.222,21
FORR,佛罗斯特研究,73.090734,6.353138,0.67382,252,72.81,28.58962302,9.94,1253780.103,2258449.206,21
FNX,First Trust Mid Cap Core AlphaDE,0,0,0,136,72.81,41.16541324,15.29,1400791.75,770604.4118,11
DNKN,唐恩都乐,17.299831,-7.31736,4.128942,86,72.89,45.76290698,24.98,28050757.74,23332062.79,7
MEOH,梅思恩,29.581673,4.141231,2.51,252,72.9,24.67130952,2.13,12289286.67,6371820.635,21
RFV,Rydex ETF Trust S&P Midcap 400 P,18.349559,0,3.97094,150,72.91,41.774364,13.39,239765.68,272730.6667,12
FXI,中国大盘股ETF-iShares,2.617839,0.988011,16.272964,167,72.93,37.17305389,17.165,377228394.4,282258998.8,13
LTPZ,PIMCO 15+ Year U.S. TIPS Index,0,0,0,108,72.95,63.55693519,50.61,443881.2407,760298.1481,9
EQL,ALPS Equal Sector Weight ETF,0,0,0,110,72.97,48.74181636,27.65,173156.5273,283920,9
CENX,世纪铝业,15.459688,1.286651,0.810495,252,73,17.78742063,2.11,45099623.7,5643346.825,21
MBI,MBIA Inc,0,0.851806,-5.910478,252,73.06,29.51326786,2.74,81641454.17,26640683.33,21
ACH,中国铝业,32.480393,0.821407,0.315575,201,73.08,16.46216418,2.475,3453087.634,14782884,16
TMUS,T-Mobile US Inc,11.711265,2.369278,5.585221,137,73.24,35.12905109,11.22,85793401.35,53147451.47,11
PAYX,沛齐,28.064063,12.94312,2.600835,252,73.25,36.94400516,10.3348,51710823.49,51785469.1,21
CERN,美国塞纳,25.726807,4.411582,2.542873,252,73.26,24.58630952,1.7675,50745476.31,82706396.83,21
LDR,蓝道尔信息检索,34.818654,20.974842,1.93,252,73.3,44.71277778,15.56,770902.4286,435707.9365,21
NEN,New England Realty Associates LP,35.096874,-6.820124,1.854866,252,73.35,19.94818373,1,47203.18254,243807.1429,21
RSG,共和废品处理,17.963655,3.038507,4.076008,242,73.36,28.77446281,7.165,38707636.54,21530552.4,20
GBX,格林布赖尔,12.352179,1.56814,4.833155,252,73.38,23.79265873,3.66,8995867.579,2123432.54,21
ANDX,Andeavor Logistics LP,23.045408,4.459848,2.190892,89,73.4,48.3152809,23.41,9307454.778,3869593.182,7
DTH,WisdomTree DEFA Equity Income,0,0,0,147,73.42,44.70553129,26.48,518858.9054,468460.274,12
CPSI,Computer Programs and Systems,0,2.570065,-1.098445,196,73.45,38.44806122,16.73,2150826.071,1837636.735,16
UVV,环球烟草,13.120091,1.1311,4.565517,252,73.45,44.54531746,15.06,4510225.032,2791775.397,21
FSFG,第一储蓄金融,14.477658,1.589203,4.676171,119,73.49,27.4944916,9.01,39608.53333,61955.9322,9
SRT,Startek Inc,0,5.960214,-0.812371,252,73.56,14.1415873,1.83,853557.2778,1300346.825,21
DFVL,iPath US Treasury 5-year Bull ETN,0,0,0,44,73.57,66.37034091,61.02,1103.090909,2305.681818,3
WDR,Waddell & Reed Financial Inc,9.779125,1.852337,2.10346,246,73.62,28.14485122,11.0867,20280305.74,9289344.715,20
ATRO,Astronics,70.19411,3.598982,0.640937,252,73.7,16.48378968,1.465,2085393.817,681137.3016,21
DHS,WisdomTree Equity Income Fund,0,0,0,147,73.7,51.80433401,21.05,1192451.054,922758.9041,12
AGX,Argan Inc.,11.198663,1.756081,3.616503,252,73.75,17.44005635,1.9,1707581.508,39644.65873,21
AGCO,爱科集团,22.068541,1.653115,2.778616,252,73.77,34.92980159,6.5,25601160.16,17959527.78,21
IIN,IntriCon Corporation,110.99856,22.226629,0.603161,128,73.9,7.745976562,2.6,629066.1563,113256.25,10
HOG,哈雷戴维森,14.357466,3.269942,2.98451,252,73.94,44.73751984,10.1,53461310.29,36214581.75,21
SHI,上石化,5.583087,1.479818,10.3115,252,73.96,26.52035913,3.5867,725577.1825,1243778.571,21
TUR,土耳其ETF-iShares MSCI,0,0,0,126,73.99,47.99912698,20.21,8923611.111,4208382.54,10
ACLS,Axcelis科技设计公司,4.671889,1.657155,4.227412,218,74,20.58622936,1.14,4576419.018,5746050.229,18
CLW,克利尔沃特纸业,5.182144,0.801358,5.547897,117,74.02,42.95769231,4.015,2448625.169,3769701.724,9
VFH,Vanguard Financials ETF,8.793606,0,8.12181,176,74.04,46.26002841,16.41,8514767.239,3686586.364,14
DRV,三倍做空房地产ETF-Direxion,9.597935,0,0.92,61,74.06,24.25293443,8.67,1722545.774,1101779.067,5
DOL,WisdomTree Trust International L,17.365415,0,2.77,147,74.07,48.42587007,29.66,647750.0135,429398.6301,12
ONEY,SPDR Russell 1000 Yield Focus ETF,0,0,0,33,74.09,67.54675758,56.23,22897,368938.625,2
GOL,勒莫国航,0,-0.111999,-1.150642,171,74.14,21.22833567,1.1,17078340.67,9560809.412,14
CSX,CSX运输,10.882096,4.576359,6.859892,252,74.16,17.98180556,3.49,203450944.8,154420931,21
TTFS,TrimTabs Float Shrink ETF,0,0,0,83,74.1686,52.18378434,27.7,286948.5714,247995.122,6
MNRO,Monro Muffler Brake,34.723041,3.599031,2.030352,252,74.17,25.2121881,1.9833,5390521.794,1600808.008,21
OILB,iPath S&P GSCI Crude Ol,0,0,0,22,74.17,58.01578182,45.9616,69571.09091,19901.63636,1
PPH,Market Vectors Pharmaceutical Et,0,0,0,81,74.19,54.64527531,18.1775,1990465.463,1952460,6
IBKR,盈透证券,37.933366,21.256935,1.610192,135,74.2,27.56025926,13.68,11010810.94,11917505.42,11
AXJL,WisdomTree Trust Pacific ex-Japa,0,0,0,87,74.31,64.37465517,51.59,86133.70455,120534.8837,7
A,安捷伦科技,70.958215,4.625425,0.929843,226,74.392,30.70981681,9.3419,71754138.36,79140038.51,18
POPE,Pope Resources,15.703246,4.934097,4.648714,252,74.4,38.92896349,9.45,59812.61111,52676.19048,21
ENZ,恩佐生化,0,2.413474,-0.094796,252,74.4023,11.46850198,1.5,3410285.802,3945687.762,21
GSG,iShares S&P GSCI Commodity-Indexed Trust,4.046948,0.912788,4.26,146,74.47,30.41958904,13.2,6973187.849,6409782.192,12
DWX,SPDR S&P International Dividend,0,0,0,127,74.47,45.75637795,26.75,3499355.453,1917690.476,10
TS,泰纳瑞斯钢铁,30.820643,3.604117,1.132358,189,74.5,32.16119048,3.845,37038446.19,38430029.79,15
SMSI,Smith Micro Software,0,15.140549,-0.381672,252,74.52,16.99179603,0.93,1634775.579,1652747.421,21
CFX,科尔法克斯,34.288193,1.219284,0.991595,124,74.54,32.84701613,6.87,16931053.29,8495824.194,10
PCAR,帕卡,11.503805,2.69234,5.861539,252,74.56,31.95975238,3.2533,50685048.45,107094074.1,21
EWW,墨西哥投资指数ETF-iShares MSCI,14.185387,1.294597,3.608643,252,74.59,39.23373016,7.81,59508867.44,13211088.89,21
IMPV,Imperva Inc,0,5.029048,-0.859105,82,74.63,43.1354878,20.88,10972006.73,5588575.61,6
CROX,卡骆驰,126.145583,7.021519,0.162035,151,74.75,15.2242053,1.19,24924518.61,72623166.67,12
KT,韩国电信,14.132963,0.279441,0.958044,232,74.75,20.18849138,11.34,14317176.16,14856572.41,19
MCHI,中国ETF-iShares MSCI,0,0,0,90,74.81,49.60444444,36.11,33267861.62,6426526.667,7
BMY,施贵宝,243.459831,7.945414,0.246324,252,74.81,40.6114881,18.41,197585995.1,133236887.3,21
SYY,西思科公司,27.696639,15.737894,2.736072,252,74.82,32.00453373,9.235,71997372.74,40527700,21
INTC,英特尔,16.732747,3.137326,2.848307,252,74.88,27.76212302,12.74,828708818.9,1245086790,21
JPUS,JPMorgan Diversified Return U.S. Equity ETF,0,0,0,36,74.88,62.63379167,50.3,693826.8889,282824,3
EXAS,精密科学,0,11.627502,-1.023723,212,74.89,11.86941038,0.44,31738085.33,2999252.83,17
BAX,百特国际,42.725604,4.352454,1.693364,252,74.98,48.28509921,18.64,78756634.8,57121244.44,21
USEG,美国能源,0,1.128938,-0.262416,252,75,19.45412976,0.68,838238.754,309994.6587,21
LGIH,LGI Homes Inc,8.681624,2.258993,6.537947,58,75.03,32.52086207,13.17,8449024.517,4591564.448,4
PSCI,PowerShares Exchange-Traded Fund,0,0,0,90,75.0929,44.34290111,23.17,181553.5556,150640,7
MDC,M.D.C. Holdings Inc,9.705843,1.233033,3.35365,252,75.1411,28.42558452,5.5724,16539355.52,9552151.595,21
SEIC,SEI Investments Company,20.209504,6.135497,3.079739,252,75.15,25.33390278,2.75,16375772.48,19385673.02,21
PDCE,PDC Energy,0,1.530496,-5.889764,252,75.19,31.88859127,2.94,13638304.79,2471885.714,21
EEMX,SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,0,0,0,23,75.24,63.39991304,51.75,38487.33333,26069.36364,1
PCTI,PC-Tel,32.992991,0.917739,0.13124,227,75.25,9.51746696,4.3,874456.3421,3346897.345,18
IBTX,Independent Bank Group Inc.,19.885319,1.396404,3.545329,65,75.25,49.02738462,27.4,2213977.455,725827.5938,5
CERS,Cerus Corporation,0,10.519402,-0.429982,252,75.25,12.3955754,0.68,13779931.8,3089928.571,21
TRU,TransUnion,30.65651,7.533361,2.417431,39,75.3,41.31923077,24.74,27062834.8,14667103.32,3
CRS,卡朋特科技,14.74621,1.85618,3.957627,252,75.33,33.86323413,5.075,9518312.532,8363927.778,21
EFAV,iShares Edge MSCI Min Vol EAFE ETF,0,0,0,83,75.33,63.2,48.45,15049916.69,1829485.366,6
GSP,iPath GSCI Total Return Index ET,0,0,0,147,75.36,30.46361224,11.8675,869829.3514,964305.4795,12
CYBR,Cyber-Ark Software,132.239539,6.628031,0.561103,48,75.42,49.218125,32.01,11351860.67,29818801,4
DWM,WisdomTree Trust DIEFA Fund,0,0,0,147,75.43,50.58276122,30.1,970870.1757,944368.4932,12
MO,奥驰亚,10.592697,7.015086,5.549106,252,75.44,21.9794369,1.4385,215937455.1,2241154915,21
DVYL,UBS AG (London Branch),0,0,0,76,75.45,49.52930132,25.11,143248.2632,136894.7368,6
XRX,施乐,63.584443,1.299942,0.430923,143,75.48,41.22916084,18.2,48260778.21,48678473.94,11
NUE,纽柯钢铁,11.948406,2.10999,5.232497,252,75.5,32.32254524,3.7975,69608208.21,119958533.3,21
RSXJ,VanEck Vectors Russia Small-Cap ETF,0,0,0,89,75.55,37.94038989,17.43,693571.4222,346659.0909,7
DIM,WisdomTree Trust International M,0,0,0,147,75.55,55.22131905,29.22,239019.9054,423871.2329,12
DWRE,Demandware Inc,0,9.89063,-1.2,68,75.56,54.23911765,23.69,6472176.676,6918450,5
DWDP,陶氏杜邦,208.320172,1.625181,0.332229,252,75.58,39.24542302,7.16,186873807.9,74473347.62,21
XLK,高科技指数ETF-SPDR,5.825533,1.123729,12.750765,237,75.6,31.32742616,11.83,194353452.2,30201383.9,19
MTSC,MTS Systems Corporation,17.907809,1.98613,2.934474,252,75.65,34.73474206,6.13,1592802.341,1593169.841,21
SCG,斯卡纳公司,0,1.040896,-1.636362,252,75.66,40.37952381,21.69,18081977.38,6380991.27,21
DFE,WisdomTree Trust WisdomTree Euro,0,0,0,147,75.67,50.62802993,21.6,3149979.541,232063.0137,12
FPX,First Trust US IPO Index Fund,0,0,0,149,75.68,36.12363893,12.47,1446435.307,195390.5405,12
BJRI,BJs餐饮,27.167162,5.321555,2.749643,252,75.7,22.6272619,1.16,6840729.96,1629787.302,21
ARWR,Arrowhead Research Corporation,0,12.638086,-0.67276,168,75.7,16.29735714,1.44,22566160.83,415411.9048,14
CUB,Cubic Corp,267.749451,3.043834,0.282727,252,75.7,30.99955,5.25,2484728.921,1772816.667,21
KRS,Proshares Short KBW Region Banki,0,0,0,101,75.74,35.03244257,15.8334,13789.15686,230206,8
RAVI,FlexShares Ready Access Variable,0,0,0,71,75.77,75.43014507,74.99,280540.0833,130834.2857,5
PB,Prosperity Bancshares Inc,17.832646,1.322073,4.177731,81,75.8,56.58407407,40.35,9037840.927,5536965,6
PHI,菲律宾长途电话,35.103702,0.050392,0.748639,252,75.84,38.84587302,4.2,2376119.341,4120054.762,21
PSXP,Phillips 66 Partners LP,16.045638,2.224479,3.291237,62,75.85,54.42096774,30.76,7914094.387,4070794.484,5
MTG,MGIC Investment Corp,9.812142,1.382448,1.289219,252,75.86,31.9006746,1.18,112255578.2,20922478.57,21
ZEUS,Olympic Steel,8.235228,0.800812,2.621664,252,75.92,18.32829365,1.97,2448892.437,2348296.032,21
NFX,新田,14.363986,3.358132,1.939573,252,76.01,31.97144841,7.845,53688112,18389471.43,21
XHS,SPDR S&P Health Care Services Fu,0,0,0,83,76.11,39.4229747,13.9575,630221.0714,634243.9024,6
EXPD,康捷国际物流,23.151601,6.799054,3.183365,252,76.17,33.2016869,3.4688,33292117.22,31886807.14,21
ACWI,MSCI全球ETF-iShares,0,0,0,126,76.2,52.2134127,25.94,35988592.63,8434084.127,10
ICE,洲际交易所,17.033092,2.49746,4.29693,154,76.23,34.83920779,6.46,65433801.81,173320571.4,12
CIVBP,"Civista Bancshares, Inc. ",50.833333,0,1.5,40,76.25,55.185555,33,3737.5,20353.85,3
PLT,缤特力,0,7.154953,-0.172076,252,76.25,33.0611246,8.59,5966259.135,8129268.254,21
ATVI,动视暴雪,112.591595,5.459777,0.658042,252,76.32,14.63500079,0.5167,182413786.3,186541670.7,21
VPL,Vanguard MSCI Pacific ETF,8.414099,0.178036,8.243307,162,76.36,58.34222222,34.22,8208618.123,3179417.284,13
CL,高露洁,26.612339,-110.964367,2.51312,252,76.36,41.21243056,16.1875,84830481.71,84503212.7,21
TDC,Teradata,0,8.516066,-0.510168,132,76.38,38.76469697,13.13,36559038.56,32534325.76,11
SHE,SPDR SSGA Gender Diversity Index ETF,0,0,0,30,76.38,67.70263667,61.804,158992.3333,342062.9333,2
EFAX,SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,0,0,0,23,76.52,68.75963913,58.266,62469.58333,64292.45455,1
NOVT,Novanta Inc.,152.888233,8.24843,0.504944,28,76.6,38.07714286,15.15,4435102.5,2580022.714,2
MANH,曼哈顿联合软件,35.824263,28.844753,1.582447,245,76.6,17.14869388,1.235,11683442.54,29028439.34,20
CS,瑞士信贷,0,0.720833,-0.290299,204,76.65,33.96443627,10.7,44423258.24,11371844.12,17
VSAT,卫讯公司,0,2.002113,-1.569878,252,76.7,34.33825397,4.125,5294673.103,3759589.683,21
BKHU,Black Hills Corporation,14.890942,1.914761,4.381187,34,76.72,66.91773235,52.45,1005526.353,1103331.706,2
