,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sh603688,,,23.42%,11.05%,8.31%,5.34%,5.96%,6.24%,5.17%,5.86%,6.14%,,,23.44%,30.89%,36.05%,29.03%,23.08%,18.19%,17.68%,18.12%,19.14%,,,12.52%,28.65%,27.18%,14.18%,10.55%,7.45%,6.25%,6.93%,8.67%,,,0.81次,0.74次,0.68次,0.46次,0.43次,0.34次,0.33次,0.36次,0.42次
sz300570,,,,,20.02%,22.43%,21.80%,23.82%,19.91%,9.20%,11.13%,,,,,23.98%,19.73%,21.12%,20.49%,23.19%,24.08%,20.42%,,,,,36.70%,31.40%,37.64%,33.82%,36.01%,22.64%,9.19%,,,,,1.97次,1.24次,1.37次,1.23次,1.19次,0.51次,0.40次
sz000715,,,32.94%,44.78%,44.89%,45.42%,42.21%,50.79%,47.12%,42.90%,40.65%,,,3.47%,2.72%,3.52%,2.98%,3.06%,2.67%,2.52%,3.63%,3.44%,,,9.92%,6.73%,11.76%,8.76%,8.67%,7.84%,6.14%,7.49%,6.78%,,,1.90次,1.50次,1.84次,1.61次,1.59次,1.41次,1.26次,1.14次,1.15次
sz000798,,,8.30%,12.54%,21.27%,13.45%,10.25%,9.30%,35.68%,34.87%,33.20%,,,5.95%,13.71%,17.30%,12.61%,17.66%,5.15%,-68.59%,5.27%,6.70%,,,4.08%,7.54%,8.79%,7.86%,6.60%,2.51%,-34.07%,6.15%,6.58%,,,0.36次,0.49次,0.41次,0.55次,0.32次,0.41次,0.59次,0.61次,0.78次
sh600533,,,64.75%,56.19%,64.26%,67.64%,72.42%,74.41%,69.44%,71.67%,74.92%,,,13.48%,14.32%,15.81%,15.79%,9.77%,0.44%,3.07%,6.19%,3.33%,,,8.42%,7.64%,7.74%,9.11%,4.75%,0.36%,4.90%,4.97%,1.40%,,,0.27次,0.33次,0.21次,0.23次,0.17次,0.20次,0.41次,0.21次,0.12次
sz002402,,,50.93%,16.42%,17.82%,18.73%,25.29%,25.79%,28.31%,32.74%,36.08%,,,11.15%,9.77%,4.68%,4.78%,4.84%,5.37%,6.77%,9.00%,9.25%,,,26.55%,8.13%,3.12%,3.48%,4.59%,5.67%,7.81%,11.62%,15.41%,,,1.17次,0.71次,0.55次,0.60次,0.76次,0.75次,0.83次,0.90次,1.07次
sz000955,,,63.85%,59.88%,72.20%,31.00%,33.18%,29.59%,39.91%,36.85%,43.13%,,,1.39%,0.73%,-14.75%,1.74%,-23.69%,1.83%,-25.80%,5.72%,7.04%,,,1.12%,1.28%,-13.18%,0.78%,-7.95%,0.01%,-0.24%,5.04%,6.14%,,,0.29次,0.34次,0.31次,0.25次,0.22次,0.26次,0.29次,0.43次,0.50次
sz002575,,,48.27%,39.10%,2.17%,11.43%,3.63%,8.53%,6.97%,1.89%,1.20%,,,10.87%,12.37%,10.63%,8.63%,4.89%,3.68%,5.69%,5.09%,-39.70%,,,37.65%,36.19%,8.40%,5.02%,2.74%,1.65%,2.04%,1.42%,-2.39%,,,1.70次,1.66次,0.83次,0.54次,0.52次,0.42次,0.33次,0.27次,0.06次
sz002204,,,55.40%,57.39%,73.73%,68.97%,65.30%,65.12%,61.87%,60.06%,56.99%,,,11.14%,9.86%,7.21%,3.58%,3.77%,0.07%,0.08%,0.14%,0.29%,,,15.58%,12.34%,16.83%,6.08%,5.41%,0.34%,0.34%,0.42%,0.38%,,,0.63次,0.53次,0.98次,0.47次,0.45次,0.44次,0.40次,0.38次,0.41次
sz002311,,,29.13%,30.77%,38.82%,50.50%,44.76%,42.58%,37.72%,43.54%,48.05%,,,3.09%,2.87%,3.06%,2.94%,1.89%,2.61%,3.10%,3.21%,3.77%,,,26.14%,9.95%,14.67%,15.75%,11.01%,12.89%,16.72%,16.17%,20.01%,,,2.54次,2.47次,3.19次,2.98次,2.65次,2.80次,3.23次,2.94次,2.78次
sh600568,,,52.71%,65.04%,56.30%,54.40%,55.36%,43.19%,38.37%,15.76%,15.48%,,,9.05%,16.56%,39.18%,9.51%,7.84%,2.96%,7.77%,26.63%,16.34%,,,20.53%,10.85%,22.31%,6.39%,6.25%,3.07%,3.06%,6.27%,2.85%,,,1.31次,0.25次,0.22次,0.29次,0.32次,0.30次,0.21次,0.19次,0.14次
sz000918,,,75.76%,70.04%,76.99%,79.35%,81.49%,83.76%,90.51%,88.69%,78.46%,,,18.23%,12.92%,2.88%,0.39%,0.23%,-0.88%,-66.17%,8.88%,150.40%,,,52.00%,32.11%,5.08%,2.67%,1.34%,0.88%,-74.38%,17.23%,48.82%,,,0.92次,0.52次,0.28次,0.29次,0.37次,0.25次,0.11次,0.09次,0.04次
sh600408,,,55.83%,56.89%,56.54%,56.28%,62.50%,74.41%,75.80%,84.53%,86.65%,,,-11.71%,0.47%,-8.00%,0.48%,-8.00%,-25.53%,-3.42%,-17.76%,-4.29%,,,-19.96%,1.42%,-14.83%,1.28%,-10.55%,-36.82%,2.49%,-46.36%,-34.21%,,,0.63次,0.73次,0.78次,0.71次,0.60次,0.44次,0.33次,0.52次,1.06次
sz002322,,,3.42%,6.15%,6.99%,5.00%,4.22%,6.14%,12.21%,8.79%,10.35%,,,60.32%,36.46%,32.99%,30.80%,42.72%,30.92%,23.66%,21.85%,33.07%,,,39.97%,7.85%,8.89%,10.36%,11.36%,5.11%,6.18%,5.21%,9.17%,,,0.23次,0.20次,0.25次,0.31次,0.25次,0.15次,0.20次,0.21次,0.25次
sz300359,,,16.98%,13.88%,11.05%,8.55%,10.01%,6.19%,14.86%,17.64%,22.28%,,,21.51%,27.42%,26.08%,27.91%,24.38%,23.30%,26.39%,14.63%,9.85%,,,60.30%,60.94%,33.02%,26.22%,21.34%,13.12%,17.45%,5.23%,3.25%,,,3.58次,1.87次,1.20次,0.85次,0.78次,0.61次,0.32次,0.40次,0.38次
sh600982,,,47.35%,41.87%,42.66%,41.30%,37.48%,17.17%,20.02%,25.17%,37.36%,,,5.06%,9.32%,8.69%,6.63%,20.47%,16.91%,10.26%,7.84%,6.98%,,,11.37%,17.38%,13.15%,8.99%,15.48%,9.21%,3.86%,3.46%,3.90%,,,1.34次,0.90次,0.83次,0.69次,0.45次,0.46次,0.32次,0.36次,0.40次
sh603757,,,,,,62.26%,58.27%,62.40%,52.27%,45.39%,23.75%,,,,,,8.32%,7.06%,9.43%,10.17%,16.01%,15.97%,,,,,,20.26%,26.18%,27.91%,30.88%,43.49%,31.65%,,,,,,2.29次,1.20次,1.26次,1.30次,1.36次,1.25次
sh600218,,,44.41%,46.83%,50.95%,54.20%,55.43%,53.55%,39.63%,44.10%,47.77%,,,2.48%,3.54%,0.94%,0.72%,1.10%,1.30%,2.66%,3.14%,1.88%,,,5.64%,8.84%,2.33%,1.83%,3.31%,3.30%,5.27%,5.15%,3.24%,,,1.28次,1.37次,1.16次,1.16次,1.29次,1.09次,1.04次,0.92次,0.89次
sh601211,,,78.91%,75.06%,69.23%,69.31%,77.47%,85.19%,77.63%,73.10%,69.03%,,,51.11%,46.46%,37.53%,32.86%,33.61%,40.11%,44.41%,44.06%,44.04%,,,--,--,10.10%,8.41%,8.69%,18.04%,23.65%,10.64%,9.05%,,,0.13次,0.08次,0.07次,0.08次,0.07次,0.08次,0.10次,0.06次,0.06次
sz002312,,,24.85%,28.51%,33.33%,37.46%,50.33%,42.41%,35.48%,35.35%,9.76%,,,16.48%,14.07%,12.19%,8.49%,9.71%,7.57%,-2.66%,-125.43%,37.54%,,,22.28%,8.49%,8.08%,7.58%,10.36%,9.33%,-2.06%,-34.64%,9.26%,,,0.52次,0.44次,0.45次,0.57次,0.59次,0.54次,0.29次,0.18次,0.19次
sh600403,,,21.40%,11.24%,49.27%,37.68%,30.70%,37.31%,44.63%,54.41%,57.43%,,,17.95%,3.71%,14.82%,14.62%,10.80%,1.30%,-31.38%,-39.89%,6.14%,,,7.44%,1.66%,30.57%,19.24%,11.71%,1.11%,-14.07%,-26.13%,7.01%,,,0.72次,0.58次,1.75次,0.95次,0.70次,0.47次,0.29次,0.34次,0.44次
sh603238,,,,,,35.51%,45.34%,45.47%,33.27%,22.64%,35.79%,,,,,,8.91%,9.85%,11.69%,14.33%,11.30%,9.30%,,,,,,20.83%,22.60%,26.21%,25.62%,16.71%,7.38%,,,,,,2.73次,1.26次,1.22次,1.09次,1.07次,0.66次
sz002546,,,40.73%,35.87%,11.01%,13.64%,13.19%,20.03%,19.90%,9.81%,11.91%,,,22.92%,27.20%,27.97%,28.86%,27.32%,26.88%,21.06%,16.49%,17.75%,,,32.06%,37.69%,14.16%,16.06%,12.64%,12.15%,11.57%,3.98%,4.03%,,,0.82次,0.86次,0.60次,0.48次,0.39次,0.37次,0.43次,0.23次,0.19次
sh603056,,,79.04%,48.31%,56.23%,48.23%,55.35%,41.03%,41.48%,55.79%,52.90%,,,7.71%,5.36%,4.56%,6.18%,3.15%,4.49%,2.61%,2.23%,2.69%,,,--,--,--,38.72%,22.63%,29.98%,17.06%,16.27%,19.53%,,,3.12次,3.21次,3.03次,3.21次,3.42次,3.46次,3.84次,3.62次,3.33次
sh600522,,,50.83%,50.15%,33.91%,39.44%,38.58%,31.14%,33.83%,40.87%,33.73%,,,10.29%,10.55%,7.66%,7.69%,8.18%,6.84%,6.12%,7.56%,6.63%,,,24.66%,23.63%,12.62%,9.54%,11.05%,9.35%,11.13%,14.31%,10.78%,,,1.14次,0.93次,0.77次,0.79次,0.80次,0.83次,1.20次,1.17次,1.15次
sz300540,,,,,70.07%,66.05%,66.38%,57.09%,58.62%,28.95%,31.58%,,,,,18.72%,23.08%,17.10%,14.19%,14.06%,13.57%,8.67%,,,,,71.11%,57.24%,39.49%,33.28%,22.47%,9.31%,3.01%,,,,,1.63次,0.72次,0.78次,0.89次,0.69次,0.38次,0.26次
sh603488,,,,,,26.15%,27.95%,23.21%,19.43%,17.25%,9.73%,,,,,,27.53%,28.90%,27.93%,27.27%,25.75%,25.50%,,,,,,44.93%,38.19%,28.52%,23.83%,19.28%,11.45%,,,,,,2.02次,0.95次,0.75次,0.68次,0.60次,0.41次
sh600175,,,46.67%,46.41%,50.34%,58.08%,78.01%,66.78%,67.55%,34.34%,35.27%,,,5.95%,5.35%,4.51%,3.01%,3.34%,5.26%,1.44%,3.66%,1.90%,,,10.60%,8.47%,6.49%,4.31%,6.76%,6.27%,1.10%,1.94%,0.54%,,,0.68次,0.81次,0.72次,0.64次,0.66次,0.34次,0.33次,0.28次,0.38次
sz002912,,,,,,,29.45%,23.20%,20.57%,30.98%,30.49%,,,,,,,21.84%,29.62%,30.20%,29.28%,26.58%,,,,,,,26.52%,26.44%,20.33%,18.41%,20.09%,,,,,,,1.38次,0.64次,0.52次,0.45次,0.40次
sz000700,,,72.59%,76.33%,69.31%,66.09%,59.95%,64.61%,47.07%,47.71%,64.30%,,,4.57%,3.16%,5.11%,7.45%,7.53%,7.33%,9.45%,5.83%,3.10%,,,3.66%,4.52%,7.75%,15.29%,16.87%,17.75%,13.75%,7.19%,4.12%,,,0.51次,0.54次,0.50次,0.62次,0.73次,0.87次,0.74次,0.61次,0.64次
sz002271,,,51.29%,53.01%,52.78%,55.28%,51.69%,32.66%,33.13%,43.70%,48.23%,,,8.93%,5.41%,4.21%,6.42%,9.49%,11.64%,13.74%,14.66%,12.07%,,,15.62%,20.06%,9.96%,16.19%,25.36%,25.32%,19.61%,23.17%,21.91%,,,0.99次,1.24次,1.09次,1.16次,1.23次,1.16次,0.95次,0.94次,0.93次
sh600959,,,23.35%,26.91%,31.71%,35.36%,36.69%,37.97%,31.29%,31.36%,31.75%,,,17.83%,17.58%,17.67%,18.02%,18.53%,19.29%,18.27%,19.70%,13.63%,,,--,--,6.83%,7.61%,8.36%,9.31%,8.66%,6.98%,5.95%,,,0.46次,0.25次,0.27次,0.28次,0.29次,0.30次,0.28次,0.22次,0.25次
sz002813,,,,,57.99%,48.49%,62.88%,56.10%,52.74%,45.79%,59.18%,,,,,9.59%,11.43%,7.91%,9.00%,5.93%,5.64%,3.15%,,,,,54.62%,46.90%,26.18%,24.16%,10.70%,8.09%,3.80%,,,,,4.05次,1.96次,1.38次,1.08次,0.82次,0.66次,0.54次
sh600491,,,69.23%,74.28%,78.28%,78.67%,82.07%,83.92%,85.08%,79.98%,83.34%,,,2.73%,1.98%,2.38%,2.83%,1.41%,1.50%,1.24%,2.40%,3.42%,,,9.56%,7.88%,11.15%,14.21%,7.35%,7.56%,5.97%,6.99%,10.89%,,,0.79次,1.12次,1.21次,1.05次,0.97次,0.84次,0.71次,0.56次,0.55次
sh600262,,,73.56%,75.02%,71.93%,70.21%,67.64%,64.11%,67.09%,56.39%,53.33%,,,2.17%,3.32%,5.74%,6.51%,4.62%,7.26%,-23.88%,1.95%,4.22%,,,6.97%,9.71%,15.12%,17.58%,11.09%,10.88%,-14.53%,1.72%,3.62%,,,0.69次,0.63次,0.66次,0.76次,0.63次,0.45次,0.33次,0.37次,0.43次
sz002581,,,21.36%,15.42%,2.60%,3.38%,4.59%,2.61%,11.26%,5.96%,26.98%,,,27.51%,28.42%,27.19%,30.23%,27.75%,25.53%,28.00%,32.93%,33.74%,,,54.55%,48.13%,14.43%,12.78%,12.28%,10.95%,20.71%,18.21%,14.27%,,,1.39次,1.32次,0.55次,0.40次,0.42次,0.41次,0.54次,0.50次,0.35次
sh600081,,,65.84%,61.05%,58.29%,50.88%,58.22%,65.93%,64.41%,64.92%,66.95%,,,3.35%,9.48%,6.72%,6.18%,7.46%,7.78%,5.82%,4.47%,4.54%,,,8.79%,37.04%,24.08%,14.42%,21.97%,22.11%,14.74%,10.47%,11.60%,,,1.06次,1.55次,1.39次,1.26次,1.37次,1.42次,1.13次,1.16次,1.20次
sh603877,,,,,48.10%,57.35%,63.33%,58.56%,56.82%,58.03%,46.54%,,,,,5.17%,3.91%,5.50%,8.62%,9.03%,6.67%,6.34%,,,,,16.08%,12.17%,22.62%,36.86%,34.63%,23.29%,14.78%,,,,,2.15次,1.39次,1.59次,1.61次,1.57次,1.43次,1.31次
sz002907,,,,,,,41.99%,44.22%,32.19%,29.27%,18.66%,,,,,,,8.36%,13.92%,15.49%,17.35%,18.91%,,,,,,,13.23%,22.37%,22.44%,23.14%,20.67%,,,,,,,1.67次,0.89次,0.87次,0.93次,0.77次
sz300676,,,,,,85.02%,60.07%,28.47%,18.96%,18.38%,16.70%,,,,,,10.74%,16.49%,5.17%,20.63%,20.45%,20.22%,,,,,,80.31%,39.89%,3.32%,9.20%,10.38%,10.75%,,,,,,1.58次,0.84次,0.64次,0.44次,0.42次,0.45次
sz002101,,,41.03%,36.50%,40.93%,43.95%,47.21%,47.14%,47.26%,42.78%,41.86%,,,9.17%,9.54%,6.86%,5.78%,4.94%,5.33%,5.70%,6.26%,6.88%,,,12.30%,16.90%,10.14%,8.18%,8.17%,9.01%,9.15%,8.80%,8.15%,,,0.73次,0.89次,0.90次,0.81次,0.88次,0.90次,0.85次,0.82次,0.86次
sz002585,,,70.34%,53.75%,10.85%,10.68%,12.39%,8.88%,10.04%,20.05%,18.33%,,,10.91%,26.30%,19.58%,5.65%,3.67%,4.43%,5.06%,5.21%,2.47%,,,40.69%,92.97%,17.71%,3.24%,2.47%,2.35%,2.33%,2.52%,1.09%,,,1.05次,1.44次,0.71次,0.51次,0.60次,0.46次,0.42次,0.41次,0.38次
sz002508,,,34.94%,18.60%,21.33%,25.36%,27.15%,31.56%,37.01%,35.70%,33.67%,,,8.76%,10.91%,12.19%,13.37%,14.23%,15.82%,18.23%,20.83%,20.82%,,,21.48%,25.82%,13.01%,16.65%,20.57%,25.55%,29.10%,33.38%,31.66%,,,1.63次,1.06次,0.85次,0.92次,1.03次,1.12次,1.05次,1.01次,0.98次
sz000979,,,173.61%,67.92%,61.56%,68.08%,77.48%,68.19%,70.66%,69.30%,81.26%,,,110.21%,24.90%,29.01%,27.11%,18.82%,11.85%,22.67%,3.29%,-249.71%,,,0.00%,73.94%,28.77%,36.21%,8.36%,11.51%,5.01%,1.78%,-29.27%,,,0.33次,1.26次,0.32次,0.50次,0.11次,0.17次,0.07次,0.17次,0.03次
sz300501,,,,,30.12%,25.17%,23.82%,19.41%,20.04%,13.08%,10.73%,,,,,13.28%,16.20%,16.04%,18.73%,20.00%,21.56%,17.49%,,,,,16.74%,23.04%,25.47%,26.27%,23.99%,12.74%,11.24%,,,,,1.59次,1.03次,1.16次,1.06次,0.94次,0.59次,0.54次
sz002792,,,39.24%,32.63%,32.74%,38.78%,44.70%,48.97%,43.16%,29.23%,33.89%,,,23.38%,17.76%,16.89%,10.25%,11.20%,23.61%,18.62%,17.15%,7.36%,,,31.83%,19.31%,16.12%,11.02%,13.36%,50.93%,26.15%,13.02%,5.92%,,,1.40次,0.63次,0.63次,0.69次,0.69次,1.14次,0.75次,0.54次,0.55次
sz002685,,,62.90%,47.26%,44.24%,14.56%,21.61%,25.58%,29.34%,28.23%,24.90%,,,13.34%,16.99%,15.89%,10.60%,2.63%,2.38%,1.45%,2.45%,3.28%,,,--,46.94%,32.28%,8.43%,1.29%,1.49%,2.73%,1.85%,6.17%,,,0.98次,1.28次,1.11次,0.60次,0.40次,0.48次,1.35次,1.39次,1.28次
sz002623,,,59.87%,36.94%,5.16%,8.00%,9.50%,18.98%,19.18%,49.40%,54.94%,,,39.92%,36.66%,36.88%,12.04%,8.77%,4.38%,5.00%,1.23%,-1.18%,,,99.57%,93.55%,27.12%,3.61%,3.01%,1.81%,2.56%,0.79%,-1.06%,,,0.95次,1.48次,0.45次,0.28次,0.31次,0.35次,0.41次,0.40次,0.36次
sh600764,,,57.06%,57.54%,49.26%,46.56%,51.84%,49.55%,50.79%,47.67%,28.64%,,,2.01%,0.56%,1.33%,4.58%,1.58%,2.53%,-29.69%,7.10%,24.79%,,,2.07%,0.66%,1.84%,9.13%,0.76%,0.86%,-22.88%,1.47%,15.90%,,,0.81次,0.76次,0.90次,0.99次,0.57次,0.49次,0.31次,0.22次,0.25次
sz300396,,,42.71%,24.56%,34.79%,31.86%,26.91%,12.12%,27.22%,25.95%,23.59%,,,10.77%,26.05%,21.31%,20.36%,20.16%,20.84%,21.14%,20.76%,24.33%,,,22.31%,49.27%,35.75%,28.67%,24.46%,18.28%,11.36%,12.01%,14.44%,,,2.07次,1.15次,1.16次,0.94次,0.89次,0.61次,0.40次,0.42次,0.47次
sh600532,,,65.03%,72.33%,76.47%,45.71%,45.50%,45.52%,31.22%,29.77%,39.60%,,,1.13%,-12.54%,-11.06%,21.72%,23.83%,25.40%,-74.12%,45.09%,-15.36%,,,1.38%,-20.79%,-26.83%,14.57%,16.68%,15.57%,-26.59%,6.20%,-4.23%,,,0.43次,0.56次,0.75次,0.46次,0.38次,0.33次,0.20次,0.10次,0.18次
sz300349,,,63.90%,52.76%,52.65%,21.17%,22.93%,19.47%,20.52%,16.57%,24.59%,,,16.46%,20.77%,23.75%,22.61%,23.82%,24.43%,15.03%,11.23%,20.19%,,,74.23%,65.93%,58.45%,26.43%,16.95%,16.90%,9.14%,8.04%,12.20%,,,1.76次,1.12次,1.14次,0.67次,0.54次,0.54次,0.49次,0.37次,0.46次
sz300276,,,80.32%,62.46%,26.69%,24.68%,26.51%,26.82%,30.69%,36.22%,46.90%,,,14.07%,18.85%,19.30%,18.07%,8.53%,8.66%,6.70%,4.96%,10.02%,,,48.68%,53.11%,42.88%,8.74%,4.61%,5.39%,3.96%,2.48%,8.34%,,,0.62次,0.82次,0.60次,0.36次,0.39次,0.43次,0.41次,0.35次,0.23次
sz002267,,,27.36%,37.94%,53.44%,60.51%,62.80%,52.80%,49.43%,47.15%,46.69%,,,17.79%,16.27%,12.29%,8.75%,8.24%,9.69%,8.71%,7.06%,5.31%,,,16.98%,17.33%,15.65%,11.68%,11.09%,14.41%,12.43%,10.11%,7.27%,,,0.67次,0.70次,0.66次,0.56次,0.50次,0.58次,0.68次,0.70次,0.72次
sh603615,,,,,,12.41%,15.72%,12.78%,10.12%,9.46%,6.39%,,,,,,17.15%,16.49%,14.21%,13.26%,13.63%,13.00%,,,,,,24.16%,19.61%,14.50%,12.89%,11.57%,7.58%,,,,,,2.11次,1.02次,0.88次,0.86次,0.77次,0.61次
sz002727,,,61.66%,54.97%,51.94%,46.81%,49.34%,29.19%,45.70%,58.46%,48.31%,,,5.82%,5.48%,5.98%,6.40%,6.75%,6.66%,6.51%,5.66%,5.45%,,,39.32%,27.21%,24.21%,25.53%,25.99%,18.93%,16.10%,14.96%,16.02%,,,4.25次,2.07次,1.84次,2.01次,1.97次,1.77次,1.49次,1.23次,1.18次
sh603486,,,,,,,60.07%,49.94%,65.19%,58.42%,53.22%,,,,,,,8.71%,7.18%,6.65%,1.61%,8.24%,,,,,,,31.75%,22.98%,26.63%,7.54%,35.20%,,,,,,,2.92次,1.58次,1.62次,1.70次,1.88次
sh600278,,,37.43%,38.39%,49.61%,45.97%,48.02%,47.56%,49.12%,52.13%,48.90%,,,2.39%,1.93%,1.55%,1.35%,1.09%,1.15%,1.27%,1.14%,1.28%,,,5.47%,5.90%,7.97%,6.18%,4.68%,5.07%,4.98%,5.05%,4.77%,,,1.45次,1.87次,3.79次,2.69次,2.61次,2.49次,2.29次,2.28次,2.00次
sz300408,,,,,29.60%,27.86%,26.35%,13.69%,13.74%,12.57%,20.16%,,,,,24.62%,26.38%,28.06%,29.54%,35.18%,36.70%,34.69%,,,,,50.86%,44.16%,33.97%,30.57%,22.11%,22.41%,19.58%,,,,,2.29次,1.20次,0.90次,0.66次,0.54次,0.53次,0.47次
sz000989,,,18.55%,20.64%,19.35%,20.29%,18.44%,25.13%,15.28%,13.76%,23.22%,,,13.41%,14.52%,17.56%,10.72%,18.57%,17.50%,54.05%,24.38%,18.80%,,,11.93%,12.57%,14.27%,7.71%,14.90%,15.76%,30.10%,16.56%,16.69%,,,0.72次,0.68次,0.65次,0.57次,0.65次,0.70次,0.26次,0.58次,0.72次
sz000667,,,40.59%,47.48%,50.23%,57.06%,63.04%,64.52%,65.21%,62.95%,56.49%,,,31.52%,10.24%,9.14%,9.23%,1.47%,3.55%,9.08%,12.67%,14.57%,,,5.83%,4.02%,3.24%,3.11%,0.96%,1.39%,7.56%,10.79%,9.70%,,,0.12次,0.22次,0.18次,0.15次,0.25次,0.14次,0.28次,0.29次,0.25次
sz000759,,,62.60%,57.25%,64.62%,63.17%,66.74%,65.59%,65.43%,66.87%,58.14%,,,2.12%,2.11%,1.92%,1.28%,1.03%,1.09%,0.02%,0.06%,0.50%,,,13.03%,10.72%,10.29%,7.38%,5.84%,6.27%,0.19%,0.22%,2.26%,,,2.30次,2.26次,2.02次,1.99次,1.97次,1.91次,1.88次,1.74次,1.81次
sh600099,,,6.88%,8.12%,9.95%,9.45%,11.87%,16.52%,18.64%,19.71%,15.34%,,,1.02%,1.38%,1.28%,0.22%,0.14%,0.82%,0.66%,0.42%,0.43%,,,0.47%,0.68%,0.68%,0.10%,0.08%,0.61%,0.50%,0.41%,0.41%,,,0.43次,0.46次,0.49次,0.42次,0.52次,0.65次,0.62次,0.79次,0.79次
sz002847,,,,,,58.31%,55.96%,55.52%,45.25%,47.10%,38.09%,,,,,,7.35%,10.15%,9.47%,11.21%,12.53%,8.66%,,,,,,27.93%,29.84%,29.48%,30.26%,30.40%,11.96%,,,,,,2.35次,1.39次,1.36次,1.35次,1.33次,0.98次
sh600006,,,54.80%,61.40%,61.49%,59.61%,61.59%,59.30%,59.68%,65.54%,60.51%,,,2.55%,3.05%,2.60%,0.78%,1.59%,1.01%,1.70%,0.44%,-0.47%,,,5.97%,10.09%,7.77%,0.36%,0.84%,2.33%,5.51%,3.39%,3.05%,,,1.10次,1.17次,1.12次,0.93次,1.00次,0.88次,0.85次,0.77次,0.93次
sh600460,,,54.10%,34.90%,48.06%,48.87%,44.97%,39.89%,44.28%,39.18%,49.21%,,,7.87%,16.90%,10.07%,1.48%,7.21%,8.93%,2.16%,3.86%,3.75%,,,10.02%,23.54%,9.08%,1.08%,6.05%,7.06%,1.67%,3.93%,6.65%,,,0.54次,0.70次,0.53次,0.40次,0.44次,0.46次,0.46次,0.50次,0.48次
sz300380,,,40.20%,15.70%,13.16%,14.43%,15.16%,13.35%,16.60%,30.35%,28.14%,,,26.19%,33.76%,31.43%,28.72%,22.71%,17.55%,6.81%,-5.37%,1.63%,,,42.84%,56.04%,31.06%,26.09%,22.97%,9.92%,5.10%,-4.78%,3.19%,,,1.59次,1.20次,0.95次,0.77次,0.85次,0.59次,0.59次,0.72次,0.85次
sh603858,,,,,36.93%,29.04%,38.27%,51.13%,53.94%,31.92%,31.14%,,,,,23.65%,20.73%,15.69%,14.60%,30.32%,14.37%,11.82%,,,,,60.96%,38.66%,29.20%,31.07%,63.78%,21.21%,12.81%,,,,,2.64次,1.39次,1.36次,1.29次,0.94次,0.72次,0.73次
sz002381,,,48.72%,19.98%,30.00%,25.12%,20.30%,21.05%,19.59%,26.54%,18.24%,,,10.30%,4.88%,3.68%,9.18%,12.88%,12.16%,11.15%,3.06%,9.11%,,,24.52%,5.18%,4.33%,11.08%,14.12%,12.02%,9.11%,3.36%,6.79%,,,1.09次,0.99次,0.96次,0.91次,0.84次,0.76次,0.63次,0.54次,0.51次
sz000973,,,66.21%,63.33%,60.09%,54.25%,55.17%,57.03%,51.97%,49.74%,56.32%,,,1.02%,6.68%,14.59%,3.27%,3.47%,4.09%,4.35%,6.35%,4.70%,,,0.55%,14.04%,32.02%,6.41%,3.94%,4.09%,4.10%,6.00%,4.87%,,,0.88次,0.87次,0.81次,0.77次,0.62次,0.53次,0.57次,0.51次,0.48次
sz300093,,,32.15%,19.07%,21.39%,28.83%,40.60%,45.19%,46.25%,31.75%,41.96%,,,16.38%,14.79%,12.75%,7.63%,2.92%,4.45%,1.32%,1.33%,2.98%,,,15.44%,8.73%,5.49%,3.26%,1.37%,2.23%,0.53%,0.53%,2.03%,,,0.67次,0.42次,0.34次,0.32次,0.30次,0.29次,0.22次,0.24次,0.43次
sz002806,,,,,55.83%,55.67%,54.01%,50.44%,48.31%,33.88%,40.24%,,,,,13.05%,12.23%,8.14%,5.43%,8.56%,7.07%,6.44%,,,,,28.31%,22.51%,14.51%,8.41%,12.01%,9.35%,7.88%,,,,,1.76次,0.80次,0.79次,0.74次,0.71次,0.77次,0.76次
sh603816,,,,,54.84%,48.31%,45.65%,51.39%,56.28%,33.92%,38.63%,,,,,18.21%,14.02%,14.94%,12.97%,13.31%,11.94%,12.47%,,,,,62.13%,48.49%,52.41%,49.43%,49.88%,37.25%,22.26%,,,,,3.28次,1.61次,1.80次,1.77次,1.66次,1.26次,1.13次
sh600018,,,39.75%,37.08%,38.33%,38.48%,36.97%,36.12%,31.84%,41.57%,45.44%,,,28.67%,34.61%,26.60%,20.57%,22.28%,27.27%,26.65%,25.79%,34.33%,,,12.33%,16.10%,11.38%,10.75%,10.76%,13.13%,11.53%,11.38%,17.92%,,,0.27次,0.30次,0.29次,0.33次,0.32次,0.31次,0.31次,0.29次,0.29次
